,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
40,Jimmy Lodge (C/RW),totals,58,28,35,63,1.09,53,1
,,Saginaw Spirit,18,10,8,18,1,8,3
,,Mississauga Steelheads,40,18,27,45,1.13,45,-2
,,,,,,,,,
41,Trevor Murphy (D),Windsor Spitfires,59,24,39,63,1.07,104,-15
42,Mitchell Vande Sompel (D),Oshawa Generals,58,12,51,63,1.09,38,31
43,Nick Ritchie (LW),totals,48,29,33,62,1.29,113,1
,,Peterborough Petes,25,14,18,32,1.28,69,-10
,,Soo Greyhounds,23,15,15,30,1.3,44,11
44,Nick Moutrey (C/LW),totals,62,25,37,62,1,54,19
,,Saginaw Spirit,36,15,25,40,1.11,40,9
,,North Bay Battalion,26,10,12,22,0.85,14,10
45,Ryan MacInnis (C),Kitchener Rangers,67,25,37,62,0.93,28,-8
46,Brendan Lemieux (LW),Barrie Colts,57,41,19,60,1.05,145,-9
47,Brendan Perlini (LW/RW),Niagara IceDogs,43,26,34,60,1.4,22,15
48,Ryan Kujawinski (C),totals,61,34,25,59,0.97,30,19
,,Kingston Frontenacs,27,13,10,23,0.85,18,8
,,North Bay Battalion,34,21,15,36,1.06,12,11
49,Gabe Guertler (C),Soo Greyhounds,67,27,30,57,0.85,39,35
50,Vince Dunn (D),Niagara IceDogs,68,18,38,56,0.82,59,8
,,,,,,,,,
51,Billy Jenkins (LW/C),Niagara IceDogs,68,15,41,56,0.82,27,3
52,Michael Clarke (C),Peterborough Petes,58,23,32,55,0.95,40,-9
53,Brenden Miller (D),North Bay Battalion,65,19,36,55,0.85,91,8
54,Brandon Robinson (LW),Kitchener Rangers,62,25,29,54,0.87,85,9
55,Nick Betz (RW),Erie Otters,60,22,32,54,0.9,72,34
56,Justin Scott (C/W),Barrie Colts,68,30,23,53,0.78,39,26
57,Nikita Korostelev (RW/LW),Sarnia Sting,55,24,29,53,0.96,18,4
58,Josh MacDonald (LW/RW),Peterborough Petes,63,29,23,52,0.83,30,-7
59,Jordan Subban (D),Belleville Bulls,63,25,27,52,0.83,62,-12
60,Jordan Maletta (C),Niagara IceDogs,68,24,28,52,0.76,41,7
,,,,,,,,,
61,Eric Cornel (C/RW),Peterborough Petes,66,14,38,52,0.79,35,-24
62,Bryson Cianfrone (C),Mississauga Steelheads,63,13,39,52,0.83,22,-4
63,Lawson Crouse (LW),Kingston Frontenacs,56,29,22,51,0.91,70,10
64,Matt Campagna (C),Plymouth Whalers,64,26,25,51,0.8,41,-8
65,Anthony DiFruscia (LW),Niagara IceDogs,68,26,25,51,0.75,130,6
66,Robby Fabbri (C/LW),Guelph Storm,30,25,26,51,1.7,40,9
67,Slater Doggett (C),Windsor Spitfires,57,25,26,51,0.89,52,-12
68,Bryan Moore (LW),Soo Greyhounds,59,23,27,50,0.85,110,27
69,Bradley Latour (C/LW),Oshawa Generals,68,22,28,50,0.74,36,40
70,Hunter Smith (RW),Oshawa Generals,57,23,26,49,0.86,122,21
,,,,,,,,,
71,Chris Marchese (LW),totals,49,17,32,49,1,18,-1
,,Windsor Spitfires,19,8,6,14,0.74,6,-5
,,Guelph Storm,30,9,26,35,1.17,12,4
72,Daniel Nikandrov (LW/C),Sarnia Sting,68,16,33,49,0.72,16,-2
73,Thomas Schemitsch (D),Owen Sound Attack,68,14,35,49,0.72,36,0
74,Lucas Venuto (RW/C),totals,68,23,25,48,0.71,16,-19
,,Mississauga Steelheads,37,9,4,13,0.35,10,-11
,,Windsor Spitfires,31,14,21,35,1.13,6,-8
75,Mitchell Stephens (C),Saginaw Spirit,62,22,26,48,0.77,44,-17
76,David Miller (C),totals,70,21,27,48,0.69,45,-10
,,Soo Greyhounds,38,13,13,26,0.68,29,0
,,Kitchener Rangers,32,8,14,22,0.69,16,-10
77,Spencer Watson (RW),Kingston Frontenacs,41,20,28,48,1.17,10,10
78,Darren Raddysh (D),Erie Otters,60,14,34,48,0.8,38,32
79,Zac Leslie (D),Guelph Storm,57,11,37,48,0.84,57,6
80,Josh Sterk (C),totals,60,20,27,47,0.78,45,20
,,Oshawa Generals,33,10,18,28,0.85,29,20
,,London Knights,27,10,9,19,0.7,16,0
,,,,,,,,,
81,Nathan Todd (C),Ottawa 67's,63,19,28,47,0.75,12,9
82,Jeremiah Addison (LW/RW),Ottawa 67's,63,19,28,47,0.75,49,3
83,Daniel Milne (LW),Owen Sound Attack,66,22,24,46,0.7,60,-8
84,Semyon Babintsev (RW),Mississauga Steelheads,54,18,28,46,0.85,20,9
85,Jean Dupuy (C/W),Soo Greyhounds,54,18,28,46,0.85,52,40
86,Zach Senyshyn (RW),Soo Greyhounds,66,26,19,45,0.68,17,30
87,Cristiano DiGiacinto (LW),Windsor Spitfires,63,21,24,45,0.71,100,-16
88,Victor Crus Rydberg (C/W),Plymouth Whalers,55,15,30,45,0.82,34,-9
89,Pavel Jenys (C),Sudbury Wolves,63,15,30,45,0.71,45,-36
90,Evan McEneny (D),Kingston Frontenacs,68,9,36,45,0.66,71,-5
,,,,,,,,,
91,Travis Dermott (D),Erie Otters,61,8,37,45,0.74,53,23
92,Juho Lammikko (C/LW),Kingston Frontenacs,64,18,26,44,0.69,36,23
93,Garrett Hooey (C),Barrie Colts,68,17,27,44,0.65,103,13
94,Chris Carlisle (D),Oshawa Generals,68,7,37,44,0.65,63,40
95,Gustav Bouramman (D),Soo Greyhounds,67,5,39,44,0.66,14,33
96,Graham Knott (LW/C),Niagara IceDogs,59,25,18,43,0.73,33,1
97,Nathan Pancel (LW),totals,64,22,21,43,0.67,37,-24
,,Sudbury Wolves,35,15,17,32,0.91,23,-13
,,Peterborough Petes,29,7,4,11,0.38,14,-11
98,Logan Brown (C),Windsor Spitfires,56,17,26,43,0.77,20,-8
99,Greg Betzold (LW/C),Peterborough Petes,49,24,18,42,0.86,35,-10
100,Petrus Palmu (RW/LW),Owen Sound Attack,62,22,20,42,0.68,20,4
101,Brett Gustavsen (LW),Belleville Bulls,67,20,22,42,0.63,108,-4
102,Julius Bergman (D),London Knights,60,13,29,42,0.7,78,-3
103,Jamie Lewis (C),Windsor Spitfires,57,19,22,41,0.72,16,-34
104,Darby Llewellyn (LW/RW),Kitchener Rangers,68,18,23,41,0.6,26,5
105,Joshua Burnside (D),Mississauga Steelheads,66,16,25,41,0.62,41,-5
106,Mikkel Aagaard (C/W),Niagara IceDogs,59,15,26,41,0.69,16,5
107,Michael Cramarossa (C),Belleville Bulls,65,13,28,41,0.63,20,11
108,Aaron Berisha (RW),totals,63,25,15,40,0.63,32,-10
,,Belleville Bulls,4,1,1,2,0.5,2,0
,,London Knights,59,24,14,38,0.64,30,-10
109,Matt Schmalz (RW/C),Sudbury Wolves,66,24,16,40,0.61,68,-57
110,Hunter Garlent (C),Peterborough Petes,52,19,21,40,0.77,40,-17
,,,,,,,,,
111,Connor Brown (LW),Saginaw Spirit,68,19,21,40,0.59,98,-18
112,Kyle Wood (D),North Bay Battalion,67,16,24,40,0.6,18,2
113,Stephen Pierog (C),totals,68,13,27,40,0.59,37,-16
,,Guelph Storm,20,3,5,8,0.4,13,-8
,,Sarnia Sting,48,10,22,32,0.67,24,-8
114,Kyle Capobianco (D),Sudbury Wolves,68,10,30,40,0.59,54,-49
115,Kurtis MacDermid (D),Erie Otters,61,8,32,40,0.66,129,20
116,Brendan Bell (LW),Ottawa 67's,62,22,17,39,0.63,63,-9
117,Brandon Devlin (D),Mississauga Steelheads,66,20,19,39,0.59,100,-12
118,Alexander Henriksson (RW),North Bay Battalion,68,20,19,39,0.57,45,8
119,Niki Petti (C/LW),Belleville Bulls,66,18,21,39,0.59,10,-11
120,Brett Welychka (C),totals,58,17,22,39,0.67,20,-12
,,London Knights,9,3,2,5,0.56,4,-8
,,Belleville Bulls,49,14,20,34,0.69,16,-4
,,,,,,,,,
121,Sam Povorozniouk (C/RW),Windsor Spitfires,68,15,24,39,0.57,34,-30
122,Hayden Hodgson (RW),Sarnia Sting,59,23,15,38,0.64,62,-11
123,Conor McGlynn (C),Kingston Frontenacs,67,22,16,38,0.57,81,12
124,Miles Liberati (D),North Bay Battalion,67,11,27,38,0.57,41,21
125,Marcus McIvor (D),North Bay Battalion,68,5,33,38,0.56,54,26
126,Tye Felhaber (LW/C),Saginaw Spirit,63,20,17,37,0.59,19,-8
127,Connor Chatham (RW),Plymouth Whalers,48,17,20,37,0.77,47,1
128,Brent Pedersen (LW),totals,69,17,20,37,0.54,59,12
,,Kitchener Rangers,33,10,10,20,0.61,32,-2
,,Oshawa Generals,36,7,10,17,0.47,27,14
129,Steven Lorentz (C/LW),Peterborough Petes,59,16,21,37,0.63,15,-1
130,Blake Siebenaler (D),Niagara IceDogs,66,12,25,37,0.56,30,7
,,,,,,,,,
131,Rob Polesello (LW/C),Kingston Frontenacs,38,17,19,36,0.95,26,4
132,Stephen Harper (LW/C/D),Belleville Bulls,62,16,20,36,0.58,52,1
133,Holden Cook (C/RW),Owen Sound Attack,42,15,21,36,0.86,36,-1
134,Jordan Kyrou (C/RW),Sarnia Sting,63,13,23,36,0.57,12,8
135,Anthony Cirelli (C),Oshawa Generals,68,13,23,36,0.53,22,34
136,Max Iafrate (D),Kitchener Rangers,59,12,24,36,0.61,131,-2
137,Ray Huether (C),North Bay Battalion,66,12,24,36,0.55,22,-5
138,Sean Day (D),Mississauga Steelheads,61,10,26,36,0.59,62,-27
139,Alex Lintuniemi (D),Ottawa 67's,58,7,29,36,0.62,22,-5
140,Kyle Jenkins (D),totals,70,7,29,36,0.51,36,12
,,Soo Greyhounds,38,5,19,24,0.63,26,17
,,Peterborough Petes,32,2,10,12,0.38,10,-5
,,,,,,,,,
141,Kevin Spinozzi (D),Sarnia Sting,67,7,28,35,0.52,81,16
142,Davis Brown (LW),Sarnia Sting,57,20,14,34,0.6,26,-13
143,Sam Studnicka (C),Ottawa 67's,57,18,16,34,0.6,59,-2
144,Pavel Zacha (C/LW),Sarnia Sting,37,16,18,34,0.92,56,5
145,Luke Cairns (LW),totals,39,16,18,34,0.87,10,2
,,Saginaw Spirit,18,5,9,14,0.78,6,-7
,,Guelph Storm,21,11,9,20,0.95,4,9
146,Hayden McCool (C/LW),totals,64,15,19,34,0.53,64,-32
,,Niagara IceDogs,17,3,3,6,0.35,17,-4
,,Windsor Spitfires,47,12,16,28,0.6,47,-28
147,Gustaf Franzén (C/RW),Kitchener Rangers,65,15,19,34,0.52,30,-4
148,Damir Sharipzyanov (D),Owen Sound Attack,66,9,25,34,0.52,59,13
149,Mathieu Henderson (D),Plymouth Whalers,68,5,29,34,0.5,28,-15
150,Jakob Chychrun (D),Sarnia Sting,42,16,17,33,0.79,37,-11
,,,,,,,,,
151,Chandler Yakimowicz (RW/C),London Knights,63,13,20,33,0.52,95,3
152,Trent Fox (LW),totals,64,13,20,33,0.52,27,6
,,Erie Otters,35,7,13,20,0.57,17,10
,,Belleville Bulls,29,6,7,13,0.45,10,-4
153,Darnell Nurse (D),Soo Greyhounds,36,10,23,33,0.92,58,18
154,Frank Hora (D),Kitchener Rangers,66,4,29,33,0.5,72,13
155,Nick Magyar (RW/C),Kitchener Rangers,65,16,16,32,0.49,18,-7
156,Artyom Artyomov (RW),Saginaw Spirit,68,14,18,32,0.47,30,-13
157,Jesse Barwell (C),totals,63,13,19,32,0.51,10,-6
,,Mississauga Steelheads,19,2,2,4,0.21,4,-9
,,Saginaw Spirit,44,11,17,28,0.64,6,3
158,Brett McKenzie (C/LW),North Bay Battalion,68,11,21,32,0.47,38,8
159,Roland McKeown (D),Kingston Frontenacs,65,7,25,32,0.49,57,1
160,Sam Schutt (LW),Kingston Frontenacs,65,16,15,31,0.48,35,-7
,,,,,,,,,
161,Will Bitten (RW/C),Plymouth Whalers,63,15,16,31,0.49,16,-11
162,Cody Payne (RW),Niagara IceDogs,53,13,18,31,0.58,29,8
163,David Tomasek (C/RW),Belleville Bulls,61,13,18,31,0.51,16,-10
164,Troy Lajeunesse (LW),Sarnia Sting,64,12,19,31,0.48,22,-6
165,Matt Luff (RW),Belleville Bulls,64,9,22,31,0.48,20,-6
166,Corey Pawley (LW),Kingston Frontenacs,67,8,23,31,0.46,24,-6
167,Patrick Murphy (D/F),Erie Otters,56,6,25,31,0.55,20,20
168,Ben Harpur (D),totals,57,5,26,31,0.54,62,10
,,Guelph Storm,28,4,16,20,0.71,40,10
,,Barrie Colts,29,1,10,11,0.38,22,0
169,Tyler Hill (LW/RW),totals,60,14,16,30,0.5,52,-11
,,Ottawa 67's,34,7,10,17,0.5,20,-9
,,Guelph Storm,26,7,6,13,0.5,32,-2
170,Markus Søberg (RW/LW),Windsor Spitfires,61,13,17,30,0.49,26,-16
,,,,,,,,,
171,Adam Laishram (RW/C),Belleville Bulls,56,11,19,30,0.54,26,-1
172,Anthony Stefano (C),totals,62,11,19,30,0.48,23,-19
,,Peterborough Petes,32,4,13,17,0.53,8,-2
,,Windsor Spitfires,30,7,6,13,0.43,15,-17
173,Dakota Mermis (D),totals,66,6,24,30,0.45,86,48
,,London Knights,36,1,10,11,0.31,36,22
,,Oshawa Generals,30,5,14,19,0.63,50,26
174,Matthew Spencer (D),Peterborough Petes,67,6,24,30,0.45,64,-15
175,Santino Centorame (D),Owen Sound Attack,66,5,25,30,0.45,76,12
176,Aiden Jamieson (D),London Knights,68,0,30,30,0.44,21,23
177,Nathan Bastian (RW),Mississauga Steelheads,68,17,12,29,0.43,22,-29
178,Adam Mascherin (LW),Kitchener Rangers,62,12,17,29,0.47,18,-7
179,Michael McLeod (C),Mississauga Steelheads,63,12,17,29,0.46,33,-23
180,Mathew Santos (RW),North Bay Battalion,67,11,18,29,0.43,42,6
,,,,,,,,,
181,Ethan Szypula (C),Owen Sound Attack,59,10,19,29,0.49,54,4
182,Ryan Moore (C/RW),totals,57,7,22,29,0.51,66,-9
,,Windsor Spitfires,33,5,15,20,0.61,42,-9
,,Plymouth Whalers,24,2,7,9,0.38,24,0
183,Nevin Guy (D),Ottawa 67's,68,1,28,29,0.43,30,-14
184,Alex Renaud (LW),Sarnia Sting,65,13,15,28,0.43,45,2
185,Curtis Meighan (C),totals,67,7,21,28,0.42,26,4
,,Kitchener Rangers,36,2,14,16,0.44,20,7
,,Ottawa 67's,31,5,7,12,0.39,6,-3
186,Dmitri Sergeyev (D),Kitchener Rangers,54,5,23,28,0.52,44,8
187,Taylor Raddysh (RW),Erie Otters,58,21,6,27,0.47,13,-8
188,Kyle Pettit (C),Erie Otters,60,16,11,27,0.45,10,-4
189,Brandon Lindberg (C),Sarnia Sting,59,13,14,27,0.46,31,-4
190,Everett Clark (C),Mississauga Steelheads,64,11,16,27,0.42,64,-14
,,,,,,,,,
191,Owen MacDonald (C/RW),London Knights,60,10,17,27,0.45,65,-9
192,Jeff Corbett (D),Sudbury Wolves,65,8,19,27,0.42,20,-59
193,Jacob Middleton (D),Ottawa 67's,64,4,23,27,0.42,62,11
194,Jacob Harris (C/W),Sudbury Wolves,53,12,14,26,0.49,13,-39
195,Mason Marchment (LW),Erie Otters,54,8,18,26,0.48,29,12
196,Brandon Saigeon (C),Belleville Bulls,62,8,18,26,0.42,48,-12
197,Dominik Masin (D),Peterborough Petes,48,7,19,26,0.54,70,-13
198,Mike Davies (W/D),Kitchener Rangers,62,12,13,25,0.4,27,5
199,Ryan Mantha (D),Niagara IceDogs,52,10,15,25,0.48,45,21
200,Tim Gettinger (LW),Soo Greyhounds,54,10,15,25,0.46,13,10
201,Keigan Goetz (RW),Soo Greyhounds,62,10,15,25,0.4,80,9
202,Aaron Haydon (D),Niagara IceDogs,60,8,17,25,0.42,104,3
203,Stefan LeBlanc (D),Mississauga Steelheads,64,8,17,25,0.39,69,-18
204,Sam Harding (C),Oshawa Generals,60,12,12,24,0.4,8,15
205,Aidan Wallace (C/LW),Oshawa Generals,65,12,12,24,0.37,35,14
206,Sam Bennett (C/LW),Kingston Frontenacs,11,11,13,24,2.18,14,4
207,Connor Graham (LW),Ottawa 67's,60,9,15,24,0.4,31,3
208,Jake Ringuette (D),Saginaw Spirit,65,9,15,24,0.37,73,-7
209,Kris Bennett (C/LW),Saginaw Spirit,61,8,16,24,0.39,28,-16
210,Kyle Maksimovich (LW),Erie Otters,56,6,18,24,0.43,14,5
,,,,,,,,,
211,Joe Manchurek (LW),Oshawa Generals,56,5,19,24,0.43,24,13
212,Bobby MacIntyre (LW),Mississauga Steelheads,59,5,19,24,0.41,43,-15
213,Jared Steege (LW/C),totals,67,11,12,23,0.34,34,1
,,North Bay Battalion,34,6,6,12,0.35,16,9
,,Kingston Frontenacs,33,5,6,11,0.33,18,-8
214,Jake Marchment (C),totals,51,10,13,23,0.45,45,14
,,Belleville Bulls,22,6,6,12,0.55,16,11
,,Erie Otters,29,4,7,11,0.38,29,3
215,Tyler Boston (C),Guelph Storm,55,10,13,23,0.42,16,4
216,Stephen Desrocher (D),Oshawa Generals,66,10,13,23,0.35,41,33
217,Aaron Luchuk (C),Windsor Spitfires,67,10,13,23,0.34,10,-20
218,Justin Lemcke (D),Belleville Bulls,64,9,14,23,0.36,79,-6
219,Cordell James (C),Barrie Colts,66,9,14,23,0.35,19,2
220,Victor Mete (D),London Knights,58,7,16,23,0.4,14,19
,,,,,,,,,
221,Michael Webster (D),Barrie Colts,62,6,17,23,0.37,64,29
222,Troy Donnay (D),Erie Otters,45,4,19,23,0.51,53,26
223,Marcus Crawford (D),Saginaw Spirit,58,2,21,23,0.4,45,-13
224,Jeff King (D),Sarnia Sting,59,2,21,23,0.39,32,0
225,Dan Desrochers (C),Sudbury Wolves,66,13,9,22,0.33,92,-55
226,Chad Heffernan (LW/C),totals,56,11,11,22,0.39,122,-21
,,Belleville Bulls,23,5,3,8,0.35,57,4
,,Sudbury Wolves,33,6,8,14,0.42,65,-25
227,Vladislav Kodola (C),totals,56,7,15,22,0.39,18,-14
,,Sarnia Sting,31,3,9,12,0.39,6,-1
,,Saginaw Spirit,25,4,6,10,0.4,12,-13
228,Colton White (D),Soo Greyhounds,67,6,16,22,0.33,30,38
229,Evan de Haan (D),totals,54,4,18,22,0.41,19,-26
,,Sudbury Wolves,13,0,3,3,0.23,11,-17
,,Ottawa 67's,41,4,15,19,0.46,8,-9
230,Connor Boland (D),totals,61,4,18,22,0.36,73,20
,,Peterborough Petes,36,3,8,11,0.31,56,-10
,,Soo Greyhounds,25,1,10,11,0.44,17,30
,,,,,,,,,
231,Greg DiTomaso (D),totals,65,3,19,22,0.34,38,-2
,,Mississauga Steelheads,18,0,2,2,0.11,4,-8
,,Saginaw Spirit,47,3,17,20,0.43,34,6
232,Travis Barron (LW),Ottawa 67's,64,12,9,21,0.33,22,4
233,Devon Paliani (C),totals,64,8,13,21,0.33,37,-23
,,Sudbury Wolves,5,0,0,0,0,13,-1
,,Saginaw Spirit,59,8,13,21,0.36,24,-22
234,Zach Bratina (LW),North Bay Battalion,30,7,14,21,0.7,39,0
235,Charley Graaskamp (C),totals,60,6,15,21,0.35,38,-13
,,Soo Greyhounds,29,4,8,12,0.41,6,0
,,Sudbury Wolves,31,2,7,9,0.29,32,-13
236,Josh Brown (D),Oshawa Generals,60,6,15,21,0.35,92,49
237,Gianluca Curcuruto (D),Plymouth Whalers,40,4,17,21,0.53,22,-14
238,Alex Yuill (D),Belleville Bulls,67,4,17,21,0.31,16,-16
239,Jalen Chatfield (D),Windsor Spitfires,60,1,20,21,0.35,35,-19
240,Jonathan Laser (D),Barrie Colts,68,1,20,21,0.31,51,20
,,,,,,,,,
241,Jonathan Ang (C),Peterborough Petes,59,10,10,20,0.34,18,-20
242,Brody Silk (C),Sudbury Wolves,57,9,11,20,0.35,74,-57
243,Matt Gillard (LW),Niagara IceDogs,55,5,15,20,0.36,15,-4
244,Anthony Salinitri (C),totals,50,8,11,19,0.38,8,3
,,Soo Greyhounds,21,1,6,7,0.33,0,3
,,Sarnia Sting,29,7,5,12,0.41,8,0
245,Ryan Verbeek (C/LW),Kingston Frontenacs,47,7,12,19,0.4,28,-3
246,Luke Kirwan (LW),Windsor Spitfires,59,7,12,19,0.32,27,-19
247,Givani Smith (RW/LW),totals,61,7,12,19,0.31,76,7
,,Barrie Colts,31,0,4,4,0.13,20,3
,,Guelph Storm,30,7,8,15,0.5,56,4
248,C.J. Garcia (D),totals,55,4,15,19,0.35,47,11
,,Barrie Colts,35,3,7,10,0.29,33,7
,,Guelph Storm,20,1,8,9,0.45,14,4
249,Noah Bushnell (RW),Sarnia Sting,52,10,8,18,0.35,120,-4
250,Trent Mallette (RW),totals,61,10,8,18,0.3,45,6
,,Soo Greyhounds,4,0,1,1,0.25,7,2
,,Ottawa 67's,57,10,7,17,0.3,38,4
,,,,,,,,,
251,Mitch Jones (D),Plymouth Whalers,58,9,9,18,0.31,157,-14
252,Roy Radke (RW),Barrie Colts,64,9,9,18,0.28,29,-5
253,Johnny Corneil (C),Niagara IceDogs,52,4,14,18,0.35,19,-2
254,Phil Baltisberger (D),Guelph Storm,55,4,14,18,0.33,90,6
255,Tyler Hore (D),Soo Greyhounds,55,2,16,18,0.33,25,48
256,Garrett McFadden (D),Guelph Storm,56,2,16,18,0.32,58,3
257,Patrick White (C),Sarnia Sting,43,11,6,17,0.4,13,8
258,Ben Fanjoy (C/RW),Ottawa 67's,52,9,8,17,0.33,20,2
259,Ivan Kashtanov (LW),Sudbury Wolves,67,6,11,17,0.25,20,-23
260,Jeffrey Gilligan (C),Owen Sound Attack,58,9,7,16,0.28,23,-11
,,,,,,,,,
261,Jacob Busch (RW/C),totals,67,8,8,16,0.24,96,8
,,Oshawa Generals,12,2,2,4,0.33,11,1
,,Owen Sound Attack,55,6,6,12,0.22,85,7
262,Josh Maguire (LW/RW),Peterborough Petes,68,8,8,16,0.24,46,-14
263,Chris Martenet (D),London Knights,64,7,9,16,0.25,49,4
264,Yannick Rathgeb (D),Plymouth Whalers,34,5,11,16,0.47,54,-2
265,Francesco Vilardi (C),Plymouth Whalers,68,5,11,16,0.24,22,-29
266,Hampus Olsson (LW/RW),North Bay Battalion,62,4,12,16,0.26,31,-8
267,Brandon Crawley (D),London Knights,64,3,13,16,0.25,86,6
268,Tyler Ganly (D),Soo Greyhounds,38,2,14,16,0.42,33,15
269,Noah Carroll (D),Guelph Storm,62,2,14,16,0.26,46,5
270,Steven Varga (D),Peterborough Petes,67,2,14,16,0.24,8,-8
,,,,,,,,,
271,Kenny Huether (RW),Oshawa Generals,53,11,4,15,0.28,14,2
272,Connor Bunnaman (C),Kitchener Rangers,67,10,5,15,0.22,18,2
273,Mason Kohn (C/LW),Kitchener Rangers,52,7,8,15,0.29,49,-2
274,Cullen Mercer (C),Plymouth Whalers,68,7,8,15,0.22,25,-25
275,Adam Craievich (RW),totals,68,6,9,15,0.22,18,-12
,,Guelph Storm,38,4,7,11,0.29,16,-9
,,Ottawa 67's,30,2,2,4,0.13,2,-3
276,Justin Brack (C),Owen Sound Attack,57,5,10,15,0.26,88,7
277,Cory Genovese (D),Erie Otters,60,4,11,15,0.25,104,24
278,Stephen Nosad (RW),totals,61,3,12,15,0.25,19,1
,,Peterborough Petes,31,1,5,6,0.19,10,-5
,,Barrie Colts,30,2,7,9,0.3,9,6
279,Mitchell Fitzmorris (LW),Niagara IceDogs,46,2,13,15,0.33,27,-3
280,Christopher Paquette (C),Niagara IceDogs,54,7,7,14,0.26,10,-2
,,,,,,,,,
281,Sean Callaghan (D),totals,58,5,9,14,0.24,142,-17
,,Saginaw Spirit,23,4,4,8,0.35,57,-6
,,Plymouth Whalers,35,1,5,6,0.17,85,-11
282,Médric Mercier (D),Soo Greyhounds,46,4,10,14,0.3,21,21
283,Brandon Prophet (D),totals,66,3,11,14,0.21,73,-4
,,Saginaw Spirit,12,1,4,5,0.42,14,-7
,,Barrie Colts,54,2,7,9,0.17,59,3
