,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
25,Andrei Svechnikov (RW/LW),Barrie Colts,44,40,32,72,1.64,67,26
26,Adam Ruzicka (C/W),Sarnia Sting,63,36,36,72,1.14,40,21
27,Jack Studnicka (C),Oshawa Generals,66,22,50,72,1.09,43,18
28,Luke Burghardt (LW/C),North Bay Battalion,68,28,43,71,1.04,81,-6
29,Brandon Saigeon (C),Hamilton Bulldogs,65,35,35,70,1.08,71,23
30,Tye Felhaber (LW/C),Ottawa 67's,68,31,39,70,1.03,26,-4
,,,,,,,,,
31,Ryan McLeod (C),Mississauga Steelheads,68,26,44,70,1.03,26,-2
32,Jonathan Ang (C),totals,65,25,45,70,1.08,87,3
,,Peterborough Petes,39,15,28,43,1.1,69,-8
,,Sarnia Sting,26,10,17,27,1.04,18,11
33,Tim Gettinger (LW),Soo Greyhounds,66,33,36,69,1.05,53,35
34,Kevin Hancock (LW),Owen Sound Attack,53,24,45,69,1.3,18,26
35,Isaac Ratcliffe (LW),Guelph Storm,67,41,27,68,1.01,58,-28
36,Matthew Strome (LW),Hamilton Bulldogs,65,37,31,68,1.05,43,-2
37,Ryan Merkley (D),Guelph Storm,63,13,54,67,1.06,63,-29
38,Kyle Maksimovich (LW),Erie Otters,65,31,35,66,1.02,43,-7
39,Aidan Dudas (C),Owen Sound Attack,68,31,34,65,0.96,12,1
40,Allan McShane (C),Oshawa Generals,67,20,45,65,0.97,16,3
,,,,,,,,,
41,Joseph Garreffa (RW/LW),Kitchener Rangers,68,12,53,65,0.96,8,-2
42,Will Bitten (RW/C),Hamilton Bulldogs,62,20,44,64,1.03,38,-4
43,Cam Dineen (D),totals,65,20,44,64,0.98,10,-4
,,North Bay Battalion,39,11,25,36,0.92,10,-13
,,Sarnia Sting,26,9,19,28,1.08,0,9
44,Jack Kopacka (LW),Soo Greyhounds,66,31,32,63,0.95,28,28
45,Domenico Commisso (C),Oshawa Generals,63,23,39,62,0.98,40,-13
46,Hayden Verbeek (C/LW),Soo Greyhounds,67,30,31,61,0.91,38,28
47,Maurizio Colella (LW),Flint Firebirds,67,23,38,61,0.91,25,-23
48,Mathieu Foget (C),totals,68,22,39,61,0.9,23,1
,,Ottawa 67's,37,11,12,23,0.62,18,-12
,,Mississauga Steelheads,31,11,27,38,1.23,5,13
49,Maxim Sushko (RW),Owen Sound Attack,60,31,29,60,1,52,13
50,Kole Sherwood (RW),Kitchener Rangers,57,30,30,60,1.05,56,11
,,,,,,,,,
51,Albert Michnac (LW),Mississauga Steelheads,59,21,39,60,1.02,34,-8
52,Barrett Hayton (C),Soo Greyhounds,63,21,39,60,0.95,32,24
53,Ryan Moore (C/RW),totals,63,18,42,60,0.95,59,-3
,,Flint Firebirds,21,8,13,21,1,23,-12
,,Hamilton Bulldogs,42,10,29,39,0.93,36,9
54,Zach Magwood (C),Barrie Colts,65,27,32,59,0.91,32,27
55,Ty Dellandrea (C),Flint Firebirds,67,27,32,59,0.88,48,-30
56,Jason Willms (C),Barrie Colts,68,27,32,59,0.87,47,20
57,Ivan Lodnia (RW),Erie Otters,62,22,37,59,0.95,31,-3
58,Cam Hillis (C),Guelph Storm,60,20,39,59,0.98,48,-12
59,Anthony Salinitri (C),Sarnia Sting,67,27,31,58,0.87,53,6
60,Gabriel Vilardi (C),Kingston Frontenacs,32,22,36,58,1.81,14,21
,,,,,,,,,
61,Nicholas Caamano (RW),totals,64,25,32,57,0.89,94,9
,,Flint Firebirds,23,12,9,21,0.91,38,-8
,,Hamilton Bulldogs,41,13,23,36,0.88,56,17
62,Nathan Dunkley (C),totals,60,21,36,57,0.95,36,16
,,Kingston Frontenacs,31,13,20,33,1.06,28,17
,,London Knights,29,8,16,24,0.83,8,-1
63,Travis Barron (LW),Ottawa 67's,67,21,36,57,0.85,91,3
64,Ethan Szypula (C),Owen Sound Attack,67,19,37,56,0.84,57,2
65,Mac Hollowell (D),Soo Greyhounds,63,12,44,56,0.89,18,39
66,Kenny Huether (RW),Oshawa Generals,67,30,24,54,0.81,16,13
67,Jordan Ernst (LW),Sarnia Sting,68,27,27,54,0.79,61,6
68,Mason Kohn (C/LW),totals,64,20,34,54,0.84,33,0
,,Oshawa Generals,10,1,4,5,0.5,4,2
,,Saginaw Spirit,54,19,30,49,0.91,29,-2
69,Serron Noel (RW),Oshawa Generals,62,28,25,53,0.85,61,-8
70,Trent Fox (LW),Mississauga Steelheads,60,24,29,53,0.88,56,-5
,,,,,,,,,
71,Marcus Crawford (D),Saginaw Spirit,68,13,40,53,0.78,53,-14
72,Logan DeNoble (C/LW),Peterborough Petes,59,31,21,52,0.88,31,-14
73,Austen Keating (C),Ottawa 67's,66,24,28,52,0.79,20,-3
74,Michael Pezzetta (LW/C),totals,62,23,29,52,0.84,79,-16
,,Sudbury Wolves,35,15,16,31,0.89,53,-17
,,Sarnia Sting,27,8,13,21,0.78,26,1
75,Matt Brassard (D),Oshawa Generals,67,16,35,51,0.76,64,13
76,Semyon Der-Arguchintsev (C),Peterborough Petes,68,12,39,51,0.75,18,-19
77,Connor Bunnaman (C),Kitchener Rangers,66,27,23,50,0.76,31,-7
78,Cole Coskey (RW),Saginaw Spirit,68,27,23,50,0.74,30,-17
79,Brett McKenzie (C/LW),totals,64,22,27,49,0.77,49,-8
,,North Bay Battalion,31,9,14,23,0.74,28,-12
,,Owen Sound Attack,33,13,13,26,0.79,21,4
80,Cole Purboo (RW),Windsor Spitfires,68,21,28,49,0.72,40,-4
,,,,,,,,,
81,Sean Durzi (D),Owen Sound Attack,40,15,34,49,1.23,12,19
82,Arthur Kaliyev (LW),Hamilton Bulldogs,68,31,17,48,0.71,20,17
83,Alex Formenton (LW),London Knights,48,29,19,48,1,55,6
84,Daniel Singer (RW),Niagara IceDogs,67,26,22,48,0.72,16,-7
85,Jonah Gadjovich (LW),Owen Sound Attack,42,25,23,48,1.14,42,8
86,Logan Brown (C),totals,32,22,26,48,1.5,16,4
,,Windsor Spitfires,15,13,11,24,1.6,10,-6
,,Kitchener Rangers,17,9,15,24,1.41,6,10
87,Johnny Corneil (C),Niagara IceDogs,64,21,27,48,0.75,31,18
88,Jake Smith (RW),Windsor Spitfires,59,20,28,48,0.81,18,-14
89,Marian Studenic (RW),Hamilton Bulldogs,62,20,28,48,0.77,14,24
90,Ben Gleason (D),Hamilton Bulldogs,63,9,39,48,0.76,43,21
,,,,,,,,,
91,Pavel Gogolev (LW),Peterborough Petes,66,30,17,47,0.71,41,-18
92,Hugo Leufvenius (C/LW),Sarnia Sting,68,19,28,47,0.69,24,13
93,Jaden Peca (RW),Barrie Colts,64,16,31,47,0.73,36,32
94,Sean Day (D),totals,50,5,42,47,0.94,12,-10
,,Windsor Spitfires,27,4,17,21,0.78,8,1
,,Kingston Frontenacs,23,1,25,26,1.13,4,-11
95,Curtis Douglas (C),totals,66,22,24,46,0.7,65,14
,,Barrie Colts,28,7,11,18,0.64,37,3
,,Windsor Spitfires,38,15,13,28,0.74,28,11
96,Owen Headrick (D),Erie Otters,64,13,33,46,0.72,29,-23
97,Matthew Struthers (C),totals,62,23,22,45,0.73,24,9
,,Owen Sound Attack,32,9,9,18,0.56,12,3
,,North Bay Battalion,30,14,13,27,0.9,12,6
98,Rasmus Sandin (D),Soo Greyhounds,51,12,33,45,0.88,24,35
99,Cole Carter (RW),totals,66,24,20,44,0.67,19,4
,,Kitchener Rangers,38,9,12,21,0.55,4,2
,,Mississauga Steelheads,28,15,8,23,0.82,15,2
100,Blake Murray (C),Sudbury Wolves,57,21,23,44,0.77,8,-17
101,Blade Jenkins (LW/C),Saginaw Spirit,68,20,24,44,0.65,20,-19
102,Michael McLeod (C),Mississauga Steelheads,38,16,28,44,1.16,34,-1
103,Ryan Suzuki (C),Barrie Colts,64,14,30,44,0.69,10,15
104,Joey Keane (D),Barrie Colts,62,12,32,44,0.71,52,45
105,Garrett McFadden (D),Guelph Storm,68,6,38,44,0.65,33,-25
106,Damien Giroux (C),Saginaw Spirit,68,19,24,43,0.63,18,-10
107,Troy Lajeunesse (LW),totals,60,15,28,43,0.72,30,-22
,,Sudbury Wolves,33,7,18,25,0.76,18,-1
,,Erie Otters,27,8,10,18,0.67,12,-21
108,Brady Hinz (C),totals,68,18,24,42,0.62,16,-11
,,Sarnia Sting,40,13,15,28,0.7,8,-1
,,Peterborough Petes,28,5,9,14,0.5,8,-10
109,Brett Neumann (C),Kingston Frontenacs,68,18,24,42,0.62,24,-1
110,Logan Stanley (D),Kitchener Rangers,61,15,27,42,0.69,111,6
,,,,,,,,,
111,Adam Thilander (D),North Bay Battalion,68,12,30,42,0.62,14,-14
112,Alan Lyszczarczyk (C/W),Owen Sound Attack,59,21,20,41,0.69,32,11
113,Liam Hawel (C),Guelph Storm,62,14,27,41,0.66,31,-5
114,Conor Timmins (D),Soo Greyhounds,36,8,33,41,1.14,43,18
115,T.J. Fergus (D),totals,64,7,34,41,0.64,30,1
,,Hamilton Bulldogs,16,1,3,4,0.25,8,-5
,,Barrie Colts,48,6,31,37,0.77,22,6
116,Liam Foudy (C),London Knights,65,24,16,40,0.62,22,-2
117,Luke Boka (RW),Windsor Spitfires,64,15,25,40,0.63,42,-8
118,Kody Clark (RW),Ottawa 67's,56,18,21,39,0.7,38,7
119,Alexei Toropchenko (RW),Guelph Storm,66,17,22,39,0.59,31,-11
120,Nate Schnarr (C),Guelph Storm,57,16,23,39,0.68,34,-16
,,,,,,,,,
121,Alexei Lipanov (C),totals,55,14,25,39,0.71,20,-5
,,Barrie Colts,35,11,19,30,0.86,10,9
,,Sudbury Wolves,20,3,6,9,0.45,10,-14
122,Jordan Sambrook (D),totals,67,10,29,39,0.58,56,43
,,Erie Otters,38,7,17,24,0.63,34,16
,,Soo Greyhounds,29,3,12,15,0.52,22,27
123,Markus Phillips (D),Owen Sound Attack,68,10,29,39,0.57,34,13
124,Connor Schlichting (D),Sarnia Sting,67,6,33,39,0.58,44,33
125,Renars Krastenbergs (LW),Oshawa Generals,61,21,17,38,0.62,32,-1
126,Sean Josling (RW/C),Sarnia Sting,68,21,17,38,0.56,43,0
127,MacKenzie Entwistle (RW),Hamilton Bulldogs,49,13,25,38,0.78,35,16
128,Riley Damiani (C),Kitchener Rangers,64,19,18,37,0.58,38,-4
129,Matthew Philip (C/LW),Niagara IceDogs,68,16,21,37,0.54,12,-5
130,Patrick Fellows (LW),Erie Otters,68,12,25,37,0.54,24,-3
,,,,,,,,,
131,Franco Sproviero (D),Sarnia Sting,64,10,27,37,0.58,22,12
132,Noah Carroll (D),Soo Greyhounds,65,7,30,37,0.57,71,37
133,Cedric Ralph (C),Guelph Storm,68,24,12,36,0.53,12,-18
134,German Poddubnyi (C/LW),Erie Otters,65,18,18,36,0.55,43,-39
135,Keeghan Howdeshell (LW),Soo Greyhounds,61,16,20,36,0.59,20,25
136,Connor Roberts (C),totals,66,18,17,35,0.53,33,-33
,,Hamilton Bulldogs,22,3,5,8,0.36,12,0
,,Flint Firebirds,44,15,12,27,0.61,21,-33
137,James McEwan (C),Guelph Storm,64,13,22,35,0.55,8,-9
138,Kirill Nizhnikov (RW),totals,63,10,25,35,0.56,31,-28
,,Barrie Colts,25,3,8,11,0.44,13,0
,,Sudbury Wolves,38,7,17,24,0.63,18,-28
139,Matt Timms (D),Peterborough Petes,46,3,32,35,0.76,14,-28
140,Tyler Rollo (LW),totals,62,12,22,34,0.55,30,17
,,Peterborough Petes,3,2,3,5,1.67,0,1
,,London Knights,59,10,19,29,0.49,30,16
,,,,,,,,,
141,Dmitri Samorukov (D),Guelph Storm,62,11,23,34,0.55,29,-10
142,Brady Lyle (D),totals,63,11,23,34,0.54,20,14
,,North Bay Battalion,9,2,0,2,0.22,0,0
,,Owen Sound Attack,54,9,23,32,0.59,20,14
143,Jalen Smereck (D),Flint Firebirds,46,10,24,34,0.74,54,-41
144,Ted Nichol (C),Kingston Frontenacs,68,7,27,34,0.5,39,-23
145,Riley Stillman (D),totals,62,5,29,34,0.55,80,23
,,Oshawa Generals,29,1,12,13,0.45,52,1
,,Hamilton Bulldogs,33,4,17,21,0.64,28,22
146,Jacob Cascagnette (LW),totals,64,17,16,33,0.52,34,-22
,,Mississauga Steelheads,33,10,8,18,0.55,18,-15
,,Ottawa 67's,31,7,8,15,0.48,16,-7
147,Ryan Cranford (RW),Kingston Frontenacs,68,16,17,33,0.49,49,1
148,Nicholas Robertson (C/LW),Peterborough Petes,62,15,18,33,0.53,14,-27
149,Ryan Roth (RW),Soo Greyhounds,68,15,18,33,0.49,12,28
150,Darian Pilon (LW),Sudbury Wolves,62,13,20,33,0.53,113,3
,,,,,,,,,
151,Maxim Golod (LW),Erie Otters,61,12,21,33,0.54,30,-11
152,Shane Bulitka (LW),Sudbury Wolves,67,10,23,33,0.49,35,-10
153,Noel Hoefenmayer (D),Ottawa 67's,65,7,26,33,0.51,40,-7
154,Eemeli Räsänen (D),Kingston Frontenacs,61,5,28,33,0.54,48,16
155,Cole Candella (D),Sudbury Wolves,68,5,28,33,0.49,29,-30
156,Matthew MacDougall (LW),Windsor Spitfires,66,17,15,32,0.48,14,-11
157,Ryan McGregor (C),Sarnia Sting,50,13,19,32,0.64,10,12
158,Liam Ham (D),Niagara IceDogs,63,6,26,32,0.51,50,-2
159,Rickard Hugg (C/LW),Kitchener Rangers,66,6,26,32,0.48,2,-5
160,Bradley Chenier (LW),North Bay Battalion,66,17,14,31,0.47,64,-7
,,,,,,,,,
161,Zach Gallant (C),Peterborough Petes,54,16,15,31,0.57,53,-5
162,Danil Antropov (RW),Oshawa Generals,59,15,16,31,0.53,27,-8
163,Barret Kirwin (C),Guelph Storm,68,13,18,31,0.46,8,-9
164,Jake Henderson (RW),totals,68,13,18,31,0.46,34,13
,,Kitchener Rangers,40,6,14,20,0.5,18,13
,,North Bay Battalion,28,7,4,11,0.39,16,0
165,Adam Liska (LW),Kitchener Rangers,62,12,19,31,0.5,6,10
166,Justin Murray (D),Barrie Colts,62,6,25,31,0.5,61,25
167,Givani Smith (RW/LW),totals,46,17,13,30,0.65,50,1
,,Guelph Storm,19,8,3,11,0.58,14,-5
,,Kitchener Rangers,27,9,10,19,0.7,36,6
168,Isaac Nurse (RW),Hamilton Bulldogs,68,17,13,30,0.44,16,14
169,Hayden McCool (C/LW),Oshawa Generals,59,15,15,30,0.51,40,6
170,Greg Meireles (C),Kitchener Rangers,55,13,17,30,0.55,18,2
,,,,,,,,,
171,Alex Gritz (F),Erie Otters,67,13,17,30,0.45,2,-10
172,Nicolas Mattinen (D),totals,64,8,22,30,0.47,30,-1
,,Flint Firebirds,38,5,17,22,0.58,18,-18
,,Hamilton Bulldogs,26,3,5,8,0.31,12,17
173,Jacob Durham (RW),Flint Firebirds,68,8,22,30,0.44,47,-26
174,Austin McEneny (D),totals,61,6,24,30,0.49,54,6
,,Windsor Spitfires,35,2,18,20,0.57,39,2
,,Kitchener Rangers,26,4,6,10,0.38,15,4
175,Jakob Brahaney (D),Kingston Frontenacs,67,5,25,30,0.45,25,25
176,Jacob Friend (D),Owen Sound Attack,61,3,27,30,0.49,89,24
177,Tyler Burnie (RW),Kingston Frontenacs,55,17,12,29,0.53,30,-3
178,Christopher Paquette (C),Peterborough Petes,61,16,13,29,0.48,16,-36
179,Drake Pilon (RW),Sudbury Wolves,63,16,13,29,0.46,96,14
180,David Levin (LW/RW),Sudbury Wolves,46,14,15,29,0.63,37,-35
,,,,,,,,,
181,Adam Timleck (RW),Peterborough Petes,39,13,16,29,0.74,12,-6
182,C.J. Clarke (RW),Flint Firebirds,66,16,12,28,0.42,25,-19
183,Mike Little (LW),Mississauga Steelheads,65,14,14,28,0.43,36,1
184,Kyle MacLean (LW),Oshawa Generals,44,10,18,28,0.64,46,12
185,Mitchell Hoelscher (C),Ottawa 67's,67,10,18,28,0.42,46,1
186,Adam McMaster (C),North Bay Battalion,64,9,19,28,0.44,8,-16
187,Elijah Roberts (D),Niagara IceDogs,64,8,20,28,0.44,39,8
188,Ben Hawerchuk (LW),Barrie Colts,52,12,15,27,0.52,63,-6
189,Oliver Castleman (LW),Niagara IceDogs,64,12,15,27,0.42,22,-5
190,Max Grondin (C),Saginaw Spirit,66,11,16,27,0.41,70,-4
,,,,,,,,,
191,D.J. Busdeker (RW/D),Saginaw Spirit,68,10,17,27,0.4,26,1
192,Kade Landry (D),totals,61,4,23,27,0.44,38,19
,,Barrie Colts,17,3,8,11,0.65,18,4
,,Hamilton Bulldogs,44,1,15,16,0.36,20,15
193,Hayden Davis (D),Saginaw Spirit,68,4,23,27,0.4,60,-3
194,Nicholas Wong (C),Oshawa Generals,63,17,9,26,0.41,12,-9
195,Hayden Fowler (C),totals,61,12,14,26,0.43,34,-1
,,Soo Greyhounds,33,2,2,4,0.12,16,-3
,,Erie Otters,28,10,12,22,0.79,18,2
196,Nick McHugh (LW),Kitchener Rangers,66,11,15,26,0.39,51,0
197,Justin Lemcke (D),Hamilton Bulldogs,59,9,17,26,0.44,55,25
198,Cole Tymkin (RW),London Knights,58,8,18,26,0.45,98,0
199,Billy Moskal (C),London Knights,66,7,19,26,0.39,44,4
200,Giovanni Vallati (D),Kitchener Rangers,65,3,23,26,0.4,29,3
201,Graeme Clarke (RW),Ottawa 67's,63,14,11,25,0.4,26,-16
202,MacAuley Carson (LW),Sudbury Wolves,48,11,14,25,0.52,32,-21
203,Brendan Harrogate (C),totals,54,10,15,25,0.46,28,6
,,Mississauga Steelheads,11,2,3,5,0.45,8,-1
,,Oshawa Generals,43,8,12,20,0.47,20,7
204,Christian Girhiny (LW),Erie Otters,56,10,15,25,0.45,26,-3
205,Brady Gilmour (C),Saginaw Spirit,41,9,16,25,0.61,6,-2
206,Kyle Potts (C/LW),North Bay Battalion,61,9,16,25,0.41,43,4
207,Fedor Gordeev (D),Flint Firebirds,67,8,17,25,0.37,106,-33
208,Alec Regula (D),London Knights,67,7,18,25,0.37,22,23
209,Peter Stratis (D),totals,67,6,19,25,0.37,40,-21
,,Ottawa 67's,39,4,9,13,0.33,20,-13
,,Sudbury Wolves,28,2,10,12,0.43,20,-8
210,Max Jones (LW),totals,31,19,5,24,0.77,36,-6
,,London Knights,25,18,3,21,0.84,34,-7
,,Kingston Frontenacs,6,1,2,3,0.5,2,1
,,,,,,,,,
211,Matt Hotchkiss (C/LW),totals,68,14,10,24,0.35,26,-8
,,Guelph Storm,19,2,6,8,0.42,8,4
,,Kingston Frontenacs,49,12,4,16,0.33,18,-12
212,Bobby Dow (RW),Peterborough Petes,63,12,12,24,0.38,21,-10
213,Kyle Rhodes (D),Sudbury Wolves,57,10,14,24,0.42,51,-25
214,Sergei Popov (LW),totals,63,10,14,24,0.38,23,0
,,Kingston Frontenacs,35,6,7,13,0.37,13,-1
,,London Knights,28,4,7,11,0.39,10,1
215,Luke Moncada (C),North Bay Battalion,67,9,15,24,0.36,34,0
216,Cade Robinson (RW),totals,65,8,16,24,0.37,24,-9
,,Erie Otters,38,6,12,18,0.47,16,-9
,,Owen Sound Attack,27,2,4,6,0.22,8,0
217,Philip Tomasino (C),Niagara IceDogs,61,5,19,24,0.39,18,-12
218,Keaton Middleton (D),Saginaw Spirit,64,4,20,24,0.38,45,-2
219,Connor Corcoran (D),Windsor Spitfires,63,3,21,24,0.38,40,-11
220,Jesse Saban (D),North Bay Battalion,68,3,21,24,0.35,64,-4
,,,,,,,,,
221,Andy Baker (RW),North Bay Battalion,63,10,13,23,0.37,8,0
222,Brandon Coe (RW),North Bay Battalion,63,10,13,23,0.37,18,1
223,Igor Larionov (F),Windsor Spitfires,32,6,17,23,0.72,10,11
224,Merrick Rippon (D),totals,68,4,19,23,0.34,72,4
,,Mississauga Steelheads,37,1,11,12,0.32,39,-8
,,Ottawa 67's,31,3,8,11,0.35,33,12
225,Tyler Tucker (D),Barrie Colts,59,3,20,23,0.39,87,27
226,Theo Calvas (D),Sarnia Sting,68,3,20,23,0.34,103,29
227,Luke Kutkevicius (C),Windsor Spitfires,40,13,9,22,0.55,6,4
228,Eric Henderson (LW),Oshawa Generals,66,7,15,22,0.33,25,0
229,Riley McCourt (D),totals,56,5,17,22,0.39,28,-13
,,Hamilton Bulldogs,26,1,8,9,0.35,12,-2
,,Flint Firebirds,30,4,9,13,0.43,16,-11
230,Owen Lalonde (D),Guelph Storm,67,1,21,22,0.33,22,-11
,,,,,,,,,
231,Jake Goldowski (C),Saginaw Spirit,40,11,10,21,0.53,4,-9
232,Cody Morgan (C),totals,63,10,11,21,0.33,7,-3
,,Kingston Frontenacs,31,4,3,7,0.23,0,-5
,,Windsor Spitfires,32,6,8,14,0.44,7,2
233,Samuel Bitten (C),Ottawa 67's,68,7,14,21,0.31,25,-8
234,Jacob Moverare (D),Mississauga Steelheads,32,3,18,21,0.66,8,-9
235,Hunter Holmes (C),Flint Firebirds,40,11,9,20,0.5,17,-14
236,Caleb Everett (D),Saginaw Spirit,58,6,14,20,0.34,51,-11
237,Jamieson Rees (C),Sarnia Sting,46,5,15,20,0.43,14,5
238,Riley Bruce (D),North Bay Battalion,67,5,15,20,0.3,80,-5
239,Declan Chisholm (D),Peterborough Petes,47,3,17,20,0.43,16,-3
240,Chase Campbell (RW),Owen Sound Attack,57,3,17,20,0.35,29,-6
,,,,,,,,,
241,Daylon Groulx (RW),Owen Sound Attack,56,13,6,19,0.34,76,6
242,Daniel D'Amico (LW),Windsor Spitfires,59,12,7,19,0.32,31,4
243,Reagan O'Grady (D),totals,55,6,13,19,0.35,37,6
,,Sudbury Wolves,27,5,6,11,0.41,14,11
,,Mississauga Steelheads,28,1,7,8,0.29,23,-5
244,William Sirman (LW),Windsor Spitfires,66,6,13,19,0.29,20,9
245,Ethan Keppen (LW),Flint Firebirds,63,10,8,18,0.29,47,-21
246,Joe Carroll (LW),Soo Greyhounds,53,9,9,18,0.34,26,-3
247,Kyle Bollers (LW),Saginaw Spirit,56,8,10,18,0.32,29,-1
248,Cole Schwindt (RW),Mississauga Steelheads,66,8,10,18,0.27,20,-4
249,Carter Robertson (D),Ottawa 67's,57,5,13,18,0.32,24,-10
250,Nick King (D),totals,60,3,15,18,0.3,16,-11
,,Owen Sound Attack,4,0,0,0,0,0,1
,,North Bay Battalion,56,3,15,18,0.32,16,-12
,,,,,,,,,
251,Kevin Bahl (D),Ottawa 67's,58,1,17,18,0.31,76,-21
252,Austin Osmanski (D),totals,65,1,17,18,0.28,75,-11
,,Mississauga Steelheads,5,0,1,1,0.2,6,-3
,,Peterborough Petes,60,1,16,17,0.28,69,-8
253,Anthony DeMeo (D),Soo Greyhounds,67,1,17,18,0.27,21,29
254,Bradey Johnson (C),Niagara IceDogs,55,11,6,17,0.31,8,-1
255,Tyler Angle (C),Windsor Spitfires,67,10,7,17,0.25,42,-17
256,Zachary Poirier (C),Guelph Storm,54,8,9,17,0.31,59,-13
257,Maximilian Kislinger (C),Flint Firebirds,58,8,9,17,0.29,8,-9
258,Nolan Hutcheson (LW),Sudbury Wolves,62,8,9,17,0.27,40,-13
259,Jack Wismer (RW),Flint Firebirds,67,8,9,17,0.25,16,-16
260,Aidan Brown (RW),Barrie Colts,57,7,10,17,0.3,33,6
,,,,,,,,,
261,Christopher Playfair (LW),Windsor Spitfires,66,5,12,17,0.26,27,-4
262,Zach Shankar (D),totals,53,2,15,17,0.32,69,5
,,Niagara IceDogs,24,2,5,7,0.29,43,-1
,,Windsor Spitfires,29,0,10,10,0.34,26,6
263,Trent Bourque (D),Owen Sound Attack,62,0,17,17,0.27,53,6
264,Justin MacPherson (D),Niagara IceDogs,66,0,17,17,0.26,24,2
265,Ryan Stepien (C),Saginaw Spirit,50,10,6,16,0.32,11,-6
266,Shaw Boomhower (LW/C),totals,39,9,7,16,0.41,57,-4
,,Mississauga Steelheads,25,8,5,13,0.52,36,-4
,,Ottawa 67's,14,1,2,3,0.21,21,0
267,Chad Yetman (RW),Erie Otters,56,9,7,16,0.29,4,-7
268,Connor McMichael (C),totals,60,8,8,16,0.27,14,-7
,,Hamilton Bulldogs,32,5,5,10,0.31,10,-5
,,London Knights,28,3,3,6,0.21,4,-2
269,Josh Wainman (D),Erie Otters,67,4,12,16,0.24,32,-24
270,Nick Grima (D),Sarnia Sting,65,1,15,16,0.25,33,22
,,,,,,,,,
271,Josh Nelson (C),London Knights,65,8,7,15,0.23,8,-8
272,Oliver True (RW),Ottawa 67's,58,6,9,15,0.26,21,-4
273,Keean Washkurak (C),Mississauga Steelheads,61,6,9,15,0.25,32,-2
274,Danny Katic (LW),Saginaw Spirit,55,4,11,15,0.27,22,-5
275,Jacob Paquette (D),Kingston Frontenacs,63,4,11,15,0.24,51,22
276,Nathan Allensen (D),Barrie Colts,55,2,13,15,0.27,24,10
277,Thomas Harley (D),Mississauga Steelheads,62,1,14,15,0.24,14,-1
278,Doug Blaisdell (D),totals,66,1,14,15,0.23,42,-7
,,Kitchener Rangers,11,1,0,1,0.09,6,6
,,Sudbury Wolves,55,0,14,14,0.25,36,-13
279,Anthony Tabak (LW),Sudbury Wolves,51,6,8,14,0.27,14,-4
280,Nicholas Canade (LW),Mississauga Steelheads,63,6,8,14,0.22,49,-3
,,,,,,,,,
