,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
127,Connor Bunnaman (C),Kitchener Rangers,68,16,22,38,0.56,14,18
128,Mitchell Vande Sompel (D),Oshawa Generals,46,10,28,38,0.83,36,-15
129,Victor Mete (D),London Knights,68,8,30,38,0.56,18,53
130,Daniel Muzito Bagenda (C/LW),Mississauga Steelheads,63,20,17,37,0.59,36,0
,,,,,,,,,
131,Nicholas Caamano (RW),Flint Firebirds,64,20,17,37,0.58,40,-22
132,Pavel Jenys (C),totals,66,15,22,37,0.56,36,0
,,Sudbury Wolves,24,4,8,12,0.5,16,-14
,,Niagara IceDogs,42,11,14,25,0.6,20,14
133,Travis Barron (LW),Ottawa 67's,60,13,24,37,0.62,26,7
134,Jalen Chatfield (D),Windsor Spitfires,68,10,27,37,0.54,45,22
135,Hayden McCool (C/LW),Windsor Spitfires,68,15,21,36,0.53,60,23
136,Troy Lajeunesse (LW),Sarnia Sting,62,14,22,36,0.58,23,26
137,Mathieu Henderson (D),Flint Firebirds,68,10,26,36,0.53,31,-45
138,Kyle Jenkins (D),Peterborough Petes,62,3,33,36,0.58,34,8
139,Jared Steege (LW/C),Kingston Frontenacs,58,19,16,35,0.6,36,10
140,Adam Timleck (RW),Peterborough Petes,59,19,16,35,0.59,17,4
,,,,,,,,,
141,Brandon Robinson (LW),Kitchener Rangers,55,17,18,35,0.64,45,18
142,Everett Clark (C),Mississauga Steelheads,59,15,20,35,0.59,92,-10
143,Colton White (D),Soo Greyhounds,68,9,26,35,0.51,13,-6
144,Hayden Verbeek (C/LW),Soo Greyhounds,63,14,20,34,0.54,33,4
145,Kole Sherwood (RW),London Knights,63,12,22,34,0.54,53,9
146,Cole Carter (RW),Windsor Spitfires,68,6,28,34,0.5,4,14
147,Marcus Crawford (D),Saginaw Spirit,66,2,32,34,0.52,42,-15
148,Ben Gleason (D),totals,66,7,26,33,0.5,44,-29
,,London Knights,2,0,1,1,0.5,0,2
,,Hamilton Bulldogs,64,7,25,32,0.5,44,-31
149,Jeff King (D),Sarnia Sting,64,6,27,33,0.52,34,29
150,Jason Robertson (LW),Kingston Frontenacs,54,18,14,32,0.59,6,5
,,,,,,,,,
151,Austen Keating (C),Ottawa 67's,50,13,19,32,0.64,8,4
152,Stepan Falkovsky (D),Ottawa 67's,58,9,23,32,0.55,35,17
153,Evan de Haan (D),Ottawa 67's,59,8,24,32,0.54,25,-15
154,Chad Duchesne (D),Kingston Frontenacs,58,7,25,32,0.55,56,17
155,Luke Burghardt (LW/C),Guelph Storm,62,17,14,31,0.5,33,-23
156,Patrick White (C),Sarnia Sting,62,16,15,31,0.5,12,18
157,Cliff Pu (RW),London Knights,63,12,19,31,0.49,24,12
158,Thomas Schemitsch (D),Owen Sound Attack,51,9,22,31,0.61,22,-12
159,Jacob Middleton (D),Ottawa 67's,68,7,24,31,0.46,68,11
160,Lukas Löfquist (RW/LW),Oshawa Generals,54,17,13,30,0.56,10,-20
,,,,,,,,,
161,Anthony Salinitri (C),Sarnia Sting,62,17,13,30,0.48,29,-5
162,Ben Fanjoy (C/RW),Ottawa 67's,66,17,13,30,0.45,26,-4
163,Owen MacDonald (C/RW),London Knights,60,15,15,30,0.5,51,20
164,Dan Desrochers (C),Sudbury Wolves,68,15,15,30,0.44,84,-46
165,Jaden Lindo (RW),Owen Sound Attack,67,14,16,30,0.45,33,3
166,Daniel Nikandrov (LW/C),totals,67,10,20,30,0.45,17,3
,,Sarnia Sting,18,4,6,10,0.56,4,4
,,Peterborough Petes,49,6,14,20,0.41,13,-1
167,David Levin (LW/RW),Sudbury Wolves,47,9,21,30,0.64,20,-26
168,Matt Schmalz (RW/C),Sudbury Wolves,65,9,21,30,0.46,47,-56
169,Stefan LeBlanc (D),Mississauga Steelheads,64,7,23,30,0.47,59,-18
170,David Miller (C),Kitchener Rangers,52,14,15,29,0.56,24,1
,,,,,,,,,
171,Blake Siebenaler (D),Niagara IceDogs,65,7,22,29,0.45,15,4
172,Conor McGlynn (C),Kingston Frontenacs,53,15,13,28,0.53,59,7
173,Kevin Hancock (LW),Owen Sound Attack,66,13,15,28,0.42,16,-6
174,Ryan Valentini (C),totals,48,11,17,28,0.58,12,-6
,,London Knights,9,0,3,3,0.33,2,3
,,Sudbury Wolves,39,11,14,25,0.64,10,-9
175,Michael Pezzetta (LW/C),Sudbury Wolves,64,10,18,28,0.44,98,-44
176,Matt Hotchkiss (C/LW),Guelph Storm,67,11,16,27,0.4,26,-40
177,Jordan Sambrook (D),Erie Otters,67,9,18,27,0.4,40,11
178,Morgan Frost (C),Soo Greyhounds,65,7,20,27,0.42,12,-6
179,Markus Niemeläinen (D),Saginaw Spirit,65,1,26,27,0.42,28,-23
180,Daniil Vertiy (LW),totals,54,10,16,26,0.48,29,15
,,Windsor Spitfires,16,2,0,2,0.13,8,0
,,North Bay Battalion,38,8,16,24,0.63,21,15
,,,,,,,,,
181,Damian Bourne (LW),Mississauga Steelheads,57,9,17,26,0.46,35,-10
182,Jesse Barwell (C),Saginaw Spirit,68,6,20,26,0.38,14,-20
183,Dylan Di Perna (D),Kitchener Rangers,68,6,20,26,0.38,26,33
184,C.J. Garcia (D),Guelph Storm,68,5,21,26,0.38,71,-50
185,Jack Studnicka (C),Oshawa Generals,62,4,22,26,0.42,25,-9
186,Adam Laishram (RW/C),Hamilton Bulldogs,64,13,12,25,0.39,40,-23
187,Alex Renaud (LW),totals,64,13,12,25,0.39,46,-8
,,Sarnia Sting,5,2,3,5,1,2,2
,,Oshawa Generals,59,11,9,20,0.34,44,-10
188,Jalen Smereck (D),Oshawa Generals,63,5,20,25,0.4,65,-12
189,Ryan Mantha (D),Niagara IceDogs,65,5,20,25,0.38,62,-1
190,Zachary Poirier (C),North Bay Battalion,59,15,9,24,0.41,62,-15
,,,,,,,,,
191,Jonah Gadjovich (LW),Owen Sound Attack,66,14,10,24,0.36,42,-7
192,Nicolas Hague (D),Mississauga Steelheads,66,14,10,24,0.36,84,4
193,Ryan McGregor (C),Sarnia Sting,58,11,13,24,0.41,4,8
194,Trent Mallette (RW),Ottawa 67's,66,10,14,24,0.36,28,-4
195,Justin Brack (C),Owen Sound Attack,67,10,14,24,0.36,40,6
196,Eric Henderson (LW),totals,46,8,16,24,0.52,6,-4
,,London Knights,16,0,6,6,0.38,2,3
,,Oshawa Generals,30,8,10,18,0.6,4,-7
197,Matthew Spencer (D),Peterborough Petes,60,5,19,24,0.4,46,-4
198,Josh Jacobs (D),Sarnia Sting,67,4,20,24,0.36,38,26
199,Tyler Hore (D),Soo Greyhounds,68,1,23,24,0.35,28,-8
200,Brandon Lindberg (C),Sarnia Sting,63,10,13,23,0.37,66,7
201,Hayden Hodgson (RW),totals,56,9,14,23,0.41,74,-7
,,Sarnia Sting,36,5,9,14,0.39,53,1
,,Saginaw Spirit,20,4,5,9,0.45,21,-8
202,Zach Grzelewski (LW),Flint Firebirds,56,8,15,23,0.41,16,-1
203,Brady Gilmour (C),Saginaw Spirit,61,7,16,23,0.38,6,-6
204,Cullen Mercer (C),Flint Firebirds,66,13,9,22,0.33,30,-14
205,Mike Davies (W/D),totals,56,11,11,22,0.39,39,-5
,,Kitchener Rangers,14,1,1,2,0.14,9,-1
,,Saginaw Spirit,42,10,10,20,0.48,30,-4
206,Jake Bricknell (C),totals,66,11,11,22,0.33,91,-43
,,Hamilton Bulldogs,16,3,1,4,0.25,25,-10
,,Guelph Storm,50,8,10,18,0.36,66,-33
207,Brett Hargrave (RW),North Bay Battalion,59,10,12,22,0.37,30,1
208,Tyler Boston (C),totals,59,9,13,22,0.37,17,-35
,,Guelph Storm,32,6,11,17,0.53,15,-26
,,Niagara IceDogs,27,3,2,5,0.19,2,-9
209,Ryan Verbeek (C/LW),Kingston Frontenacs,63,9,13,22,0.35,40,-4
210,Sean Day (D),Mississauga Steelheads,57,6,16,22,0.39,27,-13
,,,,,,,,,
211,Devon Paliani (C),totals,65,6,16,22,0.34,58,-8
,,Saginaw Spirit,35,4,10,14,0.4,32,-5
,,Sarnia Sting,30,2,6,8,0.27,26,-3
212,Nevin Guy (D),Ottawa 67's,59,5,17,22,0.37,14,-1
213,Will Petschenig (D/F),Saginaw Spirit,68,5,17,22,0.32,108,-23
214,Blake Clarke (LW),Saginaw Spirit,61,11,10,21,0.34,36,-22
215,Kyle Pettit (C),Erie Otters,58,10,11,21,0.36,14,12
216,Francesco Vilardi (C),Flint Firebirds,67,9,12,21,0.31,19,-29
217,Kirill Maximov (RW),Saginaw Spirit,54,6,15,21,0.39,18,-8
218,Riley Stillman (D),Oshawa Generals,62,6,15,21,0.34,69,-9
219,Damir Sharipzyanov (D),Owen Sound Attack,46,5,16,21,0.46,34,5
220,Jacob Friend (D),Owen Sound Attack,54,4,17,21,0.39,106,10
,,,,,,,,,
221,Médric Mercier (D),Soo Greyhounds,63,3,18,21,0.33,30,0
222,Matt Timms (D),Peterborough Petes,68,3,18,21,0.31,45,9
223,Mac Hollowell (D),Soo Greyhounds,58,1,20,21,0.36,23,3
224,Jacob Graves (D),totals,69,1,20,21,0.3,104,34
,,Oshawa Generals,38,0,15,15,0.39,59,13
,,London Knights,31,1,5,6,0.19,45,21
225,Owen Tippett (RW/LW),Mississauga Steelheads,48,15,5,20,0.42,10,-2
226,Ryan Cranford (RW),Kingston Frontenacs,68,13,7,20,0.29,47,-4
227,Maximilian Kislinger (C),North Bay Battalion,68,12,8,20,0.29,31,-8
228,Nick Magyar (RW/C),Kitchener Rangers,49,11,9,20,0.41,18,6
229,Maurizio Colella (LW),totals,66,8,12,20,0.3,35,-8
,,Hamilton Bulldogs,37,3,5,8,0.22,21,-13
,,North Bay Battalion,29,5,7,12,0.41,14,5
230,Ryan McLeod (C),Mississauga Steelheads,62,7,13,20,0.32,16,-6
,,,,,,,,,
231,Cole Candella (D),Hamilton Bulldogs,37,4,16,20,0.54,12,-12
232,T.J. Fergus (D),Erie Otters,56,1,19,20,0.36,46,13
233,Sasha Chmelevski (C/RW),totals,34,11,8,19,0.56,4,11
,,Sarnia Sting,29,9,8,17,0.59,2,10
,,Ottawa 67's,5,2,0,2,0.4,2,1
234,Jacob Harris (C/W),totals,40,9,10,19,0.48,16,-22
,,Sudbury Wolves,24,5,5,10,0.42,12,-20
,,Guelph Storm,16,4,5,9,0.56,4,-2
235,Ben Hawerchuk (LW),Barrie Colts,60,9,10,19,0.32,78,0
236,Keigan Goetz (RW),totals,51,11,7,18,0.35,72,-1
,,Soo Greyhounds,23,5,1,6,0.26,27,-3
,,Barrie Colts,28,6,6,12,0.43,45,2
237,Jake Henderson (RW),Kitchener Rangers,58,8,10,18,0.31,49,13
238,Connor Graham (LW),Ottawa 67's,60,7,11,18,0.3,24,-14
239,Brandon Crawley (D),London Knights,62,6,12,18,0.29,99,16
240,Mike Baird (LW),North Bay Battalion,51,5,13,18,0.35,88,-10
,,,,,,,,,
241,Josh Wesley (D),totals,57,5,13,18,0.32,35,7
,,Flint Firebirds,24,2,10,12,0.5,21,2
,,Niagara IceDogs,33,3,3,6,0.18,14,5
242,Connor Sills (LW/RW),Flint Firebirds,60,5,13,18,0.3,132,-25
243,Jacob Collins (D/LW),Flint Firebirds,55,4,14,18,0.33,14,-7
244,Greg DiTomaso (D),totals,58,4,14,18,0.31,28,7
,,Saginaw Spirit,30,1,7,8,0.27,12,-8
,,Barrie Colts,28,3,7,10,0.36,16,15
245,Brandon Prophet (D),totals,66,3,15,18,0.27,105,17
,,Barrie Colts,37,1,7,8,0.22,61,12
,,Peterborough Petes,29,2,8,10,0.34,44,5
246,Sam Harding (C),Oshawa Generals,65,8,9,17,0.26,20,-23
247,Noah Bushnell (RW),Sarnia Sting,62,5,12,17,0.27,121,13
248,Logan Stanley (D),Windsor Spitfires,64,5,12,17,0.27,103,7
249,Aaron Haydon (D),Niagara IceDogs,65,5,12,17,0.26,56,22
250,Connor Walters (D),totals,60,4,13,17,0.28,18,-1
,,Owen Sound Attack,14,0,1,1,0.07,0,-2
,,Hamilton Bulldogs,46,4,12,16,0.35,18,1
,,,,,,,,,
251,Zack Pittman (D),Flint Firebirds,66,4,13,17,0.26,79,-7
252,Luke Kutkevicius (C),totals,70,3,14,17,0.24,24,-9
,,Mississauga Steelheads,41,2,9,11,0.27,10,0
,,Hamilton Bulldogs,29,1,5,6,0.21,14,-9
253,Evan Bouchard (D),London Knights,43,2,15,17,0.4,24,15
254,Sean Durzi (D),Owen Sound Attack,45,10,6,16,0.36,19,-5
255,Luke Kirwan (LW),totals,63,10,6,16,0.25,32,-23
,,Windsor Spitfires,31,2,2,4,0.13,13,-10
,,Flint Firebirds,32,8,4,12,0.38,19,-13
256,Josh Coyle (LW/C),Peterborough Petes,64,6,10,16,0.25,32,2
257,Jack Hidi (LW),totals,55,5,11,16,0.29,16,-6
,,London Knights,25,2,4,6,0.24,14,-3
,,Hamilton Bulldogs,30,3,7,10,0.33,2,-3
258,Christopher Paquette (C),Niagara IceDogs,57,5,11,16,0.28,18,-6
259,Zach Wilkie (D),totals,55,4,12,16,0.29,88,-16
,,Niagara IceDogs,20,1,0,1,0.05,28,0
,,Sudbury Wolves,35,3,12,15,0.43,60,-16
260,Adam Craievich (RW),Ottawa 67's,62,4,12,16,0.26,10,-10
,,,,,,,,,
261,Stephen Gibson (D),Mississauga Steelheads,68,4,12,16,0.24,67,-5
262,Dmitri Sergeyev (D),Kitchener Rangers,35,2,14,16,0.46,26,9
263,Frank Hora (D),Kitchener Rangers,57,1,15,16,0.28,55,15
264,Zach Bratina (LW),North Bay Battalion,12,12,3,15,1.25,10,3
265,Jason Smith (C),Mississauga Steelheads,60,8,7,15,0.25,49,2
266,Dane Johnstone (C),Flint Firebirds,56,7,8,15,0.27,7,-12
267,Jacob Cascagnette (LW),Kitchener Rangers,59,6,9,15,0.25,26,7
268,Erik Cernak (D),Erie Otters,41,4,11,15,0.37,35,7
269,Liam Hawel (C),Soo Greyhounds,65,4,11,15,0.23,12,-5
270,Robert Thomas (C/RW),London Knights,40,3,12,15,0.38,0,-2
,,,,,,,,,
271,Josh Carrick (D),Barrie Colts,63,2,13,15,0.24,83,28
272,Brett Neumann (C),Erie Otters,52,7,7,14,0.27,6,0
273,Liam Dunda (LW),Owen Sound Attack,64,7,7,14,0.22,47,-11
274,MacKenzie Entwistle (RW),Hamilton Bulldogs,60,6,8,14,0.23,17,-14
275,Josh Maguire (LW/RW),Peterborough Petes,63,6,8,14,0.22,54,-14
276,Chad Heffernan (LW/C),totals,63,6,8,14,0.22,142,-18
,,Sudbury Wolves,39,3,6,9,0.23,95,-21
,,London Knights,24,3,2,5,0.21,47,3
277,Cody Caron (RW),Kingston Frontenacs,50,5,9,14,0.28,85,8
278,Ted Nichol (C),Kingston Frontenacs,67,5,9,14,0.21,22,1
279,Brian Brosnan (D),Kitchener Rangers,29,4,10,14,0.48,18,25
280,Brandon Saigeon (C),Hamilton Bulldogs,43,4,10,14,0.33,19,-25
,,,,,,,,,
281,Sam Miletic (LW),London Knights,35,3,11,14,0.4,13,6
282,Elijah Roberts (D),Kitchener Rangers,59,3,11,14,0.24,28,14
283,Noah Carroll (D),Guelph Storm,67,3,11,14,0.21,46,-48
284,Alex Di Carlo (D),Flint Firebirds,54,2,12,14,0.26,20,-5
285,Nicholas Sicoly (C/LW),Guelph Storm,64,8,5,13,0.2,27,-24
286,Jacob Busch (RW/C),Owen Sound Attack,50,6,7,13,0.26,51,-9
287,Justin Brazeau (RW),North Bay Battalion,65,6,7,13,0.2,8,-5
288,Isaac Ratcliffe (LW),Guelph Storm,46,5,8,13,0.28,24,-25
289,Matthew Struthers (C),Owen Sound Attack,47,5,8,13,0.28,6,-1
290,Conor Timmins (D),Soo Greyhounds,60,4,9,13,0.22,20,27
,,,,,,,,,
291,Patrick Fellows (LW),Erie Otters,65,4,9,13,0.2,21,0
292,Mark Shoemaker (D),North Bay Battalion,67,4,9,13,0.19,16,14
293,Joseph Garreffa (RW/LW),Kitchener Rangers,41,3,10,13,0.32,4,7
294,Zach Shankar (D),North Bay Battalion,54,3,10,13,0.24,73,6
295,Jacob Paquette (D),Kingston Frontenacs,56,3,10,13,0.23,24,24
296,Kevin Spinozzi (D),Sarnia Sting,59,3,10,13,0.22,66,17
