,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
297,Justin Murray (D),Barrie Colts,65,3,10,13,0.2,36,23
298,Nick McHugh (LW),Kitchener Rangers,46,2,11,13,0.28,10,12
299,Ondrej Kachyna (D),Hamilton Bulldogs,52,2,11,13,0.25,25,-17
300,Reagan O'Grady (D),Sudbury Wolves,55,2,11,13,0.24,44,-14
301,Jesse Saban (D),Hamilton Bulldogs,62,2,11,13,0.21,59,5
302,Adrian Carbonara (RW),Barrie Colts,51,9,3,12,0.24,80,6
303,Liam Stevens (LW/C),Guelph Storm,63,7,5,12,0.19,14,-17
304,Vladislav Barulin (RW),Guelph Storm,25,5,7,12,0.48,10,-17
305,Kyle Potts (C/LW),North Bay Battalion,59,5,7,12,0.2,27,-7
306,Alex Black (D),Sarnia Sting,57,3,9,12,0.21,33,5
307,Markus Phillips (D),Owen Sound Attack,63,3,9,12,0.19,22,-15
308,Chris Martenet (D),London Knights,67,3,9,12,0.18,85,44
309,Austin Hall (D),Guelph Storm,52,1,11,12,0.23,18,-26
310,Alexander Peters (D),Flint Firebirds,55,1,11,12,0.22,66,-7
,,,,,,,,,
311,Chandler Yakimowicz (RW/C),London Knights,52,6,5,11,0.21,117,-4
312,MacAuley Carson (LW),Sudbury Wolves,61,5,6,11,0.18,35,-10
313,Brady Pataki (RW),Sudbury Wolves,64,5,6,11,0.17,8,-20
314,Cole Coskey (RW),Saginaw Spirit,54,4,7,11,0.2,8,-6
315,Daniel Bernhardt (RW/LW),London Knights,29,3,8,11,0.38,0,5
316,Daniel Robertson (D),Oshawa Generals,65,3,8,11,0.17,44,-14
317,Andrew Burns (D),Windsor Spitfires,65,2,9,11,0.17,21,16
318,Riley Bruce (D),North Bay Battalion,52,1,10,11,0.21,52,-2
319,Zach Magwood (C),Barrie Colts,44,6,4,10,0.23,8,-2
320,Owen McDade (C),Oshawa Generals,24,4,6,10,0.42,4,-1
,,,,,,,,,
321,Nicolas Mattinen (D),London Knights,39,4,6,10,0.26,24,4
322,Robbie Burt (LW),totals,56,4,6,10,0.18,63,-6
,,Kingston Frontenacs,24,2,2,4,0.17,30,0
,,Oshawa Generals,32,2,4,6,0.19,33,-6
323,Nick Grima (D),Peterborough Petes,45,2,8,10,0.22,16,3
324,Aiden Jamieson (D),London Knights,45,2,8,10,0.22,32,14
325,Tyler MacArthur (D),Owen Sound Attack,54,2,8,10,0.19,74,-9
326,Austin Osmanski (D),Mississauga Steelheads,65,2,8,10,0.15,53,19
327,Brady Lyle (D),North Bay Battalion,44,1,9,10,0.23,14,-4
328,Patrick Sanvido (D),Windsor Spitfires,49,1,9,10,0.2,30,21
329,Lucas Chiodo (C),Barrie Colts,50,1,9,10,0.2,0,-4
330,Zach Core (D),Sarnia Sting,62,1,9,10,0.16,51,3
,,,,,,,,,
331,Makar Tokarev (LW),Soo Greyhounds,60,6,3,9,0.15,10,-3
332,Ben Jones (C),Niagara IceDogs,61,5,4,9,0.15,16,-10
333,Kyle MacLean (LW),Oshawa Generals,47,4,5,9,0.19,30,-3
334,Drake Rymsha (C),totals,32,3,6,9,0.28,28,-7
,,London Knights,4,0,0,0,0,4,-2
,,Ottawa 67's,28,3,6,9,0.32,24,-5
335,Keenan Reynolds (C),totals,47,3,6,9,0.19,37,-23
,,Owen Sound Attack,20,1,0,1,0.05,13,-7
,,Flint Firebirds,27,2,6,8,0.3,24,-16
336,Brendan Harrogate (C),Mississauga Steelheads,57,3,6,9,0.16,28,-2
337,Tyler Hill (LW/RW),Guelph Storm,21,2,7,9,0.43,32,-18
338,Jared Walsh (D),Mississauga Steelheads,26,2,7,9,0.35,10,11
339,Connor Hall (D),Kitchener Rangers,39,2,7,9,0.23,49,7
340,Sullivan Sparkes (C/LW),Oshawa Generals,51,2,7,9,0.18,20,-2
,,,,,,,,,
341,Jarrett Meyer (D),totals,66,2,7,9,0.14,34,-26
,,Owen Sound Attack,28,2,2,4,0.14,19,-8
,,Sudbury Wolves,38,0,5,5,0.13,15,-18
342,Mitchell Mendonca (C),Hamilton Bulldogs,43,5,3,8,0.19,6,-8
343,Christian Girhiny (LW),Erie Otters,50,4,4,8,0.16,8,0
344,Markus Søberg (RW/LW),Windsor Spitfires,22,3,5,8,0.36,10,-2
345,Marc Stevens (RW/C),Guelph Storm,34,3,5,8,0.24,58,-16
346,Dan Beaudoin (C),Windsor Spitfires,36,3,5,8,0.22,15,-7
347,Nick Pastorious (RW),Niagara IceDogs,48,3,5,8,0.17,80,-6
348,Giordano Finoro (C),Barrie Colts,52,3,5,8,0.15,12,-2
349,Liam Murray (D),totals,62,3,5,8,0.13,92,-6
,,Windsor Spitfires,29,1,3,4,0.14,45,-9
,,Kingston Frontenacs,33,2,2,4,0.12,47,3
350,Mitchell Byrne (D),Erie Otters,55,2,6,8,0.15,20,17
,,,,,,,,,
351,Matyas Kantner (C/LW),Flint Firebirds,59,2,6,8,0.14,14,-8
352,Samuel Duchesne (D),Flint Firebirds,53,1,7,8,0.15,57,-16
353,Tyler Nother (D),totals,51,0,8,8,0.16,35,12
,,London Knights,2,0,0,0,0,2,-1
,,Windsor Spitfires,49,0,8,8,0.16,33,13
354,Trent Bourque (D),totals,52,0,8,8,0.15,32,-6
,,Sudbury Wolves,24,0,2,2,0.08,20,-8
,,Owen Sound Attack,28,0,6,6,0.21,12,2
355,Stephan Seeger (LW),Flint Firebirds,46,5,2,7,0.15,18,-8
356,Conor Cummins (D),Sudbury Wolves,67,4,3,7,0.1,37,-51
357,David Sherman (LW),North Bay Battalion,35,3,4,7,0.2,16,-6
358,Bryce Yetman (RW),totals,45,3,4,7,0.16,14,-15
,,Flint Firebirds,8,1,0,1,0.13,4,-2
,,Soo Greyhounds,37,2,4,6,0.16,10,-13
359,Stephen Templeton (D),Oshawa Generals,55,2,5,7,0.13,45,-13
360,Jakob Mayenschein (C/LW),Erie Otters,56,2,5,7,0.13,8,7
,,,,,,,,,
361,Ben Garagan (C),Sudbury Wolves,60,2,5,7,0.12,38,-12
362,Cole Mayo (D),Sudbury Wolves,68,2,5,7,0.1,36,-61
363,Connor Schlichting (D),Sarnia Sting,44,1,6,7,0.16,28,13
364,Nathan Billitier (D),Kingston Frontenacs,53,1,6,7,0.13,17,1
365,Doug Blaisdell (D),Kitchener Rangers,61,1,6,7,0.11,46,17
366,Keaton Middleton (D),Saginaw Spirit,66,1,6,7,0.11,66,-24
367,Alexander Mikulovich (D),Niagara IceDogs,55,0,7,7,0.13,35,-3
368,Cameron Lizotte (D),totals,60,0,7,7,0.12,102,-7
,,Peterborough Petes,30,0,3,3,0.1,67,-12
,,Barrie Colts,30,0,4,4,0.13,35,5
369,Matt Gillard (LW),Niagara IceDogs,8,3,3,6,0.75,12,4
370,Thomas Lattavo (RW),Mississauga Steelheads,19,3,3,6,0.32,6,5
,,,,,,,,,
371,Mads Eller (W/C),Windsor Spitfires,22,2,4,6,0.27,26,3
372,Connor Warnholtz (LW),Ottawa 67's,49,2,4,6,0.12,4,-4
373,Matt Latin (F),Oshawa Generals,51,2,4,6,0.12,12,-2
374,Jack Hanley (D),Hamilton Bulldogs,58,0,6,6,0.1,12,-15
375,Chase Campbell (RW),totals,43,3,2,5,0.12,15,2
,,Sarnia Sting,16,2,0,2,0.13,4,1
,,Ottawa 67's,27,1,2,3,0.11,11,1
376,Nick Deakin-Poot (RW),Guelph Storm,58,3,2,5,0.09,39,-28
377,Greg Meireles (C),Kitchener Rangers,7,2,3,5,0.71,0,1
378,Daniel De Sousa (D),Mississauga Steelheads,33,2,3,5,0.15,42,6
379,Noel Hoefenmayer (D),Ottawa 67's,45,2,3,5,0.11,18,-18
380,Michael Holmes (D),Saginaw Spirit,50,2,3,5,0.1,14,-10
,,,,,,,,,
381,Konstantin Chernyuk (D),Kingston Frontenacs,37,1,4,5,0.14,38,12
382,Kyle Rhodes (D),Guelph Storm,39,1,4,5,0.13,47,-23
383,Chase Stewart (D),Saginaw Spirit,45,1,4,5,0.11,44,-15
384,Jacob Ball (RW),North Bay Battalion,49,1,4,5,0.1,6,-1
385,Graeme Brown (D),Kingston Frontenacs,53,1,4,5,0.09,80,-2
386,Ryan Orban (D),Ottawa 67's,61,0,5,5,0.08,33,3
387,Brock Philips (D),Guelph Storm,49,4,0,4,0.08,92,-19
388,Austin Grzenia (RW),Kingston Frontenacs,26,3,1,4,0.15,4,-2
389,Luke Boka (RW),Windsor Spitfires,58,3,1,4,0.07,37,1
390,Kyle Langdon (C),Niagara IceDogs,50,2,2,4,0.08,31,-5
,,,,,,,,,
391,Joseph Mizzi (RW),Hamilton Bulldogs,54,2,2,4,0.07,22,-11
392,Eddie Schulz (C),Peterborough Petes,61,2,2,4,0.07,25,-10
393,Nate Schnarr (C),Guelph Storm,6,1,3,4,0.67,0,2
394,Zachary Roberts (LW),Owen Sound Attack,10,1,3,4,0.4,6,0
395,Justin Lemcke (D),Hamilton Bulldogs,19,1,3,4,0.21,39,-12
396,Matt Brassard (D),Barrie Colts,28,1,3,4,0.14,13,10
397,Haydn Hopkins (C),Erie Otters,31,1,3,4,0.13,14,-1
398,Will Lochead (D),Niagara IceDogs,49,1,3,4,0.08,41,2
399,Taylor Egan (D),Erie Otters,50,1,3,4,0.08,17,-5
400,Sam Field (RW),Kingston Frontenacs,37,0,4,4,0.11,58,-4
