,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
39,Yakov Trenin (C/W),Gatineau Olympiques,58,18,49,67,1.16,34,17
40,Tim Wieser (LW),Sherbrooke Phoenix,61,38,28,66,1.08,52,-10
,,,,,,,,,
41,Dennis Yan (LW),Shawinigan Cataractes,59,33,31,64,1.08,71,23
42,Nathan Noel (C),Saint John Sea Dogs,66,24,38,62,0.94,61,0
43,Alexandre Goulet (C/LW),Charlottetown Islanders,65,35,26,61,0.94,52,-1
44,Julien Nantel (C/LW),Rouyn-Noranda Huskies,64,26,35,61,0.95,34,4
45,Kurt Etchegary (C),Québec Remparts,65,25,35,60,0.92,90,26
46,Gabriel Gagné (RW),Victoriaville Tigres,67,35,24,59,0.88,39,2
47,Cameron Darcy (C),totals,56,21,38,59,1.05,48,-13
,,Cape Breton Screaming Eagles,19,1,13,14,0.74,14,-6
,,Sherbrooke Phoenix,37,20,25,45,1.22,34,-7
48,Philippe Gadoury (C),Halifax Mooseheads,59,28,29,57,0.97,29,-3
49,Alexis D'Aoust (RW),Shawinigan Cataractes,63,24,33,57,0.9,26,9
50,Nikolas Brouillard (D),Québec Remparts,61,17,40,57,0.93,100,6
,,,,,,,,,
51,Guillaume Gauthier (LW),Québec Remparts,66,27,29,56,0.85,31,-8
52,Spencer Smallman (RW),Saint John Sea Dogs,66,23,33,56,0.85,73,17
53,Jérémie Fraser (D),Val-d'Or Foreurs,51,12,44,56,1.1,155,5
54,Alexandre Ranger (RW),Chicoutimi Saguenéens,56,26,29,55,0.98,69,-8
55,Alexandre Carrier (D),Gatineau Olympiques,68,12,43,55,0.81,64,17
56,Alex Dostie (C/LW),Gatineau Olympiques,68,22,32,54,0.79,16,2
57,Loik Léveillé (D),Cape Breton Screaming Eagles,68,13,41,54,0.79,77,14
58,Jean-Christophe Beaudin (C/RW),Rouyn-Noranda Huskies,68,14,39,53,0.78,29,16
59,Joey Ratelle (LW),Drummondville Voltigeurs,66,33,19,52,0.79,108,-9
60,Mathieu Ayotte (C),Victoriaville Tigres,51,19,33,52,1.02,30,-3
,,,,,,,,,
61,Dominic Talbot-Tassi (D),totals,67,9,43,52,0.78,4,-8
,,Blainville-Boisbriand Armada,4,0,1,1,0.25,0,-3
,,Moncton Wildcats,63,9,42,51,0.81,4,-5
62,Gabriel Slight (LW),Shawinigan Cataractes,62,28,23,51,0.82,96,0
63,Alex Barré-Boulet (C),Drummondville Voltigeurs,68,23,28,51,0.75,24,-17
64,Dylan Labbé (D),Shawinigan Cataractes,63,15,36,51,0.81,43,10
65,Marc-Olivier Roy (C),Québec Remparts,59,26,24,50,0.85,43,5
66,Nicolas Roy (C/RW),Chicoutimi Saguenéens,68,16,34,50,0.74,40,-3
67,Ryan MacKinnon (D),Charlottetown Islanders,64,10,40,50,0.78,32,-14
68,Vladimir Tkachyov (LW),totals,46,16,33,49,1.07,26,9
,,Moncton Wildcats,13,4,12,16,1.23,8,-1
,,Québec Remparts,33,12,21,33,1,18,10
69,Kameron Kielly (RW/C),Charlottetown Islanders,67,16,33,49,0.73,73,1
70,Stephen Anderson (RW),totals,60,26,22,48,0.8,49,-3
,,Val-d'Or Foreurs,36,12,8,20,0.56,26,-7
,,Cape Breton Screaming Eagles,24,14,14,28,1.17,23,4
,,,,,,,,,
71,Phil Pietroniro (D),totals,70,5,42,47,0.67,81,-7
,,Gatineau Olympiques,21,2,12,14,0.67,12,-2
,,Victoriaville Tigres,49,3,30,33,0.67,69,-5
72,Valentin Zykov (LW/RW),totals,42,21,25,46,1.1,60,4
,,Baie-Comeau Drakkar,16,6,12,18,1.13,22,0
,,Gatineau Olympiques,26,15,13,28,1.08,38,4
73,Jacob Sweeney (D),Moncton Wildcats,66,17,29,46,0.7,58,10
74,Michael Joly (RW),Rimouski Océanic,45,26,19,45,1,46,25
75,Mark Simpson (C/LW),Acadie-Bathurst Titan,54,17,28,45,0.83,22,3
76,Cameron Askew (C/RW),Moncton Wildcats,66,17,28,45,0.68,44,-2
77,Pierre-Luc Dubois (C/LW),Cape Breton Screaming Eagles,54,10,35,45,0.83,58,4
78,Adam Marsh (LW),Saint John Sea Dogs,60,24,20,44,0.73,57,0
79,Giovanni Fiore (LW/RW),Shawinigan Cataractes,65,23,21,44,0.68,46,5
80,Marcus Hinds (RW/C),totals,43,19,24,43,1,8,-4
,,Blainville-Boisbriand Armada,6,2,1,3,0.5,4,-1
,,Cape Breton Screaming Eagles,37,17,23,40,1.08,4,-3
,,,,,,,,,
81,Jan Kostalek (D),Rimouski Océanic,57,7,36,43,0.75,35,55
82,Jérémy Roy (D),Sherbrooke Phoenix,46,5,38,43,0.93,37,-2
83,Samuel Girard (D),Shawinigan Cataractes,64,5,38,43,0.67,8,15
84,Stephen Johnson (F),Moncton Wildcats,46,24,18,42,0.91,39,7
85,Yan-Pavel Laplante (C/LW),totals,50,22,20,42,0.84,68,1
,,Victoriaville Tigres,20,13,12,25,1.25,35,3
,,Gatineau Olympiques,30,9,8,17,0.57,33,-2
86,Mathieu Joseph (RW/LW),Saint John Sea Dogs,59,21,21,42,0.71,46,18
87,Simon Tremblay (LW),totals,49,17,25,42,0.86,67,25
,,Rimouski Océanic,17,7,4,11,0.65,21,9
,,Val-d'Or Foreurs,32,10,21,31,0.97,46,16
88,Carl Marois (C),Victoriaville Tigres,58,17,25,42,0.72,49,9
89,Jérémy Grégoire (C),Baie-Comeau Drakkar,32,20,21,41,1.28,59,9
90,Michael Carcone (LW/RW),Drummondville Voltigeurs,50,12,29,41,0.82,32,5
,,,,,,,,,
91,Georgs Golovkovs (C),Drummondville Voltigeurs,58,12,29,41,0.71,40,-12
92,Thomas Chabot (D),Saint John Sea Dogs,66,12,29,41,0.62,62,6
93,Alexandre Gosselin (D),totals,71,8,33,41,0.58,95,-17
,,Acadie-Bathurst Titan,40,4,19,23,0.58,77,-18
,,Cape Breton Screaming Eagles,31,4,14,18,0.58,18,1
94,Daniel Walcott (LW/D),Blainville-Boisbriand Armada,54,7,34,41,0.76,40,20
95,Andrew Ryan (LW),Acadie-Bathurst Titan,64,18,22,40,0.63,69,-30
96,Vaclav Karabacek (RW/LW),totals,59,17,23,40,0.68,62,-6
,,Gatineau Olympiques,31,11,14,25,0.81,44,-5
,,Baie-Comeau Drakkar,28,6,9,15,0.54,18,-1
97,Carl Neill (D),Sherbrooke Phoenix,63,14,26,40,0.63,77,-16
98,Alexandre Fortin (LW),Rouyn-Noranda Huskies,67,11,29,40,0.6,10,-3
99,Brandon Gignac (C/LW),Shawinigan Cataractes,63,9,31,40,0.63,18,9
100,Ryan Graves (D),Québec Remparts,50,15,24,39,0.78,49,17
101,Mark Tremaine (C),Saint John Sea Dogs,57,14,25,39,0.68,65,7
102,Dexter Weber (D),Charlottetown Islanders,67,2,37,39,0.58,25,6
103,Simon Bourque (D),Rimouski Océanic,68,10,28,38,0.56,69,27
104,Charles-Éric Légaré (LW),totals,60,18,19,37,0.62,54,-20
,,Cape Breton Screaming Eagles,9,3,5,8,0.89,10,-1
,,Sherbrooke Phoenix,21,7,5,12,0.57,12,-5
,,Victoriaville Tigres,30,8,9,17,0.57,32,-14
105,Taylor Burke (C/RW),totals,56,16,21,37,0.66,47,15
,,Québec Remparts,21,4,5,9,0.43,23,4
,,Moncton Wildcats,35,12,16,28,0.8,24,11
106,Justin Guénette (D),Rouyn-Noranda Huskies,52,3,34,37,0.71,35,-6
107,Justice Dundas (RW/LW),Saint John Sea Dogs,61,22,14,36,0.59,133,-2
108,Jan Mandat (C/LW),totals,57,17,19,36,0.63,52,9
,,Victoriaville Tigres,7,1,1,2,0.29,8,-1
,,Val-d'Or Foreurs,50,16,18,34,0.68,44,10
109,Will Smith (LW),Moncton Wildcats,59,16,20,36,0.61,48,-6
110,Tyler Boland (C),Rimouski Océanic,64,16,20,36,0.56,24,0
,,,,,,,,,
111,Jérémy Lauzon (D),Rouyn-Noranda Huskies,60,15,21,36,0.6,88,12
112,Dmitri Ambrozheichik (RW),Baie-Comeau Drakkar,57,13,23,36,0.63,26,-4
113,Shawn St-Amant (LW/RW),Val-d'Or Foreurs,68,13,23,36,0.53,19,-4
114,Samuel Hodhod (C),Chicoutimi Saguenéens,44,10,26,36,0.82,9,3
115,Luke Green (D),Saint John Sea Dogs,60,6,30,36,0.6,23,0
116,Mathieu Desautels (D),Baie-Comeau Drakkar,65,6,30,36,0.55,22,-4
117,Clark Bishop (C),Cape Breton Screaming Eagles,38,19,16,35,0.92,54,1
118,Marc-Antoine Bouillon (RW),totals,61,16,19,35,0.57,49,-5
,,Drummondville Voltigeurs,30,9,7,16,0.53,31,-4
,,Blainville-Boisbriand Armada,31,7,12,19,0.61,18,-1
119,Charles Guèvremont (C),Chicoutimi Saguenéens,64,17,17,34,0.53,18,-9
120,Anthony Duclair (LW/RW),Québec Remparts,26,15,19,34,1.31,24,3
,,,,,,,,,
121,Oliver Cooper (C),Charlottetown Islanders,64,15,19,34,0.53,91,-4
122,Massimo Carozza (C/LW),Québec Remparts,68,15,19,34,0.5,30,10
123,Samuel Dove-McFalls (C),Saint John Sea Dogs,66,14,20,34,0.52,73,12
124,Mathieu Boucher (LW),Rouyn-Noranda Huskies,64,13,21,34,0.53,35,-4
125,Nicolas Meloche (D),Baie-Comeau Drakkar,44,10,24,34,0.77,99,-3
126,Olivier LeBlanc (D),totals,58,7,27,34,0.59,81,21
,,Saint John Sea Dogs,37,4,18,22,0.59,63,21
,,Cape Breton Screaming Eagles,21,3,9,12,0.57,18,0
127,Élie Bérubé (D),Gatineau Olympiques,65,6,28,34,0.52,56,4
128,Christophe Boivin (LW),Acadie-Bathurst Titan,61,16,17,33,0.54,26,-27
129,Janne Puhakka (W/C),Chicoutimi Saguenéens,63,16,17,33,0.52,24,-11
130,Jakub Zboril (D),Saint John Sea Dogs,44,13,20,33,0.75,73,2
,,,,,,,,,
131,Spenser Cobbold (LW),Charlottetown Islanders,58,11,22,33,0.57,94,2
132,Philippe Bureau-Blais (D),Blainville-Boisbriand Armada,47,6,27,33,0.7,18,1
133,Vincent Dunn (C/LW),Rimouski Océanic,46,19,13,32,0.7,153,13
134,Raphaël Corriveau (RW),Acadie-Bathurst Titan,68,19,13,32,0.47,108,-27
135,Ross Johnston (LW),Charlottetown Islanders,44,18,14,32,0.73,124,8
136,Frédérik Gauthier (C),Rimouski Océanic,37,16,16,32,0.86,21,26
137,Bronson Beaton (RW/C),totals,69,16,16,32,0.46,50,-7
,,Acadie-Bathurst Titan,39,7,6,13,0.33,25,-12
,,Moncton Wildcats,30,9,10,19,0.63,25,5
138,Sébastien Gauthier (D),totals,64,13,19,32,0.5,95,-9
,,Shawinigan Cataractes,26,5,6,11,0.42,39,2
,,Chicoutimi Saguenéens,38,8,13,21,0.55,56,-11
139,Samuel Morin (D),Rimouski Océanic,38,5,27,32,0.84,68,26
140,Antoine Waked (RW),Rouyn-Noranda Huskies,61,15,16,31,0.51,68,-14
,,,,,,,,,
141,Brad Kennedy (RW),Charlottetown Islanders,66,13,18,31,0.47,74,-14
142,Fabrizio Ricci (LW),Blainville-Boisbriand Armada,67,13,18,31,0.46,67,9
143,Pascal Laberge (C),totals,58,10,21,31,0.53,28,-9
,,Gatineau Olympiques,27,4,6,10,0.37,4,-6
,,Victoriaville Tigres,31,6,15,21,0.68,24,-3
144,Filip Pyrochta (D),Victoriaville Tigres,68,9,22,31,0.46,39,-13
145,Cavan Fitzgerald (D),Halifax Mooseheads,40,4,27,31,0.78,17,4
146,Tommy Veilleux (LW),totals,60,18,12,30,0.5,137,18
,,Victoriaville Tigres,31,10,4,14,0.45,82,5
,,Gatineau Olympiques,29,8,8,16,0.55,55,13
147,Adam Chapman (LW),totals,48,14,16,30,0.63,130,-15
,,Québec Remparts,12,5,4,9,0.75,20,-2
,,Drummondville Voltigeurs,36,9,12,21,0.58,110,-13
148,Nicholas Blanchard (LW),Acadie-Bathurst Titan,60,14,16,30,0.5,14,-19
149,Jonathan Bourcier (C),Gatineau Olympiques,66,13,17,30,0.45,28,-6
150,Olivier Caouette (LW),Shawinigan Cataractes,63,12,18,30,0.48,129,10
,,,,,,,,,
151,Maxime Fortier (RW),Halifax Mooseheads,63,9,21,30,0.48,28,-1
152,Matt Murphy (D),totals,59,8,22,30,0.51,60,6
,,Halifax Mooseheads,28,5,13,18,0.64,24,4
,,Québec Remparts,31,3,9,12,0.39,36,2
153,Frédéric Allard (D),Chicoutimi Saguenéens,62,2,28,30,0.48,24,-7
154,Antoine Marcoux (C),Victoriaville Tigres,68,15,14,29,0.43,28,-6
155,Jordan Maher (RW),Acadie-Bathurst Titan,60,13,16,29,0.48,14,-21
156,Joey Richard (RW),Gatineau Olympiques,62,12,17,29,0.47,16,-9
157,Christophe Lalancette (C),Drummondville Voltigeurs,41,11,18,29,0.71,18,-4
158,Jason Bell (D),totals,63,11,18,29,0.46,50,-22
,,Cape Breton Screaming Eagles,39,8,13,21,0.54,29,-15
,,Saint John Sea Dogs,24,3,5,8,0.33,21,-7
159,Julien Pelletier (LW/C),totals,53,10,19,29,0.55,30,-21
,,Cape Breton Screaming Eagles,26,5,9,14,0.54,14,-11
,,Rouyn-Noranda Huskies,27,5,10,15,0.56,16,-10
160,Zach Malatesta (D),Moncton Wildcats,67,8,21,29,0.43,60,4
,,,,,,,,,
161,Bradley Lalonde (D),Cape Breton Screaming Eagles,63,7,22,29,0.46,49,-2
162,Bokondji Imama (LW),totals,59,13,15,28,0.47,137,2
,,Baie-Comeau Drakkar,36,10,9,19,0.53,89,4
,,Saint John Sea Dogs,23,3,6,9,0.39,48,-2
163,Jasmin Boutet (C),Baie-Comeau Drakkar,63,11,17,28,0.44,64,-8
164,Frédéric Aubé (D),Drummondville Voltigeurs,68,7,21,28,0.41,104,-17
165,Redgie Bois (D),Rouyn-Noranda Huskies,61,4,24,28,0.46,106,8
166,Guillaume Brisebois (D),Acadie-Bathurst Titan,63,4,24,28,0.44,34,-40
167,Alexis Pépin (LW),totals,47,18,9,27,0.57,56,-4
,,Gatineau Olympiques,24,10,4,14,0.58,20,-6
,,Val-d'Or Foreurs,23,8,5,13,0.57,36,2
168,Alex Pawelczyk (LW),Shawinigan Cataractes,68,16,11,27,0.4,40,0
169,Raphaël Lafontaine (LW/C),Sherbrooke Phoenix,68,14,13,27,0.4,38,-16
170,Aaron Kerr (C),Acadie-Bathurst Titan,53,13,14,27,0.51,11,1
,,,,,,,,,
171,Alexandre Alain (C/RW),Gatineau Olympiques,62,9,18,27,0.44,20,-6
172,Guillaume McSween (D),Rimouski Océanic,63,5,22,27,0.43,62,7
173,Samuel Laberge (LW),Rimouski Océanic,61,15,11,26,0.43,68,15
174,Yegor Popov (RW/LW),Acadie-Bathurst Titan,65,7,19,26,0.4,18,-26
175,Raphaël Maheux (D),Québec Remparts,68,6,20,26,0.38,58,7
176,Éric Léger (LW),Moncton Wildcats,55,12,13,25,0.45,16,-4
177,Kyle Tibbo (F),Moncton Wildcats,59,12,13,25,0.42,56,2
178,Jérôme Verrier (RW/C),totals,40,8,17,25,0.63,64,-2
,,Drummondville Voltigeurs,9,3,2,5,0.56,21,4
,,Québec Remparts,31,5,15,20,0.65,43,-6
179,Mitchell Dempsey (LW),Saint John Sea Dogs,60,8,17,25,0.42,47,-9
180,Phélix Martineau (C),Cape Breton Screaming Eagles,66,8,17,25,0.38,46,-9
,,,,,,,,,
181,Marcus Cuomo (W/C),Québec Remparts,64,6,19,25,0.39,51,14
182,Simon Chevrier (RW),Baie-Comeau Drakkar,60,11,13,24,0.4,73,0
183,Matthew Highmore (C/W),Saint John Sea Dogs,62,11,13,24,0.39,60,-1
184,James Phelan (C),Shawinigan Cataractes,67,10,14,24,0.36,61,5
185,Emil Aronsson (C/LW),Blainville-Boisbriand Armada,49,7,17,24,0.49,20,2
186,Nathanael Halbert (D),Blainville-Boisbriand Armada,52,5,19,24,0.46,81,28
187,Guillaume Beaudoin (D),Blainville-Boisbriand Armada,50,3,21,24,0.48,65,11
188,Jérémy Bouchard (LW),Chicoutimi Saguenéens,57,11,12,23,0.4,45,-9
189,Brendan Hamelin (RW),Blainville-Boisbriand Armada,55,7,16,23,0.42,4,1
190,Vytal Côté (D/F),Val-d'Or Foreurs,62,4,19,23,0.37,71,5
,,,,,,,,,
191,Eduard Nasybullin (D),Rimouski Océanic,59,2,21,23,0.39,57,-1
192,Jordan Ty Fournier (RW),Victoriaville Tigres,55,13,9,22,0.4,90,-9
193,Daniel Del Paggio (RW),Saint John Sea Dogs,62,10,12,22,0.35,26,-10
194,François Beauchemin (C/RW),Rimouski Océanic,56,8,14,22,0.39,49,10
195,Charles-David Beaudoin (D),totals,44,7,15,22,0.5,43,9
,,Drummondville Voltigeurs,20,4,9,13,0.65,21,4
,,Rimouski Océanic,24,3,6,9,0.38,22,5
196,Alexis Vanier (D),totals,48,5,17,22,0.46,57,3
,,Baie-Comeau Drakkar,29,4,7,11,0.38,43,-5
,,Sherbrooke Phoenix,19,1,10,11,0.58,14,8
197,William Bower (C),Moncton Wildcats,66,5,17,22,0.33,50,-10
198,Yvan Mongo (LW),Blainville-Boisbriand Armada,57,12,9,21,0.37,18,-3
199,Simon Desbiens (LW),totals,56,10,11,21,0.38,66,-14
,,Sherbrooke Phoenix,33,6,7,13,0.39,39,-11
,,Baie-Comeau Drakkar,23,4,4,8,0.35,27,-3
200,Vincent Watt (LW),Halifax Mooseheads,60,10,11,21,0.35,34,-12
201,Dylan Montcalm (LW),Drummondville Voltigeurs,40,9,12,21,0.53,24,-1
202,Alexandre Delisle-Houde (RW),Blainville-Boisbriand Armada,63,7,14,21,0.33,41,3
203,Sergei Boikov (D),Drummondville Voltigeurs,64,3,18,21,0.33,64,11
204,T.J. Melancon (D),Blainville-Boisbriand Armada,66,2,19,21,0.32,20,10
205,Marc Beckstead (LW),Gatineau Olympiques,39,9,11,20,0.51,61,5
206,Filip Rydström (C),Charlottetown Islanders,50,8,12,20,0.4,38,0
207,Samuel Roussy (D),Chicoutimi Saguenéens,34,6,14,20,0.59,48,4
208,Olivier Galipeau (D),Val-d'Or Foreurs,59,6,14,20,0.34,60,8
209,Jesse Lussier (D),totals,52,5,15,20,0.38,40,10
,,Halifax Mooseheads,24,3,9,12,0.5,26,8
,,Chicoutimi Saguenéens,28,2,6,8,0.29,14,2
210,Austyn Hardie (D),Halifax Mooseheads,65,2,18,20,0.31,114,9
,,,,,,,,,
211,Jake Barter (D),Victoriaville Tigres,62,1,19,20,0.32,40,-7
212,Tristan Pomerleau (D),Victoriaville Tigres,66,0,20,20,0.3,79,-5
213,Mathieu Sévigny (LW/C),Drummondville Voltigeurs,62,11,8,19,0.31,49,-7
214,Jérémy Auger (C),Rouyn-Noranda Huskies,65,9,10,19,0.29,33,-1
215,Antoine Pouliot (D/RW),Baie-Comeau Drakkar,64,6,13,19,0.3,31,0
216,Alexandre Landreville (C),Gatineau Olympiques,66,6,13,19,0.29,24,-2
217,Gabriel Fontaine (C),Sherbrooke Phoenix,55,4,15,19,0.35,32,-7
218,Carl Tremblay (D),Chicoutimi Saguenéens,68,4,15,19,0.28,55,3
219,Philippe Pelletier-Leblanc (LW),Drummondville Voltigeurs,59,11,7,18,0.31,39,-13
220,Allan Caron (D),Rouyn-Noranda Huskies,63,8,10,18,0.29,93,22
,,,,,,,,,
221,Jeffrey Viel (LW),Acadie-Bathurst Titan,64,8,10,18,0.28,121,-19
222,Timothé Simard (RW),totals,59,6,12,18,0.31,30,-14
,,Cape Breton Screaming Eagles,28,1,7,8,0.29,16,-8
,,Chicoutimi Saguenéens,31,5,5,10,0.32,14,-6
223,Alexandre Sills (C),Rouyn-Noranda Huskies,65,5,13,18,0.28,56,-7
224,Duncan MacIntyre (D),Cape Breton Screaming Eagles,59,4,14,18,0.31,35,1
225,Morgan Nauss (D),Halifax Mooseheads,54,3,15,18,0.33,22,-15
226,Landon Schiller (RW),Chicoutimi Saguenéens,56,9,8,17,0.3,96,-7
227,Noah Zilbert (F),totals,43,8,9,17,0.4,20,-6
,,Gatineau Olympiques,10,0,1,1,0.1,2,-3
,,Moncton Wildcats,33,8,8,16,0.48,18,-3
228,Anthony Chapados (LW),Rimouski Océanic,52,7,10,17,0.33,34,-1
229,Nicolas Poulin (LW),Sherbrooke Phoenix,68,7,10,17,0.25,28,-14
230,Miguel Picard (C),Blainville-Boisbriand Armada,55,6,11,17,0.31,8,-1
,,,,,,,,,
231,Luc Deschênes (D),Charlottetown Islanders,68,4,13,17,0.25,93,4
232,Kevin Domingue (C),Sherbrooke Phoenix,64,11,5,16,0.25,14,-14
233,Nikita Li (RW),totals,62,10,6,16,0.26,12,-16
,,Saint John Sea Dogs,1,0,0,0,0,2,0
,,Victoriaville Tigres,61,10,6,16,0.26,10,-16
234,Jake Coughler (C),Gatineau Olympiques,37,9,7,16,0.43,18,-7
235,Ryan Falkenham (RW),Halifax Mooseheads,49,9,7,16,0.33,20,-13
236,Zach Moody (C),Québec Remparts,62,8,8,16,0.26,40,4
237,Matthew Boucher (LW),Drummondville Voltigeurs,63,8,8,16,0.25,64,-23
238,Samuel Tremblay (RW),Blainville-Boisbriand Armada,60,6,10,16,0.27,31,6
239,Colby Tower (C/RW),Cape Breton Screaming Eagles,56,5,11,16,0.29,18,-2
240,Julien Bahl (D),Sherbrooke Phoenix,60,5,11,16,0.27,39,-23
,,,,,,,,,
241,Nicolas Leblond (LW),Baie-Comeau Drakkar,64,4,12,16,0.25,164,-9
242,Garrett Johnston (D),Moncton Wildcats,65,2,14,16,0.25,20,1
243,Nick Welsh (D),Shawinigan Cataractes,66,2,14,16,0.24,38,22
244,Taylor Ford (D),Halifax Mooseheads,67,1,15,16,0.24,55,1
245,Samuel Leblanc (F),Halifax Mooseheads,56,9,6,15,0.27,63,-8
246,Connor Moynihan (LW/D),Halifax Mooseheads,59,8,7,15,0.25,101,-12
247,Félix Lauzon (C),Victoriaville Tigres,62,8,7,15,0.24,31,-11
248,Juraj Siska (RW/C),Saint John Sea Dogs,64,7,8,15,0.23,40,-6
249,Jacob Smith (C),Cape Breton Screaming Eagles,49,6,9,15,0.31,37,-19
250,Lane Cormier (RW),Moncton Wildcats,52,6,9,15,0.29,103,-1
,,,,,,,,,
251,Cody Donaghey (D),Québec Remparts,27,4,11,15,0.56,24,10
252,Aaron Hoyles (D),Sherbrooke Phoenix,67,4,11,15,0.22,98,-28
253,Andrew Picco (D),Rimouski Océanic,59,3,12,15,0.25,28,15
254,Mickaël Beauregard (D),Gatineau Olympiques,59,3,12,15,0.25,61,9
255,Guillaume Rioux-Legault (D),Charlottetown Islanders,63,3,12,15,0.24,97,-14
256,Samuel Guilbault (LW),Charlottetown Islanders,49,1,14,15,0.31,24,-1
257,Quinn O'Brien (C),totals,61,6,8,14,0.23,118,-10
,,Rouyn-Noranda Huskies,34,5,2,7,0.21,82,-6
,,Charlottetown Islanders,27,1,6,7,0.26,36,-4
258,Alexandre Grand-Maison (LW),Drummondville Voltigeurs,26,5,9,14,0.54,30,-3
259,Vincent Deslauriers (RW),Sherbrooke Phoenix,30,5,9,14,0.47,12,9
260,Mark Trickett (D),Acadie-Bathurst Titan,59,3,11,14,0.24,70,-17
,,,,,,,,,
261,Matthew Klebanskyj (D),Moncton Wildcats,62,3,11,14,0.23,78,27
262,Samuel Thibault (D),Baie-Comeau Drakkar,66,0,14,14,0.21,65,11
263,Chase Harwell (RW),Sherbrooke Phoenix,42,6,7,13,0.31,47,-10
264,Gabriel Gosselin (C),totals,47,6,7,13,0.28,31,-7
,,Acadie-Bathurst Titan,23,3,4,7,0.3,14,-5
,,Chicoutimi Saguenéens,24,3,3,6,0.25,17,-2
265,Adam Bateman (D),Saint John Sea Dogs,57,6,7,13,0.23,59,10
266,Mathieu Olivier (RW),totals,63,6,7,13,0.21,75,-6
,,Moncton Wildcats,33,3,4,7,0.21,39,-2
,,Shawinigan Cataractes,30,3,3,6,0.2,36,-4
267,Olivier Desjardins (D),Val-d'Or Foreurs,59,3,10,13,0.22,33,19
268,Liam Murphy (LW),Moncton Wildcats,51,7,5,12,0.24,8,0
269,Julien Avon (LW),totals,64,7,5,12,0.19,25,-20
,,Charlottetown Islanders,36,2,2,4,0.11,11,-13
