,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
26,Noah Gregor (C),Moose Jaw Warriors,72,28,45,73,1.01,33,-2
27,Ivan Provorov (D),Brandon Wheat Kings,62,21,52,73,1.18,16,64
28,Connor Gay (RW),Saskatoon Blades,70,25,47,72,1.03,17,-17
29,Kailer Yamamoto (RW/LW),Spokane Chiefs,57,19,52,71,1.25,34,20
30,Radel Fazleyev (C/LW),Calgary Hitmen,59,19,52,71,1.2,46,17
,,,,,,,,,
31,Macoy Erkamps (D),Brandon Wheat Kings,72,13,58,71,0.99,64,47
32,Cole Sanford (RW/C),totals,63,41,29,70,1.11,78,-4
,,Medicine Hat Tigers,33,21,17,38,1.15,54,-3
,,Regina Pats,30,20,12,32,1.07,24,-1
33,Dominic Turgeon (C),Portland Winterhawks,72,36,34,70,0.97,22,7
34,Ryan Gropp (LW),Seattle Thunderbirds,66,34,36,70,1.06,40,10
35,Sam Steel (C),Regina Pats,72,23,47,70,0.97,24,-8
36,Andrew Nielsen (D),Lethbridge Hurricanes,71,18,52,70,0.99,122,30
37,Yegor Babenko (RW),Lethbridge Hurricanes,67,29,40,69,1.03,36,26
38,Cameron Hebig (C/W),Saskatoon Blades,59,26,43,69,1.17,36,-12
39,Zak Zborosky (RW),Kootenay Ice,58,32,36,68,1.17,31,-9
40,Travis Sanheim (D),Calgary Hitmen,52,15,53,68,1.31,66,15
,,,,,,,,,
41,Justin Kirkland (LW/C),Kelowna Rockets,69,31,36,67,0.97,69,23
42,Vladimir Bobylyov (LW/RW),Victoria Royals,72,28,39,67,0.93,60,45
43,Jordan Topping (LW),Tri-City Americans,72,32,34,66,0.92,76,-6
44,Dillon Dubé (C/LW),Kelowna Rockets,65,26,40,66,1.02,50,8
45,Lane Bauer (C),Edmonton Oil Kings,72,29,36,65,0.9,26,16
46,Jordan Tkatch (C),Prince Albert Raiders,68,24,41,65,0.96,30,22
47,Jake DeBrusk (LW/RW),totals,61,21,44,65,1.07,47,10
,,Swift Current Broncos,24,9,17,26,1.08,15,-5
,,Red Deer Rebels,37,12,27,39,1.05,32,15
48,Ethan Bear (D),Seattle Thunderbirds,69,19,46,65,0.94,33,14
49,Cory Millette (LW),Lethbridge Hurricanes,72,34,30,64,0.89,48,4
50,Jake Bean (D),Calgary Hitmen,68,24,40,64,0.94,28,8
,,,,,,,,,
51,Brett Howden (C),Moose Jaw Warriors,68,24,40,64,0.94,61,-7
52,Chase Lang (C/RW),totals,69,27,36,63,0.91,76,-10
,,Calgary Hitmen,14,2,5,7,0.5,20,-6
,,Vancouver Giants,55,25,31,56,1.02,56,-4
53,Reid Duke (C),Brandon Wheat Kings,68,33,29,62,0.91,53,18
54,Rihards Bukarts (LW/RW),totals,65,31,31,62,0.95,35,-7
,,Brandon Wheat Kings,10,5,4,9,0.9,11,1
,,Portland Winterhawks,55,26,27,53,0.96,24,-8
55,Austin Wagner (LW),Regina Pats,70,28,34,62,0.89,84,31
56,Brad Morrison (C),Prince George Cougars,72,28,34,62,0.86,35,-7
57,Matt Needham (C),Kamloops Blazers,66,23,39,62,0.94,55,-8
58,Simon Stransky (LW/C),Prince Albert Raiders,62,19,43,62,1,19,16
59,Keegan Kolesar (RW),Seattle Thunderbirds,64,30,31,61,0.95,107,10
60,Trevor Cox (LW),totals,56,18,43,61,1.09,59,-11
,,Medicine Hat Tigers,6,4,4,8,1.33,11,0
,,Vancouver Giants,50,14,39,53,1.06,48,-11
,,,,,,,,,
61,Joe Hicketts (D),Victoria Royals,59,8,53,61,1.03,44,38
62,Jakob Stukel (LW),totals,69,36,24,60,0.87,12,2
,,Vancouver Giants,12,2,2,4,0.33,4,-6
,,Calgary Hitmen,57,34,22,56,0.98,8,8
63,Mason Shaw (C),Medicine Hat Tigers,67,17,43,60,0.9,72,-3
64,Ty Ronning (RW),Vancouver Giants,67,31,28,59,0.88,18,-7
65,Tyler Coulter (LW),Brandon Wheat Kings,69,22,37,59,0.86,55,47
66,Deven Sideroff (RW),Kamloops Blazers,63,19,40,59,0.94,28,4
67,Remi Laurencelle (LW/C),Everett Silvertips,69,28,30,58,0.84,41,3
68,Dante Hannoun (C),Victoria Royals,71,26,32,58,0.82,16,26
69,Jesse Lees (D),Prince Albert Raiders,71,23,35,58,0.82,76,9
70,Gage Quinney (C),totals,53,29,28,57,1.08,24,26
,,Kelowna Rockets,5,2,5,7,1.4,2,4
,,Kamloops Blazers,48,27,23,50,1.04,22,22
,,,,,,,,,
71,Alex Schoenborn (RW),Portland Winterhawks,67,27,30,57,0.85,80,0
72,Jansen Harkins (C),Prince George Cougars,69,24,33,57,0.83,51,-11
73,Brogan O'Brien (C/LW),Prince George Cougars,71,18,38,56,0.79,28,12
74,Parker Wotherspoon (D),Tri-City Americans,71,11,45,56,0.79,78,-16
75,Dominic Zwerger (LW),Spokane Chiefs,65,27,28,55,0.85,46,13
76,Lane Pederson (C),totals,72,20,35,55,0.76,48,-3
,,Red Deer Rebels,35,6,15,21,0.6,19,12
,,Swift Current Broncos,37,14,20,34,0.92,29,-15
77,David Quenneville (D),Medicine Hat Tigers,64,14,41,55,0.86,30,-21
78,Caleb Jones (D),Portland Winterhawks,72,10,45,55,0.76,64,4
79,Keanu Yamamoto (RW),Spokane Chiefs,71,22,32,54,0.76,50,-2
80,Michael Spacek (C/RW),Red Deer Rebels,61,18,36,54,0.89,18,5
,,,,,,,,,
81,Matt Revel (C),Kamloops Blazers,66,23,30,53,0.8,10,7
82,Jackson Houck (RW),totals,56,20,33,53,0.95,49,-15
,,Vancouver Giants,12,4,5,9,0.75,8,-10
,,Calgary Hitmen,44,16,28,44,1,41,-5
83,Glenn Gawdin (C),Swift Current Broncos,53,19,34,53,1,63,7
84,Brennan Menell (D),Vancouver Giants,69,7,46,53,0.77,36,-20
85,Nick Zajac (LW/C),Saskatoon Blades,72,20,32,52,0.72,91,-14
86,Jack Dougherty (D),Portland Winterhawks,68,11,41,52,0.76,71,1
87,Marc McNulty (D),totals,64,10,42,52,0.81,80,2
,,Kamloops Blazers,4,1,0,1,0.25,6,0
,,Moose Jaw Warriors,60,9,42,51,0.85,74,2
88,Matt Bradley (C),Medicine Hat Tigers,68,23,28,51,0.75,35,-16
89,Ryley Lindgren (C/RW),Lethbridge Hurricanes,65,27,23,50,0.77,26,-2
90,Beau McCue (RW),Tri-City Americans,72,22,28,50,0.69,40,-20
,,,,,,,,,
91,Cole Linaker (C),Kelowna Rockets,70,18,32,50,0.71,37,18
92,Arvin Atwal (D),Lethbridge Hurricanes,71,11,39,50,0.7,67,22
93,Justin Gutierrez (C),Lethbridge Hurricanes,46,22,27,49,1.07,35,15
94,Tim McGauley (C),Brandon Wheat Kings,51,22,27,49,0.96,24,14
95,Jordy Stallard (C),Calgary Hitmen,68,21,28,49,0.72,20,0
96,Carson Stadnyk (RW/C),Everett Silvertips,71,21,28,49,0.69,30,13
97,Rodrigo Abols (C),Portland Winterhawks,62,20,29,49,0.79,42,9
98,Lucas Johansen (D),Kelowna Rockets,69,10,39,49,0.71,20,11
99,Matt Alfaro (C),Kootenay Ice,65,22,26,48,0.74,96,-29
100,Vladislav Lukin (RW),Tri-City Americans,68,21,27,48,0.71,28,9
101,Tyler Sandhu (C/RW),Tri-City Americans,67,19,29,48,0.72,24,4
102,Nick Merkley (RW/C),Kelowna Rockets,43,17,31,48,1.12,44,9
103,Markson Bechtold (LW/C),Spokane Chiefs,72,17,31,48,0.67,94,3
104,Matt Fonteyne (LW),Everett Silvertips,72,16,32,48,0.67,28,8
105,Kord Pankewicz (D),Lethbridge Hurricanes,71,5,43,48,0.68,64,26
106,Colton Bobyk (D),Red Deer Rebels,72,20,27,47,0.65,96,11
107,Steven Owre (C),Medicine Hat Tigers,49,16,31,47,0.96,32,-1
108,Nikita Popugayev (RW/LW),Moose Jaw Warriors,70,16,31,47,0.67,28,-7
109,Garrett Pilon (C),Kamloops Blazers,71,15,32,47,0.66,24,1
110,Brandon Hagel (LW),Red Deer Rebels,72,13,34,47,0.65,46,22
,,,,,,,,,
111,Tate Olson (D),Prince George Cougars,65,9,38,47,0.72,90,16
112,Rourke Chartier (C),Kelowna Rockets,42,25,21,46,1.1,16,10
113,Ryan Graham (LW),Saskatoon Blades,71,22,24,46,0.65,60,-30
114,Tomas Soustal (C),Kelowna Rockets,58,20,26,46,0.79,64,17
115,Tyler Steenbergen (C/W),Swift Current Broncos,67,20,26,46,0.69,18,-18
116,Patrick Bajkov (RW/LW),Everett Silvertips,71,18,28,46,0.65,22,9
117,Conner Bleackley (C),Red Deer Rebels,55,13,33,46,0.84,49,13
118,Jason Fram (D),Spokane Chiefs,55,12,34,46,0.84,22,5
119,Max Gerlach (C),Medicine Hat Tigers,72,30,15,45,0.63,24,-27
120,Luke Philp (C),totals,39,21,24,45,1.15,36,0
,,Kootenay Ice,22,13,16,29,1.32,30,-7
,,Red Deer Rebels,17,8,8,16,0.94,6,7
,,,,,,,,,
121,Carsen Twarynski (LW),Calgary Hitmen,67,20,25,45,0.67,42,21
122,Calvin Thürkauf (C/LW),Kelowna Rockets,61,18,27,45,0.74,54,19
123,Hudson Elynuik (C),Spokane Chiefs,56,19,25,44,0.79,46,9
124,Wyatt Sloboshan (C/LW),Saskatoon Blades,66,19,25,44,0.67,26,-38
125,Adam Musil (C),Red Deer Rebels,66,19,24,43,0.65,46,7
126,Michael Rasmussen (C/W),Tri-City Americans,63,18,25,43,0.68,37,4
127,Matteo Gennaro (C/LW),totals,70,18,25,43,0.61,36,-11
,,Prince Albert Raiders,42,12,12,24,0.57,28,-14
,,Calgary Hitmen,28,6,13,19,0.68,8,3
128,Kale Clague (D),Brandon Wheat Kings,71,6,37,43,0.61,54,25
129,Dysin Mayo (D),Edmonton Oil Kings,71,6,37,43,0.61,86,0
130,Scott Eansor (C),Seattle Thunderbirds,55,12,30,42,0.76,59,10
,,,,,,,,,
131,Connor Hobbs (D),Regina Pats,58,19,22,41,0.71,106,-1
132,Jayden Halbgewachs (LW/C),Moose Jaw Warriors,69,15,26,41,0.59,4,-1
133,Kole Lind (RW),Kelowna Rockets,70,14,27,41,0.59,54,14
134,Haydn Fleury (D),Red Deer Rebels,56,12,29,41,0.73,50,18
135,Jesse Zaharichuk (RW),totals,60,12,29,41,0.68,8,-27
,,Kamloops Blazers,17,4,9,13,0.76,2,5
,,Kootenay Ice,43,8,20,28,0.65,6,-32
136,Jerret Smith (D),Seattle Thunderbirds,66,9,32,41,0.62,48,10
137,Aaron Irving (D),Edmonton Oil Kings,72,9,31,40,0.56,88,-3
138,Alec Baer (C),Vancouver Giants,68,19,20,39,0.57,24,-27
139,Donovan Neuls (C),Seattle Thunderbirds,71,14,25,39,0.55,27,0
140,Jake Kryski (LW/C),Kamloops Blazers,67,12,27,39,0.58,34,-4
,,,,,,,,,
141,Ryan Rehill (D),Kamloops Blazers,63,10,29,39,0.62,94,2
142,Dawson Davidson (D),Kamloops Blazers,59,6,33,39,0.66,32,11
143,Grayson Pawlenchuk (C/LW),Red Deer Rebels,71,22,16,38,0.54,14,19
144,Carter Popoff (C),Vancouver Giants,65,12,26,38,0.58,36,-16
145,Chase Harrison (D),Regina Pats,72,8,30,38,0.53,12,17
146,Lane Zablocki (RW),Regina Pats,72,18,19,37,0.51,95,-5
147,Jared Bethune (C),Prince George Cougars,72,16,21,37,0.51,56,8
148,Presten Kopek (C),totals,68,11,26,37,0.54,31,-8
,,Red Deer Rebels,37,5,13,18,0.49,19,0
,,Spokane Chiefs,31,6,13,19,0.61,12,-8
149,Max Lajoie (D),Swift Current Broncos,62,8,29,37,0.6,28,-21
150,Brycen Martin (D),totals,66,6,31,37,0.56,39,8
,,Saskatoon Blades,25,3,21,24,0.96,18,5
,,Everett Silvertips,41,3,10,13,0.32,21,3
,,,,,,,,,
151,Ty Stanton (D),Medicine Hat Tigers,67,5,32,37,0.55,66,-9
152,Braylon Shmyr (LW),totals,62,17,19,36,0.58,14,3
,,Brandon Wheat Kings,28,8,8,16,0.57,4,18
,,Saskatoon Blades,34,9,11,20,0.59,10,-15
153,Jordy Bellerive (C),Lethbridge Hurricanes,65,11,25,36,0.55,75,16
154,Austin Glover (C/RW),Prince Albert Raiders,42,10,26,36,0.86,16,10
155,Cole MacDonald (D),Everett Silvertips,71,9,27,36,0.51,24,6
156,Cal Foote (D),Kelowna Rockets,71,8,28,36,0.51,36,16
157,Brandon Baddock (LW),Edmonton Oil Kings,68,22,13,35,0.51,143,-11
158,Jamal Watson (LW/RW),totals,58,19,14,33,0.57,35,-7
,,Seattle Thunderbirds,29,6,8,14,0.48,25,-1
,,Swift Current Broncos,29,13,6,19,0.66,10,-6
159,Tanner Jeannot (LW),Moose Jaw Warriors,72,17,16,33,0.46,65,3
160,Wyatt Johnson (C),totals,47,13,20,33,0.7,40,-1
,,Red Deer Rebels,38,9,17,26,0.68,34,4
,,Spokane Chiefs,9,4,3,7,0.78,6,-5
,,,,,,,,,
161,Logan Fisher (C),Victoria Royals,72,11,22,33,0.46,59,16
162,Artyom Minulin (D),Swift Current Broncos,72,5,28,33,0.46,18,1
163,Alexander True (C),Seattle Thunderbirds,65,14,18,32,0.49,26,-10
164,Curtis Miske (LW),Spokane Chiefs,70,12,20,32,0.46,36,0
165,Juuso Välimäki (D),Tri-City Americans,56,7,25,32,0.57,24,-1
166,Nolan Volcan (LW),Seattle Thunderbirds,59,16,15,31,0.53,32,7
167,Graham Millar (RW),Everett Silvertips,70,15,16,31,0.44,18,-10
168,Tanner Kaspick (C),Brandon Wheat Kings,53,13,18,31,0.58,37,15
169,Pavel Karnaukhov (LW/C),Calgary Hitmen,49,12,19,31,0.63,52,-8
170,Carter Folk (LW),Lethbridge Hurricanes,66,10,21,31,0.47,77,9
,,,,,,,,,
171,Blake Heinrich (D),Portland Winterhawks,70,10,21,31,0.44,118,17
172,Joe Carvalho (D),Prince George Cougars,72,2,29,31,0.43,41,1
173,Evan Polei (LW),Red Deer Rebels,58,16,14,30,0.52,73,8
174,Radovan Bondra (RW/LW),Vancouver Giants,58,15,15,30,0.52,28,-32
175,Stelio Mattheos (RW/C),Brandon Wheat Kings,50,13,17,30,0.6,10,12
176,Colby McAuley (C/W),Prince George Cougars,66,13,17,30,0.45,156,9
177,Layne Bensmiller (RW),totals,74,11,19,30,0.41,18,-7
,,Calgary Hitmen,44,8,16,24,0.55,14,-2
,,Prince Albert Raiders,30,3,3,6,0.2,4,-5
178,Colton Waltz (D),totals,65,5,25,30,0.46,102,-5
,,Brandon Wheat Kings,34,2,14,16,0.47,47,12
,,Saskatoon Blades,31,3,11,14,0.45,55,-17
179,Chaz Reddekopp (D),Victoria Royals,70,4,26,30,0.43,102,19
180,Kody McDonald (RW/C),Prince George Cougars,71,15,14,29,0.41,137,5
,,,,,,,,,
181,Luke Coleman (LW),Prince Albert Raiders,70,13,16,29,0.41,31,-19
182,Keegan Iverson (RW/C),Portland Winterhawks,55,11,18,29,0.53,58,-3
183,Clayton Kirichenko (D),totals,48,6,23,29,0.6,21,4
,,Vancouver Giants,12,2,7,9,0.75,2,-1
,,Medicine Hat Tigers,36,4,16,20,0.56,19,5
184,Ben Carroll (D),Edmonton Oil Kings,68,5,24,29,0.43,42,9
185,Mason McCarty (RW),Saskatoon Blades,64,18,10,28,0.44,50,-21
186,Scott Feser (LW),Swift Current Broncos,72,12,16,28,0.39,37,-34
187,Brendan Guhle (D),Prince Albert Raiders,63,10,18,28,0.44,53,-5
188,Tyler Benson (LW),Vancouver Giants,30,9,19,28,0.93,46,0
189,Ben Thomas (D),totals,74,8,20,28,0.38,50,-35
,,Calgary Hitmen,14,0,3,3,0.21,10,-10
,,Vancouver Giants,60,8,17,25,0.42,40,-25
190,Noah Juulsen (D),Everett Silvertips,63,7,21,28,0.44,37,0
,,,,,,,,,
191,Josh Thrower (D),totals,71,3,25,28,0.39,93,6
,,Vancouver Giants,40,0,9,9,0.23,59,-15
,,Moose Jaw Warriors,31,3,16,19,0.61,34,21
192,Tyler Robertson (LW),Edmonton Oil Kings,72,14,13,27,0.38,55,-17
193,Mark Rassell (C),Medicine Hat Tigers,70,13,14,27,0.39,15,-16
194,Dawson Leedahl (LW),Everett Silvertips,48,12,15,27,0.56,78,16
195,Cody Glass (C),Portland Winterhawks,65,10,17,27,0.42,20,-2
196,Brandon Carlo (D),Tri-City Americans,52,5,22,27,0.52,94,8
197,Jiri Smejkal (C/LW),totals,58,5,22,27,0.47,52,-9
,,Moose Jaw Warriors,28,4,14,18,0.64,34,-3
,,Kamloops Blazers,30,1,8,9,0.3,18,-6
198,Jaret Anderson-Dolan (C),Spokane Chiefs,65,14,12,26,0.4,21,-7
199,Dario Meyer (RW),Edmonton Oil Kings,56,13,13,26,0.46,22,-6
200,Colton Kroeker (C),totals,62,13,13,26,0.42,10,-14
,,Regina Pats,38,8,5,13,0.34,8,-9
,,Lethbridge Hurricanes,24,5,8,13,0.54,2,-5
201,Quinn Benjafield (RW),Kamloops Blazers,69,11,15,26,0.38,41,-8
202,Ethan Price (RW),Victoria Royals,70,11,15,26,0.37,24,-2
203,Brian Williams (C),totals,58,10,16,26,0.45,20,-28
,,Tri-City Americans,31,7,13,20,0.65,12,-19
,,Medicine Hat Tigers,27,3,3,6,0.22,8,-9
204,Tim Vanstone (C/RW),Prince Albert Raiders,72,9,17,26,0.36,64,-13
205,Matt Barberis (D),Vancouver Giants,49,7,19,26,0.53,25,-10
206,Nolan Reid (D),Saskatoon Blades,72,4,22,26,0.36,33,-34
207,Tyson Helgesen (D),Spokane Chiefs,63,3,23,26,0.41,59,-4
208,Libor Hájek (D),Saskatoon Blades,69,3,23,26,0.38,76,-19
209,Nick Chyzowski (C/LW),Kamloops Blazers,72,15,10,25,0.35,33,-20
210,Morgan Geekie (C),Tri-City Americans,66,12,13,25,0.38,10,3
,,,,,,,,,
211,Adam Berg (LW),Regina Pats,60,10,15,25,0.42,40,9
212,Evan Weinger (RW),Portland Winterhawks,63,10,15,25,0.4,33,9
213,Cale Fleury (D),Kootenay Ice,61,8,17,25,0.41,45,-37
214,Sergei Zborovsky (D),Regina Pats,64,8,17,25,0.39,61,15
215,Skyler McKenzie (LW),Portland Winterhawks,68,8,17,25,0.37,48,3
216,Beck Malenstyn (LW),Calgary Hitmen,70,8,17,25,0.36,47,0
217,Ryan Gagnon (D),Victoria Royals,70,5,20,25,0.36,87,46
218,Sam Ruopp (D),Prince George Cougars,69,4,21,25,0.36,100,23
219,Colton Kehler (RW/C),Edmonton Oil Kings,62,17,7,24,0.39,47,-14
220,Tyler Mrkonijc (RW),totals,62,13,11,24,0.39,14,9
,,Prince George Cougars,10,1,0,1,0.1,2,0
,,Calgary Hitmen,52,12,11,23,0.44,12,9
,,,,,,,,,
221,Dylan Coghlan (D),Tri-City Americans,70,4,20,24,0.34,39,5
222,Tanner Faith (D),Moose Jaw Warriors,59,3,21,24,0.41,54,-9
223,Mitch Wheaton (D),totals,70,1,23,24,0.34,62,13
,,Saskatoon Blades,38,0,10,10,0.26,50,-10
,,Brandon Wheat Kings,32,1,13,14,0.44,12,23
224,Rykr Cole (C),Regina Pats,63,12,11,23,0.37,30,-11
225,Cavin Leth (C),totals,74,12,11,23,0.31,64,-8
,,Swift Current Broncos,39,6,7,13,0.33,33,-12
,,Seattle Thunderbirds,35,6,4,10,0.29,31,4
226,Nikita Soshnin (LW),Saskatoon Blades,64,11,12,23,0.36,10,-20
227,Ty Lewis (LW),Brandon Wheat Kings,48,10,13,23,0.48,6,0
228,Davis Koch (C/RW),Edmonton Oil Kings,58,9,14,23,0.4,8,12
229,Alex Overhardt (C),Portland Winterhawks,68,9,14,23,0.34,66,-2
230,Tanner Lishchynsky (D),Kootenay Ice,60,8,15,23,0.38,70,-30
,,,,,,,,,
231,Rodney Southam (RW/C),Kelowna Rockets,60,8,15,23,0.38,80,8
232,Keoni Texeira (D),Portland Winterhawks,72,8,15,23,0.32,46,-2
233,Joe Gatenby (D),Kelowna Rockets,66,3,20,23,0.35,31,31
234,Andrew Koep (C/LW),Edmonton Oil Kings,71,11,11,22,0.31,37,-9
235,Luke Harrison (RW),totals,66,10,12,22,0.33,53,0
,,Kamloops Blazers,4,0,0,0,0,15,-5
,,Spokane Chiefs,7,2,0,2,0.29,4,-5
,,Brandon Wheat Kings,6,2,0,2,0.33,0,2
,,Prince George Cougars,49,6,12,18,0.37,34,8
236,Duncan Campbell (C),Brandon Wheat Kings,72,10,12,22,0.31,40,7
237,Jeff de Wit (C),Red Deer Rebels,70,7,15,22,0.31,25,4
238,Noah Philp (C),Kootenay Ice,67,6,16,22,0.33,14,-38
239,Colby Sissons (D),Swift Current Broncos,71,3,19,22,0.31,26,-13
240,Sean Montgomery (C),Prince Albert Raiders,72,12,9,21,0.29,10,-8
,,,,,,,,,
241,Alex Mowbray (RW),Medicine Hat Tigers,68,11,10,21,0.31,33,-19
242,Paul Bittner (LW),Portland Winterhawks,25,10,11,21,0.84,21,-4
243,Kolten Olynek (C/RW),totals,69,9,12,21,0.3,22,-1
,,Spokane Chiefs,23,2,2,4,0.17,8,-4
,,Prince Albert Raiders,46,7,10,17,0.37,14,3
244,Taylor Sanheim (LW),Calgary Hitmen,61,6,15,21,0.34,103,-1
245,Nelson Nogier (D),Red Deer Rebels,69,4,17,21,0.3,79,27
246,Ondrej Vala (D),Kamloops Blazers,72,4,17,21,0.29,52,1
247,Matt Sozanski (D),Spokane Chiefs,62,3,18,21,0.34,28,-14
248,Hunter Warner (D),Prince Albert Raiders,72,3,18,21,0.29,78,1
249,Shane Collins (D),Prince George Cougars,69,2,19,21,0.3,51,18
250,Keegan Kanzig (D),Calgary Hitmen,53,13,7,20,0.38,75,15
,,,,,,,,,
251,Jesse Shynkaruk (C/LW),Moose Jaw Warriors,64,10,10,20,0.31,36,-17
252,Thomas Foster (C),Vancouver Giants,28,8,12,20,0.71,20,-6
253,Brady Reagan (D),Lethbridge Hurricanes,71,6,14,20,0.28,63,22
254,Nicholas Holowko (LW),Seattle Thunderbirds,72,6,14,20,0.28,32,-5
255,Jared Freadrich (D),Regina Pats,58,5,15,20,0.34,21,-3
256,Michael Zipp (D),Calgary Hitmen,71,5,15,20,0.28,92,1
257,Ryan Vandervlis (C),Lethbridge Hurricanes,64,9,10,19,0.3,29,-5
258,Devon Skoleski (RW),Everett Silvertips,66,9,10,19,0.29,18,-4
259,Parker Kelly (C/RW),Prince Albert Raiders,68,8,11,19,0.28,31,12
260,Colten Veloso (RW),Portland Winterhawks,71,11,7,18,0.25,22,-3
,,,,,,,,,
261,Jared Dmytriw (RW),Victoria Royals,71,11,7,18,0.25,33,20
262,Connor Dewar (C/LW),Everett Silvertips,72,11,7,18,0.25,24,-1
263,Riley Whittingham (RW),Spokane Chiefs,34,8,10,18,0.53,50,2
264,Niklas Andersen (C/RW),Spokane Chiefs,47,8,10,18,0.38,14,-5
265,Bryan Allbee (D),totals,65,8,10,18,0.28,32,-30
,,Kootenay Ice,40,4,6,10,0.25,20,-24
,,Seattle Thunderbirds,25,4,4,8,0.32,12,-6
266,Calvin Spencer (RW),Swift Current Broncos,65,8,10,18,0.28,61,-7
267,Regan Nagy (RW),Victoria Royals,72,8,10,18,0.25,26,13
268,Evan Fiala (D),Spokane Chiefs,55,6,12,18,0.33,101,18
269,Dustin Perillat (D),totals,42,5,13,18,0.43,28,-25
,,Moose Jaw Warriors,11,0,2,2,0.18,6,-2
,,Saskatoon Blades,31,5,11,16,0.52,22,-23
270,Jordan Thomson (D),totals,70,5,13,18,0.26,48,4
,,Swift Current Broncos,24,2,4,6,0.25,18,-11
,,Brandon Wheat Kings,46,3,9,12,0.26,30,15
,,,,,,,,,
271,Sean Richards (LW),Regina Pats,54,3,15,18,0.33,58,-3
272,Terrell Draude (C),totals,56,11,6,17,0.3,53,-33
,,Calgary Hitmen,9,2,0,2,0.22,2,-5
,,Saskatoon Blades,47,9,6,15,0.32,51,-28
273,Luke Bertolucci (RW),Edmonton Oil Kings,67,5,12,17,0.25,36,-19
274,Loch Morrison (D),totals,70,4,13,17,0.24,78,1
,,Calgary Hitmen,40,2,9,11,0.28,52,-2
,,Prince Albert Raiders,30,2,4,6,0.2,26,3
275,Josh Paterson (C),Saskatoon Blades,61,12,4,16,0.26,8,-14
276,Jacob Cardiff (D),Spokane Chiefs,59,9,7,16,0.27,45,-3
277,Austin Wellsby (LW),Kootenay Ice,64,8,8,16,0.25,16,-25
278,Jake Leschyshyn (C),Regina Pats,66,7,9,16,0.24,38,-18
279,Taylor Cooper (LW),Regina Pats,27,6,10,16,0.59,20,-4
280,Turner Ottenbreit (D),Seattle Thunderbirds,69,5,11,16,0.23,88,15
,,,,,,,,,
281,Logan Christensen (C/LW),Saskatoon Blades,61,4,12,16,0.26,14,-20
282,Dallas Valentine (D),totals,57,3,13,16,0.28,30,15
,,Moose Jaw Warriors,6,1,1,2,0.33,4,3
,,Kamloops Blazers,51,2,12,14,0.27,26,12
283,Kevin Davis (D),Everett Silvertips,69,3,13,16,0.23,19,2
284,Landon Quinney (C),Moose Jaw Warriors,69,3,13,16,0.23,55,-4
285,Vojtech Budik (D),Prince Albert Raiders,70,3,13,16,0.23,20,0
286,Ryan Gardiner (D),Moose Jaw Warriors,71,0,16,16,0.23,25,3
287,Ryan Bowen (RW),Moose Jaw Warriors,70,9,6,15,0.21,19,-4
288,Ethan McIndoe (C/LW),Spokane Chiefs,62,8,7,15,0.24,26,-14
