,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
289,Jermaine Loewen (LW/RW),Kamloops Blazers,67,8,7,15,0.22,96,-5
290,Bartek Bison (LW),Prince George Cougars,56,6,9,15,0.27,48,7
,,,,,,,,,
291,Jared Hauf (D),Seattle Thunderbirds,72,2,13,15,0.21,88,10
292,Kayle Doetzel (D),Red Deer Rebels,58,1,14,15,0.26,58,29
293,Riley Woods (C/LW),Regina Pats,31,9,5,14,0.45,4,-1
294,Nolan Yaremko (LW),Tri-City Americans,69,8,6,14,0.2,37,-7
295,Dakota Odgers (C/LW),Vancouver Giants,72,8,6,14,0.19,91,-20
296,Kade Jensen (D),Swift Current Broncos,69,7,7,14,0.2,88,-12
297,Matthew Wedman (C),Seattle Thunderbirds,70,6,8,14,0.2,24,-3
298,Cal Babych (RW),Prince Albert Raiders,56,5,9,14,0.25,24,10
299,Aaron Boyd (C),Prince George Cougars,61,5,9,14,0.23,34,-4
300,Lucas Skrumeda (D),Everett Silvertips,63,1,13,14,0.22,27,1
301,Zach Fischer (RW),Medicine Hat Tigers,35,8,5,13,0.37,15,-7
302,River Beattie (RW),Kootenay Ice,59,8,5,13,0.22,63,-48
303,Tanner Wishnowski (LW),Kelowna Rockets,54,7,6,13,0.24,53,-2
304,Parker AuCoin (C),Tri-City Americans,59,6,7,13,0.22,19,-5
305,Tyler Adams (C),Swift Current Broncos,72,6,7,13,0.18,69,-11
306,Ty Schultz (D),Medicine Hat Tigers,71,3,10,13,0.18,28,-21
307,Ryan Hughes (C),Portland Winterhawks,71,3,10,13,0.18,33,-1
308,Tristen Pfeifer (D),Everett Silvertips,60,2,11,13,0.22,37,13
309,Colby Harmsworth (D),Calgary Hitmen,67,2,11,13,0.19,51,3
310,Dalton Yorke (D),Prince Albert Raiders,70,2,11,13,0.19,122,12
,,,,,,,,,
311,Austin Strand (D),Red Deer Rebels,71,2,11,13,0.18,49,9
312,Brad Forrest (D),Medicine Hat Tigers,72,1,12,13,0.18,26,-29
313,Austin Pratt (C/LW),Red Deer Rebels,56,8,4,12,0.21,11,5
314,Matthew Campese (LW),Kamloops Blazers,56,8,4,12,0.21,25,2
315,Dario Winkler (C/RW),totals,59,7,5,12,0.2,22,0
,,Brandon Wheat Kings,2,0,0,0,0,0,0
,,Everett Silvertips,57,7,5,12,0.21,22,0
316,Caleb Fantillo (RW),Medicine Hat Tigers,63,6,6,12,0.19,42,-16
317,Colby Williams (D),Regina Pats,19,5,7,12,0.63,20,2
318,Barrett Sheen (LW),Lethbridge Hurricanes,46,4,8,12,0.26,44,3
319,Spencer Bast (RW),Kamloops Blazers,47,4,8,12,0.26,7,1
320,Tristan Langan (C/LW),Moose Jaw Warriors,38,3,9,12,0.32,4,4
,,,,,,,,,
321,Ben Duperreault (C/LW),Lethbridge Hurricanes,39,3,9,12,0.31,4,5
322,Lukus MacKenzie (LW),Saskatoon Blades,53,2,10,12,0.23,42,-6
323,Dmitri Osipov (D),Vancouver Giants,72,2,10,12,0.17,102,-23
324,Brayden Gorda (D),Edmonton Oil Kings,60,1,11,12,0.2,42,-4
325,Ryan Peckford (C),Victoria Royals,62,8,3,11,0.18,10,1
326,Kole Gable (LW),Edmonton Oil Kings,53,6,5,11,0.21,30,-6
327,Cam Hausinger (RW),Saskatoon Blades,58,6,5,11,0.19,68,-14
328,Josh Uhrich (RW),totals,66,6,5,11,0.17,66,-9
,,Saskatoon Blades,27,4,3,7,0.26,24,-5
,,Seattle Thunderbirds,39,2,2,4,0.1,42,-4
329,Mackenze Stewart (D/LW),Tri-City Americans,36,5,6,11,0.31,47,2
330,Kobe Mohr (LW),Edmonton Oil Kings,46,5,6,11,0.24,22,-13
,,,,,,,,,
331,Ralph Jarratt (D),Victoria Royals,69,3,8,11,0.16,15,13
332,Devante Stephens (D),Kelowna Rockets,72,2,9,11,0.15,58,12
333,Scott Walford (D),Victoria Royals,36,1,10,11,0.31,12,8
334,Sahvan Khaira (D),totals,67,1,10,11,0.16,43,-19
,,Seattle Thunderbirds,34,0,4,4,0.12,31,-8
,,Swift Current Broncos,33,1,6,7,0.21,12,-11
335,Troy Murray (D),Kootenay Ice,63,0,11,11,0.17,64,-39
336,Max Patterson (RW),Kootenay Ice,64,7,3,10,0.16,22,-18
337,Connor Gutenberg (C),Brandon Wheat Kings,44,6,4,10,0.23,4,10
338,Taylor Crunk (LW),Vancouver Giants,46,6,4,10,0.22,61,-20
339,Ryan Jevne (RW),Medicine Hat Tigers,65,6,4,10,0.15,24,-21
340,Bryton Sayers (D),Saskatoon Blades,29,5,5,10,0.34,31,-19
,,,,,,,,,
341,Mark Kastelic (C),Calgary Hitmen,59,5,5,10,0.17,39,-9
342,Josh Brook (D),Moose Jaw Warriors,30,4,6,10,0.33,18,2
343,Dylan Stewart (LW),totals,55,4,6,10,0.18,6,-21
,,Prince Albert Raiders,11,2,1,3,0.27,2,3
,,Kootenay Ice,44,2,5,7,0.16,4,-24
344,Roman Dymacek (LW),Kootenay Ice,55,4,6,10,0.18,40,-34
345,Dallas Hines (D),Kootenay Ice,59,4,6,10,0.17,16,-23
346,Brian King (C),Everett Silvertips,60,4,6,10,0.17,11,4
347,Vince Loschiavo (RW/C),Kootenay Ice,61,4,6,10,0.16,34,-47
348,Kyle Olson (RW),Tri-City Americans,19,3,7,10,0.53,20,-4
349,Andreas Schumacher (C/LW),totals,50,3,7,10,0.2,20,-3
,,Swift Current Broncos,17,2,1,3,0.18,4,-5
,,Seattle Thunderbirds,33,1,6,7,0.21,16,2
350,Tyler Preziuso (RW),Medicine Hat Tigers,59,3,7,10,0.17,13,-16
,,,,,,,,,
351,Maxwell James (LW),Tri-City Americans,64,3,7,10,0.16,139,-11
352,Aaron Macklin (LW),Regina Pats,62,2,8,10,0.16,109,-16
353,Igor Merezhko (D),Lethbridge Hurricanes,56,0,10,10,0.18,61,14
354,Owen Hardy (C/LW),Vancouver Giants,45,5,4,9,0.2,17,-3
355,Brett Davis (RW),Lethbridge Hurricanes,53,5,4,9,0.17,17,-4
356,Gordie Ballhorn (D),Kelowna Rockets,59,3,6,9,0.15,56,16
357,Dawson Martin (LW),Calgary Hitmen,60,2,7,9,0.15,37,1
358,Dalton Hamaliuk (D),Spokane Chiefs,69,2,7,9,0.13,31,5
359,James Hilsendager (D),Regina Pats,64,0,9,9,0.14,56,-20
360,Yan Khomenko (RW),Everett Silvertips,46,5,3,8,0.17,14,-2
,,,,,,,,,
361,Brandon Ralph (LW),Everett Silvertips,55,5,3,8,0.15,23,-7
362,Jake Christiansen (D),Everett Silvertips,48,4,4,8,0.17,10,1
363,Tyson Gruninger (RW),Edmonton Oil Kings,49,4,4,8,0.16,38,-5
364,Luc Smith (C/W),Regina Pats,57,4,4,8,0.14,95,-3
365,Jared Legien (LW),Kootenay Ice,69,4,4,8,0.12,37,-23
366,Gustav Olhaver (C/LW),totals,51,3,5,8,0.16,19,-14
,,Seattle Thunderbirds,31,2,3,5,0.16,17,-9
,,Swift Current Broncos,20,1,2,3,0.15,2,-5
367,James Shearer (D),Brandon Wheat Kings,58,3,5,8,0.14,20,7
368,Riley Stadel (D),Kelowna Rockets,56,2,6,8,0.14,108,-12
369,Anatoli Yelizarov (D),Edmonton Oil Kings,57,2,6,8,0.14,45,-11
370,Branden Klatt (LW),Edmonton Oil Kings,43,1,7,8,0.19,17,-11
,,,,,,,,,
371,Brendan De Jong (D),Portland Winterhawks,72,1,7,8,0.11,18,-13
372,Dawson Holt (RW/C),Vancouver Giants,40,0,8,8,0.2,20,-12
373,David Brumm (C),Vancouver Giants,42,5,2,7,0.17,20,-4
374,Bryce Platt (LW),Calgary Hitmen,34,4,3,7,0.21,32,2
375,Austyn Playfair (C),Tri-City Americans,30,3,4,7,0.23,32,0
376,Linden McCorrister (LW),Brandon Wheat Kings,38,3,4,7,0.18,9,-3
377,Luke Gingras (C),Saskatoon Blades,44,3,4,7,0.16,72,-17
378,Jason Wenzel (D/F),Kootenay Ice,57,3,4,7,0.12,16,-30
379,Dylan Williamson (LW),Prince Albert Raiders,60,3,4,7,0.12,33,-8
380,Schael Higson (D),totals,63,3,4,7,0.11,87,-6
,,Saskatoon Blades,33,3,2,5,0.15,32,-16
,,Brandon Wheat Kings,30,0,2,2,0.07,55,10
,,,,,,,,,
381,Brady Pouteau (D),Regina Pats,43,2,5,7,0.16,6,2
382,Joel Lakusta (D),Prince George Cougars,44,2,5,7,0.16,19,8
383,Jonathan Smart (D),Kelowna Rockets,44,2,5,7,0.16,20,12
384,Andrew Fyten (C),Calgary Hitmen,52,2,5,7,0.13,87,-10
385,Nolan Kneen (D),Kamloops Blazers,52,1,6,7,0.13,33,-5
386,Garrett Armour (LW),Brandon Wheat Kings,56,1,6,7,0.13,59,-1
387,Kurtis Rutledge (D),Tri-City Americans,58,1,6,7,0.12,28,-9
388,Darian Skeoch (D/RW),Lethbridge Hurricanes,59,1,6,7,0.12,106,7
389,Marsel Ibragimov (D),Victoria Royals,66,1,6,7,0.11,32,31
390,Jake Toporowski (D),Spokane Chiefs,53,0,7,7,0.13,12,-9
,,,,,,,,,
391,Mario Grman (D),Kootenay Ice,68,0,7,7,0.1,54,-35
392,Patrik Maier (D),totals,48,4,2,6,0.13,61,-9
,,Kamloops Blazers,18,2,1,3,0.17,23,-1
,,Moose Jaw Warriors,30,2,1,3,0.1,38,-8
393,Kaden Elder (RW),totals,61,4,2,6,0.1,9,-13
,,Seattle Thunderbirds,14,2,0,2,0.14,0,1
,,Swift Current Broncos,47,2,2,4,0.09,9,-14
394,Reese Johnson (RW),Red Deer Rebels,36,3,3,6,0.17,31,-2
395,Jarret Tyszka (D),Seattle Thunderbirds,48,3,3,6,0.13,14,-1
396,Jesse Roach (RW),totals,54,3,3,6,0.11,17,-8
,,Vancouver Giants,6,1,0,1,0.17,4,-1
,,Edmonton Oil Kings,48,2,3,5,0.1,13,-7
397,Shane Allan (C/RW),Kootenay Ice,66,3,3,6,0.09,37,-21
398,Taylor Vickerman (LW/C),Tri-City Americans,15,2,4,6,0.4,4,-5
399,Elliott Peterson (LW/D),totals,19,2,4,6,0.32,9,-5
,,Calgary Hitmen,14,1,4,5,0.36,7,-4
,,Vancouver Giants,5,1,0,1,0.2,2,-1
400,Justin Almeida (C),Prince George Cougars,48,2,4,6,0.13,0,-4
