,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
53,Julien Gauthier (RW),Val-d'Or Foreurs,54,41,16,57,1.06,24,24
54,Shawn St-Amant (LW/RW),Val-d'Or Foreurs,60,23,34,57,0.95,38,46
55,Nathan Noel (C),Saint John Sea Dogs,61,21,36,57,0.93,94,4
56,Dmitri Zhukenov (C),Chicoutimi Saguenéens,64,15,42,57,0.89,58,-2
57,Jeffrey Viel (LW),Acadie-Bathurst Titan,66,33,23,56,0.85,132,-4
58,Brad Kennedy (RW),Charlottetown Islanders,64,25,31,56,0.88,85,0
59,Daniel Del Paggio (RW),Saint John Sea Dogs,65,20,35,55,0.85,38,7
60,Tyler Boland (C),Rimouski Océanic,67,26,28,54,0.81,38,-1
,,,,,,,,,
61,Filip Chlapík (C),Charlottetown Islanders,52,12,42,54,1.04,50,-15
62,Mario Huber (RW/C),Victoriaville Tigres,63,20,31,51,0.81,40,14
63,Matt Murphy (D),totals,68,11,40,51,0.75,45,21
,,Québec Remparts,31,3,19,22,0.71,26,6
,,Saint John Sea Dogs,37,8,21,29,0.78,19,15
64,Kevin Klima (LW/C),Moncton Wildcats,52,23,27,50,0.96,81,-10
65,Antoine Morand (C),Acadie-Bathurst Titan,48,14,36,50,1.04,37,-3
66,Jérémy Lauzon (D),Rouyn-Noranda Huskies,46,10,40,50,1.09,80,40
67,Carl Neill (D),Sherbrooke Phoenix,64,8,42,50,0.78,63,-19
68,Oliver Cooper (C),Charlottetown Islanders,61,24,25,49,0.8,97,-11
69,Samuel Laberge (LW),Rimouski Océanic,63,21,27,48,0.76,103,10
70,Vincent Deslauriers (RW),totals,67,21,27,48,0.72,42,-6
,,Sherbrooke Phoenix,35,10,16,26,0.74,26,-4
,,Baie-Comeau Drakkar,32,11,11,22,0.69,16,-2
,,,,,,,,,
71,Mathieu Ayotte (C),Victoriaville Tigres,50,20,28,48,0.96,20,-1
72,Alexis Pépin (LW),Val-d'Or Foreurs,62,23,24,47,0.76,87,4
73,Filip Rydström (C),Charlottetown Islanders,68,21,26,47,0.69,67,7
74,Spencer Smallman (RW),Saint John Sea Dogs,59,19,28,47,0.8,59,8
75,Loik Léveillé (D),Cape Breton Screaming Eagles,61,16,31,47,0.77,68,12
76,Alexandre Carrier (D),Gatineau Olympiques,57,12,35,47,0.82,50,22
77,Julien Nantel (C/LW),Rouyn-Noranda Huskies,52,22,24,46,0.88,28,24
78,Daniel Sprong (RW/LW),Charlottetown Islanders,33,16,30,46,1.39,22,-7
79,Otto Somppi (C),Halifax Mooseheads,59,13,33,46,0.78,25,-15
80,Simon Bourque (D),Rimouski Océanic,66,12,34,46,0.7,50,-3
,,,,,,,,,
81,Julien Pelletier (LW/C),Sherbrooke Phoenix,60,27,18,45,0.75,48,-22
82,Charley Graaskamp (C),totals,57,20,25,45,0.79,66,5
,,Québec Remparts,25,12,12,24,0.96,32,14
,,Drummondville Voltigeurs,32,8,13,21,0.66,34,-9
83,Gabriel Fontaine (C),Rouyn-Noranda Huskies,63,20,25,45,0.71,43,29
84,Philippe Myers (D),Rouyn-Noranda Huskies,63,17,28,45,0.71,44,52
85,Stephen Johnson (F),Moncton Wildcats,65,16,29,45,0.69,54,3
86,Cavan Fitzgerald (D),totals,60,15,30,45,0.75,46,15
,,Halifax Mooseheads,32,10,16,26,0.81,25,-10
,,Shawinigan Cataractes,28,5,14,19,0.68,21,25
87,Thomas Chabot (D),Saint John Sea Dogs,47,11,34,45,0.96,79,27
88,Mathieu Nadeau (RW),Val-d'Or Foreurs,67,15,29,44,0.66,31,27
89,Phélix Martineau (C),Cape Breton Screaming Eagles,62,20,23,43,0.69,76,5
90,Alexandre Fortin (LW),Rouyn-Noranda Huskies,54,19,24,43,0.8,17,13
,,,,,,,,,
91,Fabrizio Ricci (LW),Baie-Comeau Drakkar,66,19,24,43,0.65,76,-18
92,Joe Veleno (C),Saint John Sea Dogs,62,13,30,43,0.69,21,7
93,Adam Marsh (LW),Saint John Sea Dogs,48,23,19,42,0.88,59,9
94,Daniil Miromanov (D/RW),Acadie-Bathurst Titan,64,22,20,42,0.66,18,-6
95,Gabriel Slight (LW),totals,61,21,21,42,0.69,113,-19
,,Shawinigan Cataractes,35,11,18,29,0.83,64,-6
,,Drummondville Voltigeurs,26,10,3,13,0.5,49,-13
96,Kameron Kielly (RW/C),Charlottetown Islanders,48,15,27,42,0.88,36,6
97,Kelly Klima (RW),Moncton Wildcats,62,24,17,41,0.66,62,-10
98,Frédéric Aubé (D),Drummondville Voltigeurs,67,7,34,41,0.61,103,-28
99,Kristian Pospisil (LW),Blainville-Boisbriand Armada,52,25,15,40,0.77,74,-7
100,Zack MacEwen (RW),Moncton Wildcats,66,10,30,40,0.61,56,-9
101,François Beauchemin (C/RW),totals,64,19,20,39,0.61,66,26
,,Rimouski Océanic,32,3,7,10,0.31,32,8
,,Val-d'Or Foreurs,32,16,13,29,0.91,34,18
102,Clark Bishop (C),Cape Breton Screaming Eagles,50,16,23,39,0.78,86,-3
103,Mark Trickett (D),Acadie-Bathurst Titan,62,8,31,39,0.63,53,-11
104,Nick Welsh (D),Shawinigan Cataractes,68,8,31,39,0.57,38,26
105,Nicolas Poulin (LW),Sherbrooke Phoenix,62,25,13,38,0.61,63,-7
106,Carl Marois (C),Victoriaville Tigres,61,19,19,38,0.62,34,6
107,Félix Lauzon (C),Victoriaville Tigres,64,17,21,38,0.59,50,-4
108,Alexandre Sills (C),totals,66,16,22,38,0.58,38,-9
,,Rouyn-Noranda Huskies,36,7,10,17,0.47,20,6
,,Québec Remparts,30,9,12,21,0.7,18,-15
109,Mathieu Boucher (LW),Rouyn-Noranda Huskies,64,15,23,38,0.59,55,11
110,Jordan Maher (RW),Acadie-Bathurst Titan,68,15,23,38,0.56,26,-13
,,,,,,,,,
111,Antoine Waked (RW),Rouyn-Noranda Huskies,48,11,27,38,0.79,47,11
112,Cody Donaghey (D),totals,51,11,26,37,0.73,63,1
,,Halifax Mooseheads,21,4,7,11,0.52,33,-1
,,Moncton Wildcats,30,7,19,26,0.87,30,2
113,Olivier Galipeau (D),Val-d'Or Foreurs,56,9,28,37,0.66,66,29
114,Adam Holwell (D),Moncton Wildcats,67,6,31,37,0.55,36,14
115,Gabriel Gagné (RW),totals,42,17,19,36,0.86,20,-1
,,Victoriaville Tigres,8,5,3,8,1,6,-5
,,Shawinigan Cataractes,34,12,16,28,0.82,14,4
116,Matt Jones (RW/LW),Baie-Comeau Drakkar,53,17,19,36,0.68,35,-28
117,Ross MacDougall (D),Québec Remparts,65,10,26,36,0.55,50,-11
118,Kay Schweri (LW/RW),Sherbrooke Phoenix,34,9,27,36,1.06,16,5
119,Mathieu Desautels (D),Baie-Comeau Drakkar,62,8,28,36,0.58,22,-48
120,Olivier LeBlanc (D),Cape Breton Screaming Eagles,59,5,31,36,0.61,70,30
,,,,,,,,,
121,Alexandre Alain (C/RW),Gatineau Olympiques,62,15,20,35,0.56,64,5
122,William Gignac (RW),totals,61,13,22,35,0.57,13,5
,,Val-d'Or Foreurs,37,7,15,22,0.59,4,5
,,Blainville-Boisbriand Armada,24,6,7,13,0.54,9,0
123,Luke Green (D),Saint John Sea Dogs,61,10,25,35,0.57,29,18
124,Anthony Sorrentino (LW),totals,67,22,12,34,0.51,22,2
,,Cape Breton Screaming Eagles,40,12,9,21,0.53,16,3
,,Halifax Mooseheads,27,10,3,13,0.48,6,-1
125,Mitchell Balmas (LW),Charlottetown Islanders,67,20,14,34,0.51,18,-2
126,Jake Coughler (C),totals,56,19,15,34,0.61,25,19
,,Gatineau Olympiques,28,5,7,12,0.43,17,3
,,Charlottetown Islanders,28,14,8,22,0.79,8,16
127,Philippe Sanche (C),Blainville-Boisbriand Armada,35,15,19,34,0.97,42,0
128,Anthony Chapados (LW),totals,67,14,20,34,0.51,42,-8
,,Rimouski Océanic,39,10,11,21,0.54,32,-5
,,Sherbrooke Phoenix,28,4,9,13,0.46,10,-3
129,Bradley Lalonde (D),Victoriaville Tigres,63,9,25,34,0.54,34,1
130,T.J. Melancon (D),Blainville-Boisbriand Armada,67,8,26,34,0.51,51,-7
,,,,,,,,,
131,Jérémy Roy (D),Sherbrooke Phoenix,45,6,28,34,0.76,27,-12
132,Alex Pawelczyk (LW),Shawinigan Cataractes,68,23,10,33,0.49,49,6
133,Nicolas Meloche (D),totals,53,13,20,33,0.62,92,-2
,,Baie-Comeau Drakkar,25,8,8,16,0.64,54,-12
,,Gatineau Olympiques,28,5,12,17,0.61,38,10
134,Garrett Johnston (D),totals,66,7,26,33,0.5,30,9
,,Moncton Wildcats,8,0,2,2,0.25,0,5
,,Chicoutimi Saguenéens,29,6,10,16,0.55,16,16
,,Acadie-Bathurst Titan,29,1,14,15,0.52,14,-12
135,Auguste Impose (LW/RW),Québec Remparts,50,15,17,32,0.64,4,-10
136,Landon Schiller (RW),Chicoutimi Saguenéens,64,13,19,32,0.5,52,-15
137,Luc Deschênes (D),Charlottetown Islanders,61,4,28,32,0.52,83,-2
138,Will Smith (LW),Moncton Wildcats,66,13,18,31,0.47,43,-1
139,Vincent Milot-Ouellet (RW),Gatineau Olympiques,57,12,19,31,0.54,16,10
140,Pascal Corbeil (D),Blainville-Boisbriand Armada,50,9,22,31,0.62,14,-9
,,,,,,,,,
141,Élie Bérubé (D),totals,66,7,24,31,0.47,47,10
,,Gatineau Olympiques,38,4,13,17,0.45,22,11
,,Chicoutimi Saguenéens,28,3,11,14,0.5,25,-1
142,Vincent Lanoue (D),totals,61,5,26,31,0.51,20,20
,,Val-d'Or Foreurs,27,1,6,7,0.26,10,7
,,Victoriaville Tigres,34,4,20,24,0.71,10,13
143,Vaclav Karabacek (RW/LW),totals,47,18,12,30,0.64,56,-20
,,Baie-Comeau Drakkar,23,8,8,16,0.7,30,-11
,,Moncton Wildcats,24,10,4,14,0.58,26,-9
144,Marc Beckstead (LW),Victoriaville Tigres,60,14,16,30,0.5,121,-7
145,Mathieu Olivier (RW),Shawinigan Cataractes,59,11,19,30,0.51,80,25
146,Alexis Vanier (D),totals,61,10,20,30,0.49,49,-7
,,Sherbrooke Phoenix,30,2,7,9,0.3,31,-3
,,Charlottetown Islanders,30,8,13,21,0.7,16,-2
,,Blainville-Boisbriand Armada,1,0,0,0,0,2,-2
147,Arnaud Durandeau (LW),Halifax Mooseheads,63,12,17,29,0.46,20,-18
148,Alex Breton (D),Gatineau Olympiques,66,7,22,29,0.44,14,21
149,Jordan Ty Fournier (RW),Cape Breton Screaming Eagles,62,6,23,29,0.47,96,-11
150,Justin Guénette (D),Drummondville Voltigeurs,66,5,24,29,0.44,46,-16
,,,,,,,,,
151,Filip Pyrochta (D),totals,61,4,25,29,0.48,22,1
,,Victoriaville Tigres,30,1,14,15,0.5,14,-1
,,Val-d'Or Foreurs,31,3,11,14,0.45,8,2
152,Antoine Marcoux (C),Chicoutimi Saguenéens,68,13,15,28,0.41,31,-20
153,Vincent Watt (LW),Halifax Mooseheads,64,11,17,28,0.44,23,-25
154,Liam Murphy (LW),Moncton Wildcats,58,9,19,28,0.48,33,13
155,A.J. Greer (LW),Rouyn-Noranda Huskies,33,16,11,27,0.82,57,8
156,Joël Teasdale (LW),Blainville-Boisbriand Armada,53,11,16,27,0.51,10,-4
157,Zach Malatesta (D),Moncton Wildcats,66,6,21,27,0.41,84,-11
158,Dexter Weber (D),Charlottetown Islanders,55,5,22,27,0.49,12,15
159,Allan Caron (D),Rouyn-Noranda Huskies,61,11,15,26,0.43,83,35
160,Andrew Shewfelt (LW/RW),Halifax Mooseheads,65,11,15,26,0.4,6,-23
,,,,,,,,,
161,Guillaume Brisebois (D),Acadie-Bathurst Titan,52,10,16,26,0.5,28,-13
162,Matteo Pietroniro (D),Baie-Comeau Drakkar,68,9,17,26,0.38,100,-8
163,Sergei Boikov (D),Drummondville Voltigeurs,52,6,20,26,0.5,73,0
164,Jan Dufek (RW),totals,58,11,14,25,0.43,12,-6
,,Sherbrooke Phoenix,36,4,9,13,0.36,6,-5
,,Blainville-Boisbriand Armada,22,7,5,12,0.55,6,-1
165,Zach Moody (C),Québec Remparts,64,10,15,25,0.39,45,-18
166,Tristen Elie (LW/C),Gatineau Olympiques,41,7,18,25,0.61,22,12
167,Peter Abbandonato (C),Rouyn-Noranda Huskies,64,7,18,25,0.39,12,15
168,Tristan Pomerleau (D),Victoriaville Tigres,49,5,20,25,0.51,45,-1
169,Carl Tremblay (D),Val-d'Or Foreurs,68,5,20,25,0.37,54,33
170,James Phelan (C),totals,68,16,8,24,0.35,70,10
,,Shawinigan Cataractes,34,6,3,9,0.26,30,6
,,Victoriaville Tigres,34,10,5,15,0.44,40,4
,,,,,,,,,
171,Joey Ratelle (LW),Drummondville Voltigeurs,27,11,13,24,0.89,40,5
172,Yvan Mongo (LW),Blainville-Boisbriand Armada,57,9,15,24,0.42,10,-9
173,Aaron Dutra (D),Québec Remparts,66,7,17,24,0.36,81,-19
174,Marc-Olivier Crevier-Morin (D),Gatineau Olympiques,64,5,19,24,0.38,75,25
175,Samuel Tremblay (RW),totals,51,10,13,23,0.45,36,4
,,Blainville-Boisbriand Armada,26,7,6,13,0.5,25,-7
,,Gatineau Olympiques,25,3,7,10,0.4,11,11
176,Alexandre Gosselin (D),Cape Breton Screaming Eagles,64,8,15,23,0.36,80,10
177,Mathieu Sévigny (LW/C),Drummondville Voltigeurs,64,12,10,22,0.34,62,-21
178,William Bower (C),Moncton Wildcats,40,11,11,22,0.55,49,11
179,Nicolas Werbik (C),Rimouski Océanic,63,10,12,22,0.35,32,1
180,Raphaël Santerre (LW),Baie-Comeau Drakkar,68,10,12,22,0.32,35,-41
,,,,,,,,,
181,Hunter Moreau (LW),Rimouski Océanic,62,8,14,22,0.35,18,-12
182,Ilya Putintsev (RW),Halifax Mooseheads,68,6,16,22,0.32,42,-17
183,Nathanael Halbert (D),totals,52,3,19,22,0.42,77,9
,,Blainville-Boisbriand Armada,22,1,8,9,0.41,33,4
,,Sherbrooke Phoenix,30,2,11,13,0.43,44,5
184,Kevin Gilbert (RW),Sherbrooke Phoenix,56,13,8,21,0.38,26,-6
185,Jake Smith (RW),totals,51,10,11,21,0.41,10,0
,,Acadie-Bathurst Titan,21,1,2,3,0.14,4,-4
,,Chicoutimi Saguenéens,30,9,9,18,0.6,6,4
186,Joey Richard (RW),totals,45,9,12,21,0.47,4,7
,,Gatineau Olympiques,22,3,7,10,0.45,2,5
,,Moncton Wildcats,23,6,5,11,0.48,2,2
187,Taylor Cooper (LW),Chicoutimi Saguenéens,26,6,15,21,0.81,12,7
188,Joel Bishop (LW/C),Halifax Mooseheads,61,6,15,21,0.34,31,-13
189,Austin Kosack (D),Moncton Wildcats,34,5,16,21,0.62,26,5
190,Will Thompson (D),Charlottetown Islanders,66,5,16,21,0.32,38,5
,,,,,,,,,
191,Daniel Krenzelok (D),totals,55,2,19,21,0.38,28,25
,,Val-d'Or Foreurs,22,1,10,11,0.5,10,15
,,Victoriaville Tigres,33,1,9,10,0.3,18,10
192,Duncan MacIntyre (D),Cape Breton Screaming Eagles,68,2,19,21,0.31,33,18
193,Raphaël Maheux (D),Québec Remparts,40,1,20,21,0.53,41,-16
194,Nathan Tremblay (D/F),Val-d'Or Foreurs,56,11,9,20,0.36,14,9
195,Nicholas Blanchard (LW),Acadie-Bathurst Titan,59,10,10,20,0.34,16,-13
196,Kristian Afanasyev (C/RW),Drummondville Voltigeurs,63,10,10,20,0.32,24,-19
197,Chase Harwell (RW),Sherbrooke Phoenix,61,9,11,20,0.33,76,0
198,Jakub Zboril (D),Saint John Sea Dogs,50,6,14,20,0.4,57,10
199,Derek Gentile (RW),Québec Remparts,54,6,14,20,0.37,8,-17
200,Andrew Picco (D),Rimouski Océanic,54,2,18,20,0.37,48,-6
201,Connor Moynihan (LW/D),Halifax Mooseheads,65,12,7,19,0.29,100,-23
202,Hugo Roy (C),Sherbrooke Phoenix,68,12,7,19,0.28,2,-12
203,Kyle Tibbo (F),totals,62,8,11,19,0.31,34,-12
,,Moncton Wildcats,1,0,0,0,0,0,0
,,Victoriaville Tigres,61,8,11,19,0.31,34,-12
204,Connor Bramwell (LW),Blainville-Boisbriand Armada,45,7,12,19,0.42,27,-2
205,Bokondji Imama (LW),Saint John Sea Dogs,48,7,12,19,0.4,86,-5
206,Charle-Edouard D'Astous (D),Rimouski Océanic,63,4,15,19,0.3,64,-2
207,Jordan Martel (RW),Baie-Comeau Drakkar,57,8,10,18,0.32,32,-28
208,Nicolas Leblond (LW),totals,60,8,10,18,0.3,109,-19
,,Baie-Comeau Drakkar,33,5,7,12,0.36,79,-20
,,Charlottetown Islanders,27,3,3,6,0.22,30,1
209,Tyler Hylland (LW),Blainville-Boisbriand Armada,62,7,11,18,0.29,49,-9
210,Jocktan Chainey (D),totals,46,5,13,18,0.39,14,-18
,,Shawinigan Cataractes,14,1,6,7,0.5,6,0
,,Halifax Mooseheads,32,4,7,11,0.34,8,-18
,,,,,,,,,
211,Gabriel Bilodeau (D),Gatineau Olympiques,59,4,14,18,0.31,37,18
212,Julien Bahl (D),Sherbrooke Phoenix,67,4,14,18,0.27,48,-19
213,Jérémy Bouchard (LW),Drummondville Voltigeurs,22,3,15,18,0.82,8,0
214,David Henley (D),totals,61,3,15,18,0.3,138,11
,,Charlottetown Islanders,32,1,9,10,0.31,66,-7
,,Val-d'Or Foreurs,29,2,6,8,0.28,72,18
215,Zachary Lavigne (LW),Chicoutimi Saguenéens,60,11,6,17,0.28,19,-2
216,Deven St-Hilaire (RW),Rimouski Océanic,25,8,9,17,0.68,14,10
217,Alexandre Delisle-Houde (RW),totals,37,7,10,17,0.46,32,-5
,,Blainville-Boisbriand Armada,33,7,9,16,0.48,32,-6
,,Val-d'Or Foreurs,4,0,1,1,0.25,0,1
218,Louis-Filip Côté (LW),totals,57,7,10,17,0.3,8,-14
,,Rouyn-Noranda Huskies,29,5,3,8,0.28,2,7
,,Québec Remparts,28,2,7,9,0.32,6,-21
219,Alexander Katerinakis (RW),Blainville-Boisbriand Armada,42,6,11,17,0.4,30,-2
220,Vincent Lavoie (LW),Baie-Comeau Drakkar,61,5,12,17,0.28,12,-9
,,,,,,,,,
221,Dominic Cormier (D),Rimouski Océanic,58,3,14,17,0.29,18,3
222,Brendan Hamelin (RW),Blainville-Boisbriand Armada,37,8,8,16,0.43,23,-13
223,Olivier Garneau (LW),Québec Remparts,67,8,8,16,0.24,22,-21
224,Yegor Popov (RW/LW),Acadie-Bathurst Titan,37,6,10,16,0.43,16,-7
225,Julien Carignan-Labbé (D),Chicoutimi Saguenéens,61,5,11,16,0.26,83,-7
226,Taylor Ford (D),Halifax Mooseheads,67,5,11,16,0.24,94,-25
227,Samuel Asselin (C),Shawinigan Cataractes,62,4,12,16,0.26,31,3
228,Samuel Hould (D),Val-d'Or Foreurs,52,3,13,16,0.31,34,6
229,Félix Boivin (D),Acadie-Bathurst Titan,55,3,13,16,0.29,22,1
230,Guillaume McSween (D),totals,55,3,13,16,0.29,56,24
,,Rimouski Océanic,23,0,7,7,0.3,22,6
,,Gatineau Olympiques,32,3,6,9,0.28,34,18
,,,,,,,,,
231,Anthony Boucher (C),Blainville-Boisbriand Armada,56,2,14,16,0.29,19,0
232,Anthony Gingras (D),totals,57,2,14,16,0.28,27,-8
,,Victoriaville Tigres,29,1,10,11,0.38,19,3
,,Québec Remparts,28,1,4,5,0.18,8,-11
233,Jacob Neveu (D),Rouyn-Noranda Huskies,59,2,14,16,0.27,36,20
234,Dillon Boucher (LW),Cape Breton Screaming Eagles,64,10,5,15,0.23,79,-6
235,Jacob Lapierre (LW),Victoriaville Tigres,44,7,8,15,0.34,30,-7
236,Kelly Bent (C/RW),Halifax Mooseheads,54,6,9,15,0.28,150,-13
237,Colin MacSween (LW),Cape Breton Screaming Eagles,58,6,9,15,0.26,30,-7
238,Jimmy Huntington (C),Victoriaville Tigres,63,5,10,15,0.24,38,2
239,Marc-André Gauvreau (D),Chicoutimi Saguenéens,29,4,11,15,0.52,8,-7
240,Bruno-Carl Denis (D),Rouyn-Noranda Huskies,55,4,11,15,0.27,45,7
,,,,,,,,,
241,Samuel Thibault (D),Baie-Comeau Drakkar,68,4,11,15,0.22,134,-18
242,Jack Van Boekel (D),Val-d'Or Foreurs,65,2,13,15,0.23,111,28
243,Thomas Grégoire (D),Sherbrooke Phoenix,49,1,14,15,0.31,21,-15
244,Éric Léger (LW),totals,57,10,4,14,0.25,33,-18
,,Moncton Wildcats,23,5,1,6,0.26,16,-6
,,Baie-Comeau Drakkar,34,5,3,8,0.24,17,-12
245,Carson MacKinnon (LW),Rimouski Océanic,65,7,7,14,0.22,24,-8
246,Philippe Pelletier-Leblanc (LW),Drummondville Voltigeurs,66,6,8,14,0.21,18,-17
247,Beau Kiss-Rusk (D),Rimouski Océanic,51,4,10,14,0.27,73,2
248,Samuel L'Italien (C),Acadie-Bathurst Titan,68,4,10,14,0.21,6,-19
249,Jacob Sweeney (D),Moncton Wildcats,45,3,11,14,0.31,37,-5
250,Nicolas Dumulong (D),Acadie-Bathurst Titan,54,1,13,14,0.26,141,-11
,,,,,,,,,
251,Jérémie Beaudin (D),totals,58,1,13,14,0.24,16,3
,,Cape Breton Screaming Eagles,27,1,4,5,0.19,6,-5
,,Rimouski Océanic,31,0,9,9,0.29,10,8
252,Olivier Desjardins (D),Val-d'Or Foreurs,68,1,13,14,0.21,45,39
253,Chiwetin Blacksmith (LW),Gatineau Olympiques,26,5,8,13,0.5,8,9
254,Kevin Laliberté (D),Drummondville Voltigeurs,68,3,10,13,0.19,36,-25
255,Gabriel Sylvestre (D),Shawinigan Cataractes,66,1,12,13,0.2,84,3
256,Emanuel Aucoin (C),totals,57,8,4,12,0.21,31,-18
,,Drummondville Voltigeurs,40,5,2,7,0.18,26,-19
,,Acadie-Bathurst Titan,17,3,2,5,0.29,5,1
257,Keith Getson (C),Charlottetown Islanders,61,6,6,12,0.2,26,-5
