,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
273,Dallas Hines (D),Kootenay Ice,59,4,15,19,0.32,31,-19
274,Libor Zabransky (D),Kelowna Rockets,72,2,17,19,0.26,34,7
275,Dino Kambeitz (RW),Victoria Royals,69,11,7,18,0.26,54,-3
276,Cael Zimmerman (C),Calgary Hitmen,66,6,12,18,0.27,24,-29
277,Ethan O'Rourke (C/RW),totals,66,6,12,18,0.27,28,-4
,,Prince George Cougars,37,5,9,14,0.38,22,-9
,,Everett Silvertips,29,1,3,4,0.14,6,5
278,Kyle Olson (RW),Tri-City Americans,36,4,14,18,0.5,35,-4
279,Jake Kustra (D),Saskatoon Blades,71,4,14,18,0.25,141,-19
280,Ty Gerla (LW),Edmonton Oil Kings,59,3,15,18,0.31,40,-15
,,,,,,,,,
281,Yegor Zamula (D),totals,69,2,16,18,0.26,38,0
,,Regina Pats,38,0,7,7,0.18,14,-1
,,Calgary Hitmen,31,2,9,11,0.35,24,1
282,Jacob Herauf (D),Red Deer Rebels,70,2,16,18,0.26,43,-2
283,Mitchell Prowse (D),Victoria Royals,71,1,17,18,0.25,45,21
284,Devon Skoleski (RW),Prince Albert Raiders,38,8,9,17,0.45,6,-10
285,Kade Jensen (D),totals,58,7,10,17,0.29,97,9
,,Brandon Wheat Kings,25,2,3,5,0.2,30,13
,,Victoria Royals,33,5,7,12,0.36,67,-4
286,Jeff Faith (D),Spokane Chiefs,60,5,12,17,0.28,53,13
287,Montana Onyebuchi (D),totals,62,4,13,17,0.27,109,4
,,Everett Silvertips,38,3,7,10,0.26,65,4
,,Kamloops Blazers,24,1,6,7,0.29,44,0
288,Zack Hayes (D),Prince Albert Raiders,71,3,14,17,0.24,98,2
289,Chris Douglas (RW),Red Deer Rebels,72,9,7,16,0.22,53,-12
290,Kole Gable (LW),Swift Current Broncos,68,6,10,16,0.24,46,0
,,,,,,,,,
291,Dakota Krebs (D),totals,69,4,12,16,0.23,70,4
,,Tri-City Americans,37,0,8,8,0.22,50,-10
,,Calgary Hitmen,32,4,4,8,0.25,20,14
292,Dalton Hamaliuk (D),Spokane Chiefs,71,4,12,16,0.23,16,8
293,Kaedan Korczak (D),Kelowna Rockets,67,3,13,16,0.24,44,4
294,Anthony Bishop (D),totals,66,0,16,16,0.24,39,-6
,,Victoria Royals,4,0,1,1,0.25,0,0
,,Tri-City Americans,62,0,15,15,0.24,39,-6
295,Keltie Jeri-Leon (C),totals,54,8,7,15,0.28,10,-7
,,Tri-City Americans,2,0,0,0,0,0,-2
,,Kamloops Blazers,21,1,2,3,0.14,2,-5
,,Lethbridge Hurricanes,31,7,5,12,0.39,8,0
296,Michael King (C),Kootenay Ice,56,8,7,15,0.27,10,2
297,Branden Klatt (LW),Moose Jaw Warriors,69,7,8,15,0.22,32,4
298,Martin Fasko-Rudas (LW),Everett Silvertips,70,6,9,15,0.21,22,3
299,Braydon Buziak (C/LW),totals,66,5,10,15,0.23,99,-15
,,Regina Pats,32,2,5,7,0.22,46,-4
,,Victoria Royals,34,3,5,8,0.24,53,-11
300,Wyatt Sloboshan (C/LW),Regina Pats,36,4,11,15,0.42,25,-10
301,Conor MacEachern (D),Portland Winterhawks,62,3,12,15,0.24,61,7
302,Ralph Jarratt (D),Victoria Royals,53,2,13,15,0.28,63,15
303,Tyler Popowich (C),Vancouver Giants,64,8,6,14,0.22,31,-19
304,Rylan Bettens (RW),Brandon Wheat Kings,49,7,7,14,0.29,8,-5
305,Ty Kolle (C),Portland Winterhawks,60,7,7,14,0.23,54,-2
306,Jeremy Masella (D),totals,68,4,10,14,0.21,84,12
,,Victoria Royals,35,3,4,7,0.2,34,3
,,Prince Albert Raiders,33,1,6,7,0.21,50,9
307,Josh Anderson (D),totals,54,3,11,14,0.26,74,7
,,Prince George Cougars,25,1,6,7,0.28,42,-1
,,Swift Current Broncos,29,2,5,7,0.24,32,8
308,Colin Paradis (D),totals,66,2,12,14,0.21,30,1
,,Moose Jaw Warriors,37,1,3,4,0.11,15,6
,,Red Deer Rebels,29,1,9,10,0.34,15,-5
309,Brady Reagan (D),totals,66,2,12,14,0.21,66,-5
,,Calgary Hitmen,1,0,0,0,0,0,0
,,Kamloops Blazers,65,2,12,14,0.22,66,-5
310,Dom Schmiemann (D),totals,68,1,13,14,0.21,93,-3
,,Swift Current Broncos,21,0,3,3,0.14,17,1
,,Calgary Hitmen,47,1,10,11,0.23,76,-4
,,,,,,,,,
311,Kaeden Taphorn (F),Kootenay Ice,62,6,7,13,0.21,12,-14
312,Orca Wiesblatt (RW),Calgary Hitmen,49,5,8,13,0.27,12,-2
313,Riley McKay (LW),Spokane Chiefs,62,4,9,13,0.21,152,2
314,Marek Skvrne (C),Kelowna Rockets,69,4,9,13,0.19,17,-3
315,Aaron Hyman (D),totals,54,3,10,13,0.24,35,7
,,Seattle Thunderbirds,26,1,6,7,0.27,25,3
,,Regina Pats,28,2,4,6,0.21,10,4
316,Liam Keeler (LW),Edmonton Oil Kings,60,3,10,13,0.22,16,-16
317,Matthew Smith (D),Victoria Royals,65,3,10,13,0.2,8,9
318,Lukus MacKenzie (LW),totals,59,2,11,13,0.22,70,10
,,Saskatoon Blades,13,0,4,4,0.31,22,0
,,Red Deer Rebels,17,0,4,4,0.24,20,3
,,Portland Winterhawks,29,2,3,5,0.17,28,7
319,Brady Pouteau (D),totals,59,1,12,13,0.22,42,-4
,,Lethbridge Hurricanes,31,1,10,11,0.35,21,-5
,,Regina Pats,28,0,2,2,0.07,21,1
320,Sebastian Streu (LW),Kootenay Ice,54,9,3,12,0.22,6,-22
,,,,,,,,,
321,Koby Morrisseau (C),Regina Pats,47,6,6,12,0.26,23,7
322,Nick Bowman (C),Edmonton Oil Kings,56,6,6,12,0.21,26,-13
323,Logan Christensen (C/LW),Saskatoon Blades,51,5,7,12,0.24,22,-23
324,Ethan Cap (D),Edmonton Oil Kings,72,5,7,12,0.17,35,-36
325,Henrik Rybinski (RW),Medicine Hat Tigers,63,3,9,12,0.19,18,-5
326,James Shearer (D),Brandon Wheat Kings,43,2,10,12,0.28,21,-12
327,Ben McCartney (LW),Brandon Wheat Kings,51,2,10,12,0.24,32,0
328,Dalton Gally (D),Medicine Hat Tigers,72,2,10,12,0.17,56,-23
329,Ethan Browne (C),totals,38,1,11,12,0.32,10,-7
,,Everett Silvertips,8,0,1,1,0.13,2,-3
,,Prince George Cougars,30,1,10,11,0.37,8,-4
330,Will Warm (D),Edmonton Oil Kings,53,1,11,12,0.23,60,-18
,,,,,,,,,
331,Brennan Riddle (D),totals,67,1,11,12,0.18,48,-11
,,Lethbridge Hurricanes,37,1,5,6,0.16,36,-6
,,Vancouver Giants,30,0,6,6,0.2,12,-5
332,Reece Newkirk (C),Portland Winterhawks,58,8,3,11,0.19,31,-1
333,Jack Flaman (C),totals,21,6,5,11,0.52,10,-7
,,Lethbridge Hurricanes,7,4,2,6,0.86,8,0
,,Red Deer Rebels,14,2,3,5,0.36,2,-7
334,Brandon Cutler (RW),Red Deer Rebels,68,6,5,11,0.16,82,-13
335,Tanner Nagel (RW),totals,57,5,6,11,0.19,96,-6
,,Lethbridge Hurricanes,35,3,5,8,0.23,40,-2
,,Swift Current Broncos,22,2,1,3,0.14,56,-4
336,Hunter Campbell (RW),Calgary Hitmen,59,4,7,11,0.19,25,-14
337,Koletrane Wilson (D),Lethbridge Hurricanes,59,3,8,11,0.19,21,0
338,Yan Khomenko (RW),Victoria Royals,20,2,9,11,0.55,10,3
339,Scott Atkinson (C),Edmonton Oil Kings,48,2,9,11,0.23,29,-13
340,Sam Huston (D),Kootenay Ice,62,2,9,11,0.18,12,-16
,,,,,,,,,
341,Cole Moberg (D/F),Prince George Cougars,64,2,9,11,0.17,37,-5
342,Matt Stanley (D),totals,73,2,9,11,0.15,103,-12
,,Swift Current Broncos,40,0,4,4,0.1,40,-6
,,Lethbridge Hurricanes,33,2,5,7,0.21,63,-6
343,Matthew Benson (D),Moose Jaw Warriors,49,0,11,11,0.22,34,3
344,Max Kryski (LW),Prince George Cougars,62,8,2,10,0.16,24,-24
345,Caleb Fantillo (RW),Saskatoon Blades,38,7,3,10,0.26,39,-9
346,Spencer Gerth (RW),totals,70,5,5,10,0.14,45,2
,,Victoria Royals,43,3,3,6,0.14,31,-1
,,Everett Silvertips,27,2,2,4,0.15,14,3
347,Brett Clayton (LW),totals,61,4,6,10,0.16,40,-2
,,Portland Winterhawks,1,0,0,0,0,0,-1
,,Tri-City Americans,60,4,6,10,0.17,40,-1
348,Jake Lee (D),Seattle Thunderbirds,64,4,6,10,0.16,69,0
349,Justin Sigrist (C/LW),Kamloops Blazers,50,3,7,10,0.2,13,-7
350,Seth Bafaro (D),Saskatoon Blades,58,3,7,10,0.17,44,3
,,,,,,,,,
351,Ryan Pouliot (D),Kootenay Ice,64,2,8,10,0.16,61,-24
352,Reece Vitelli (RW),Everett Silvertips,70,2,8,10,0.14,10,-10
353,Roman Kalinichenko (D),Tri-City Americans,44,1,9,10,0.23,42,-10
354,Layne Toder (D),Calgary Hitmen,70,1,9,10,0.14,60,-22
355,Carson Sass (D),Red Deer Rebels,72,1,9,10,0.14,39,-1
356,Ethan Sakowich (D),Red Deer Rebels,72,0,10,10,0.14,67,-2
357,Dawson Heathcote (RW),Medicine Hat Tigers,47,6,3,9,0.19,6,2
358,Nikita Malukhin (RW),Seattle Thunderbirds,52,5,4,9,0.17,12,2
359,Nicholas Holowko (LW),totals,17,4,5,9,0.53,11,-10
,,Kamloops Blazers,7,3,1,4,0.57,2,-6
,,Prince George Cougars,10,1,4,5,0.5,9,-4
360,Carter Souch (F),Edmonton Oil Kings,38,4,5,9,0.24,10,-8
,,,,,,,,,
361,Austin Crossley (D),totals,51,4,5,9,0.18,132,-7
,,Prince Albert Raiders,19,0,3,3,0.16,38,-1
,,Prince George Cougars,32,4,2,6,0.19,94,-6
362,Marcus Sekundiak (LW),Brandon Wheat Kings,61,4,5,9,0.15,16,-2
363,Tyler Ho (RW),Vancouver Giants,57,1,8,9,0.16,16,-10
364,Kaleb Bulych (D),Vancouver Giants,63,1,8,9,0.14,16,-7
365,Ted Brennan (F),Kelowna Rockets,65,1,8,9,0.14,21,-12
366,Liam Schioler (D),Regina Pats,65,0,9,9,0.14,65,-6
367,Alex Morozoff (LW),Red Deer Rebels,30,6,2,8,0.27,6,-1
368,Ryley Appelt (LW),Kamloops Blazers,58,4,4,8,0.14,43,-7
369,Jonny Hooker (C),Brandon Wheat Kings,40,3,5,8,0.2,8,0
370,Alec Zawatsky (LW),Saskatoon Blades,43,3,5,8,0.19,27,-10
,,,,,,,,,
371,Wyatt McLeod (D),Edmonton Oil Kings,49,2,6,8,0.16,37,-20
372,Mitchell Brown (D),Tri-City Americans,53,2,6,8,0.15,34,-1
373,Ethan Regnier (RW),Swift Current Broncos,56,2,6,8,0.14,12,-8
374,Connor Bouchard (F),Tri-City Americans,60,2,6,8,0.13,54,-4
375,Drea Esposito (D),Calgary Hitmen,47,1,7,8,0.17,12,-5
376,Cyle McNabb (RW),Vancouver Giants,61,1,7,8,0.13,14,-8
377,Ian Walker (D),Everett Silvertips,67,1,7,8,0.12,16,7
378,Carson Miller (C),Prince Albert Raiders,69,1,7,8,0.12,58,-10
379,Daniel Bukac (D),Brandon Wheat Kings,39,0,8,8,0.21,40,4
380,Sean Strange (D),Kamloops Blazers,52,0,8,8,0.15,16,7
,,,,,,,,,
381,Aidan Barfoot (RW),Vancouver Giants,47,5,2,7,0.15,12,-6
382,Tristyn DeRoose (LW/C),Moose Jaw Warriors,47,4,3,7,0.15,54,3
383,Connor Horning (D),Swift Current Broncos,50,3,4,7,0.14,25,-1
384,Travis Walton (LW),Kamloops Blazers,52,3,4,7,0.13,28,-7
385,Nikita Popugayev (RW/LW),Prince George Cougars,13,2,5,7,0.54,4,-13
386,Akash Bains (LW),totals,33,2,5,7,0.21,8,-5
,,Red Deer Rebels,18,0,4,4,0.22,6,-4
,,Everett Silvertips,15,2,1,3,0.2,2,-1
387,Arshdeep Bains (F),Red Deer Rebels,40,2,5,7,0.18,13,-6
388,Tarun Fizer (RW),Victoria Royals,45,2,5,7,0.16,10,-3
389,Ty Ettinger (D),Brandon Wheat Kings,45,2,5,7,0.16,47,10
390,John Ludvig (D),Portland Winterhawks,51,2,5,7,0.14,43,11
,,,,,,,,,
391,Cole Clayton (D),Medicine Hat Tigers,56,2,5,7,0.13,25,5
392,Owen Blocker (F),totals,58,2,5,7,0.12,40,-9
,,Swift Current Broncos,27,1,0,1,0.04,20,-3
,,Lethbridge Hurricanes,31,1,5,6,0.19,20,-6
393,Joel Craven (D),Medicine Hat Tigers,33,1,6,7,0.21,12,10
394,Bobby Russell (D),Kootenay Ice,41,1,6,7,0.17,23,-8
395,Randen Schmidt (D/F),Saskatoon Blades,36,0,7,7,0.19,10,7
396,George King (RW),totals,23,5,1,6,0.26,8,1
,,Regina Pats,18,5,1,6,0.33,6,2
,,Prince Albert Raiders,5,0,0,0,0,2,-1
397,Eric Pearce (C),Prince Albert Raiders,49,4,2,6,0.12,6,-9
398,Bryce Platt (LW),Regina Pats,60,4,2,6,0.1,76,3
399,Logan Nijhoff (LW),Regina Pats,30,3,3,6,0.2,15,-9
400,Luke Zazula (D),Kamloops Blazers,48,3,3,6,0.13,52,-12
