,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
,,Everett Silvertips,30,16,20,36,1.2,14,17
32,David Quenneville (D),Medicine Hat Tigers,70,26,54,80,1.14,58,7
33,Matteo Gennaro (C/LW),totals,67,42,37,79,1.18,66,14
,,Calgary Hitmen,22,14,11,25,1.14,22,2
,,Swift Current Broncos,45,28,26,54,1.2,44,12
34,Matt Bradley (C),Regina Pats,72,37,42,79,1.1,80,4
35,Dante Hannoun (C),Victoria Royals,66,25,54,79,1.2,38,-6
36,Nolan Volcan (LW),Seattle Thunderbirds,70,32,44,76,1.09,52,-3
37,Donovan Neuls (C),Seattle Thunderbirds,71,22,54,76,1.07,48,12
38,Brad Morrison (C),totals,74,27,48,75,1.01,62,-8
,,Vancouver Giants,42,11,24,35,0.83,33,0
,,Lethbridge Hurricanes,32,16,24,40,1.25,29,-8
39,Brett Howden (C),Moose Jaw Warriors,49,24,51,75,1.53,42,28
40,Kieffer Bellows (LW),Portland Winterhawks,56,41,33,74,1.32,63,40
,,,,,,,,,
41,Mason McCarty (RW),Red Deer Rebels,69,38,36,74,1.07,82,8
42,Zack Andrusiak (LW),Seattle Thunderbirds,72,36,38,74,1.03,20,-11
43,Cole Fonstad (C/LW),Prince Albert Raiders,72,21,52,73,1.01,6,-5
44,Ty Smith (D),Spokane Chiefs,69,14,59,73,1.06,30,44
45,Carsen Twarynski (LW),Kelowna Rockets,68,45,27,72,1.06,87,4
46,Colby Sissons (D),Swift Current Broncos,72,13,58,71,0.99,69,46
47,Henri Jokiharju (D),Portland Winterhawks,63,12,59,71,1.13,14,47
48,Kale Clague (D),totals,54,11,60,71,1.31,43,42
,,Brandon Wheat Kings,28,10,37,47,1.68,35,31
,,Moose Jaw Warriors,26,1,23,24,0.92,8,11
49,Max Gerlach (C),totals,65,35,35,70,1.08,28,-12
,,Medicine Hat Tigers,35,16,19,35,1,22,-5
,,Saskatoon Blades,30,19,16,35,1.17,6,-7
50,Cal Foote (D),Kelowna Rockets,60,19,51,70,1.17,46,31
,,,,,,,,,
51,Tyler Benson (LW),Vancouver Giants,58,27,42,69,1.19,39,-1
52,Josh Mahura (D),Regina Pats,60,22,47,69,1.15,42,36
53,Jared Bethune (C),Prince George Cougars,71,21,48,69,0.97,64,-14
54,Connor Dewar (C/LW),Everett Silvertips,68,38,30,68,1,47,23
55,Kody McDonald (RW/C),totals,68,34,32,66,0.97,139,3
,,Prince George Cougars,35,19,17,36,1.03,56,-1
,,Prince Albert Raiders,33,15,15,30,0.91,83,4
56,James Malm (LW),Vancouver Giants,72,19,47,66,0.92,26,6
57,Dennis Cholowski (D),totals,69,14,52,66,0.96,32,29
,,Prince George Cougars,37,13,26,39,1.05,14,9
,,Portland Winterhawks,32,1,26,27,0.84,18,20
58,Noah Gregor (C),totals,60,29,36,65,1.08,56,7
,,Moose Jaw Warriors,30,14,22,36,1.2,27,14
,,Victoria Royals,30,15,14,29,0.97,29,-7
59,Kyle Topping (C),Kelowna Rockets,66,22,43,65,0.98,56,20
60,Calen Addison (D),Lethbridge Hurricanes,68,11,54,65,0.96,53,-18
,,,,,,,,,
61,Kevin Davis (D),Everett Silvertips,71,10,55,65,0.92,10,29
62,Jakob Stukel (LW),Calgary Hitmen,71,37,27,64,0.9,30,0
63,Jermaine Loewen (LW/RW),Kamloops Blazers,66,36,28,64,0.97,80,15
64,Curtis Miske (LW),Prince Albert Raiders,72,27,37,64,0.89,30,10
65,Tanner Kaspick (C),totals,60,25,39,64,1.07,65,25
,,Brandon Wheat Kings,35,12,25,37,1.06,43,19
,,Victoria Royals,25,13,14,27,1.08,22,6
66,Austin Strand (D),Seattle Thunderbirds,69,25,39,64,0.93,75,-2
67,Kailer Yamamoto (RW/LW),Spokane Chiefs,40,21,43,64,1.6,18,22
68,James Hamblin (LW),Medicine Hat Tigers,70,21,43,64,0.91,30,-3
69,Dylan Coghlan (D),Tri-City Americans,69,17,46,63,0.91,65,-5
70,Tomas Soustal (C),totals,69,22,40,62,0.9,85,-20
,,Kelowna Rockets,3,1,1,2,0.67,2,1
,,Edmonton Oil Kings,66,21,39,60,0.91,83,-21
,,,,,,,,,
71,Alec Baer (C),Kootenay Ice,72,30,31,61,0.85,20,-23
72,Colton Kroeker (C),Kootenay Ice,68,15,46,61,0.9,22,-17
73,Leif Mattson (RW),Kelowna Rockets,63,25,35,60,0.95,22,16
74,Michael Rasmussen (C/W),Tri-City Americans,47,31,28,59,1.26,40,17
75,Parker Kelly (C/RW),Prince Albert Raiders,69,29,30,59,0.86,81,11
76,Brandon Hagel (LW),Red Deer Rebels,56,18,41,59,1.05,45,2
77,Joe Gatenby (D),Kamloops Blazers,72,13,46,59,0.82,39,13
78,Brett Davis (RW),Kootenay Ice,72,25,33,58,0.81,25,-20
79,Davis Koch (C/RW),totals,68,22,36,58,0.85,8,-15
,,Edmonton Oil Kings,40,18,21,39,0.98,2,-16
,,Vancouver Giants,28,4,15,19,0.68,6,1
80,Kristian Reichel (C),Red Deer Rebels,63,34,23,57,0.9,32,-1
,,,,,,,,,
81,Evan Weinger (RW),totals,65,31,26,57,0.88,23,9
,,Portland Winterhawks,1,0,0,0,0,0,0
,,Brandon Wheat Kings,64,31,26,57,0.89,23,9
82,Riley Woods (C/LW),Spokane Chiefs,72,25,32,57,0.79,24,16
83,Joachim Blichfeld (RW/LW),Portland Winterhawks,56,24,32,56,1,51,15
84,Nolan Yaremko (LW),Tri-City Americans,70,22,34,56,0.8,74,13
85,Jake Kryski (LW/C),Calgary Hitmen,71,16,40,56,0.79,43,-2
86,Peyton Krebs (C/LW),Kootenay Ice,67,17,37,54,0.81,40,-22
87,Josh Paterson (C),Saskatoon Blades,72,31,22,53,0.74,8,6
88,Riley Sutter (RW),Everett Silvertips,68,25,28,53,0.78,70,22
89,Dylan Cozens (C/RW),Lethbridge Hurricanes,57,22,31,53,0.93,20,-6
90,Connor Gutenberg (C),Brandon Wheat Kings,72,18,35,53,0.74,23,4
,,,,,,,,,
91,Ryan Chyzowski (LW),Medicine Hat Tigers,72,21,31,52,0.72,28,0
92,Grayson Pawlenchuk (C/LW),Red Deer Rebels,72,18,34,52,0.72,49,-8
93,Colton Kehler (RW/C),Edmonton Oil Kings,71,32,19,51,0.72,65,-18
94,Chase Wouters (C/LW),Saskatoon Blades,72,18,33,51,0.71,39,7
95,Cale Fleury (D),totals,68,12,39,51,0.75,58,17
,,Kootenay Ice,17,6,4,10,0.59,17,-6
,,Regina Pats,51,6,35,41,0.8,41,23
96,Jared Legien (LW),totals,61,23,27,50,0.82,44,2
,,Victoria Royals,36,13,20,33,0.92,36,0
,,Regina Pats,25,10,7,17,0.68,8,2
97,Noah Philp (C),Seattle Thunderbirds,71,14,36,50,0.7,20,-3
98,Josh Maser (LW),Prince George Cougars,71,28,21,49,0.69,74,-20
99,Sean Richards (LW),Everett Silvertips,64,20,29,49,0.77,88,7
100,Ryan Peckford (C),totals,73,20,29,49,0.67,22,8
,,Victoria Royals,33,13,14,27,0.82,16,2
,,Moose Jaw Warriors,40,7,15,22,0.55,6,6
101,Eric Florchuk (C/LW),totals,71,16,33,49,0.69,18,11
,,Victoria Royals,43,7,21,28,0.65,12,10
,,Saskatoon Blades,28,9,12,21,0.75,6,1
102,Isaac Johnson (RW/LW),Tri-City Americans,68,17,31,48,0.71,34,7
103,Emil Oksanen (RW/LW),Regina Pats,58,16,32,48,0.83,24,-5
104,Jake Bean (D),totals,57,12,36,48,0.84,22,-7
,,Calgary Hitmen,25,5,22,27,1.08,12,-12
,,Tri-City Americans,32,7,14,21,0.66,10,5
105,Colten Veloso (RW),Kootenay Ice,71,25,22,47,0.66,48,-30
106,Ryan Jevne (RW),Medicine Hat Tigers,69,20,27,47,0.68,36,-9
107,Quinn Benjafield (RW),Kamloops Blazers,69,19,28,47,0.68,33,-7
108,Matthew Wedman (C),Seattle Thunderbirds,72,17,30,47,0.65,75,-7
109,Turner Ottenbreit (D),Seattle Thunderbirds,64,9,38,47,0.73,119,15
110,Nick Chyzowski (C/LW),Kamloops Blazers,72,20,26,46,0.64,32,-21
,,,,,,,,,
111,Kirby Dach (C),Saskatoon Blades,52,7,39,46,0.88,12,-10
112,Regan Nagy (RW),totals,57,25,20,45,0.79,53,5
,,Victoria Royals,26,18,6,24,0.92,33,3
,,Prince Albert Raiders,31,7,14,21,0.68,20,2
113,Mark Kastelic (C),Calgary Hitmen,71,23,22,45,0.63,93,-11
114,Sami Moilanen (LW/RW),Seattle Thunderbirds,50,22,23,45,0.9,43,8
115,Conner Bruggen-Cate (LW),Kelowna Rockets,70,18,27,45,0.64,63,10
116,Juuso Välimäki (D),Tri-City Americans,43,14,31,45,1.05,34,15
117,Luc Smith (C/W),Kamloops Blazers,62,21,23,44,0.71,96,10
118,Riley Stotts (C),totals,69,19,25,44,0.64,46,-4
,,Swift Current Broncos,22,2,1,3,0.14,12,-6
,,Calgary Hitmen,47,17,24,41,0.87,34,2
119,Cam Hausinger (RW),Kootenay Ice,70,21,22,43,0.61,56,-26
120,Linden McCorrister (LW),Brandon Wheat Kings,59,20,23,43,0.73,21,0
,,,,,,,,,
121,Igor Martynov (RW),Victoria Royals,63,18,25,43,0.68,30,7
122,Artyom Minulin (D),Swift Current Broncos,64,13,30,43,0.67,26,37
123,Dawson Davidson (D),totals,69,10,33,43,0.62,63,-24
,,Regina Pats,43,7,20,27,0.63,31,-8
,,Saskatoon Blades,26,3,13,16,0.62,32,-16
124,Taylor Ross (RW/C),totals,64,21,21,42,0.66,12,-8
,,Spokane Chiefs,15,2,2,4,0.27,6,-1
,,Lethbridge Hurricanes,49,19,19,38,0.78,6,-7
125,Ethan McIndoe (C/LW),Spokane Chiefs,71,21,21,42,0.59,43,-5
126,Gary Haden (C),Medicine Hat Tigers,70,17,25,42,0.6,24,6
127,Tristan Langan (C/LW),Moose Jaw Warriors,70,16,26,42,0.6,23,22
128,Conner McDonald (D),Edmonton Oil Kings,71,10,32,42,0.59,86,-17
129,Joel Lakusta (D),Prince George Cougars,70,9,33,42,0.6,62,-11
130,Gordie Ballhorn (D),Kelowna Rockets,72,6,36,42,0.58,79,37
,,,,,,,,,
131,Ryan Hughes (C),Portland Winterhawks,46,17,24,41,0.89,55,11
132,Brogan O'Brien (C/LW),Prince George Cougars,52,17,24,41,0.79,51,-18
133,Eli Zummack (C),Spokane Chiefs,58,15,26,41,0.71,4,1
134,Vojtech Budik (D),Prince Albert Raiders,63,14,27,41,0.65,33,8
135,Vladislav Yeryomenko (D),Calgary Hitmen,63,13,28,41,0.65,30,-10
136,Parker AuCoin (C),Tri-City Americans,61,19,21,40,0.66,26,-5
137,Jake Leschyshyn (C),Regina Pats,64,18,22,40,0.63,67,-12
138,Alex Overhardt (C),Portland Winterhawks,70,15,25,40,0.57,75,22
139,Luka Burzan (C),totals,72,15,25,40,0.56,20,6
,,Moose Jaw Warriors,42,6,13,19,0.45,10,4
,,Brandon Wheat Kings,30,9,12,21,0.7,10,2
140,Nolan Foote (LW),Kelowna Rockets,50,13,27,40,0.8,31,10
,,,,,,,,,
141,Dylan Plouffe (D),Vancouver Giants,60,9,31,40,0.67,55,5
142,Jarret Tyszka (D),Seattle Thunderbirds,70,8,32,40,0.57,69,-11
143,Reese Johnson (RW),Red Deer Rebels,72,23,16,39,0.54,42,-12
144,Andrei Grishakov (LW),totals,69,19,20,39,0.57,41,-6
,,Calgary Hitmen,37,11,15,26,0.7,24,0
,,Victoria Royals,32,8,5,13,0.41,17,-6
145,Brayden Watts (RW),Vancouver Giants,70,17,22,39,0.56,20,-12
146,Luke Coleman (LW),Calgary Hitmen,72,15,24,39,0.54,27,-9
147,Dillon Hamaliuk (LW),Seattle Thunderbirds,72,15,24,39,0.54,52,4
148,Libor Hájek (D),totals,58,12,27,39,0.67,30,-5
,,Saskatoon Blades,33,8,17,25,0.76,26,-10
,,Regina Pats,25,4,10,14,0.56,4,5
149,Jake McGrew (RW),Spokane Chiefs,65,19,19,38,0.58,23,-6
150,Brodi Stuart (LW),Kamloops Blazers,70,16,22,38,0.54,44,-8
,,,,,,,,,
151,Zane Franklin (C),Lethbridge Hurricanes,67,14,24,38,0.57,51,-17
152,Aaron Boyd (C),Prince George Cougars,67,14,24,38,0.57,61,-3
153,Jake Elmer (RW),Lethbridge Hurricanes,70,18,19,37,0.53,46,8
154,Alexander Alexeyev (D),Red Deer Rebels,45,7,30,37,0.82,29,-3
155,Nolan Kneen (D),Kamloops Blazers,68,7,30,37,0.54,75,-17
156,Bryce Kindopp (RW),Everett Silvertips,72,24,12,36,0.5,10,6
157,Zach Fischer (RW),totals,46,22,14,36,0.78,113,13
,,Medicine Hat Tigers,3,1,0,1,0.33,13,-1
,,Spokane Chiefs,43,21,14,35,0.81,100,14
158,Vince Loschiavo (RW/C),totals,68,19,17,36,0.53,24,5
,,Kootenay Ice,28,7,6,13,0.46,12,3
,,Moose Jaw Warriors,40,12,11,23,0.58,12,2
159,Brett Kemp (C),Edmonton Oil Kings,69,17,19,36,0.52,32,-15
160,Jackson Leppard (LW),Prince George Cougars,68,15,21,36,0.53,95,-10
,,,,,,,,,
161,Nolan Reid (D),Spokane Chiefs,72,14,22,36,0.5,20,3
162,Josh Curtis (RW),Prince George Cougars,72,9,27,36,0.5,6,-7
163,Tristen Nielsen (C),Calgary Hitmen,49,19,16,35,0.71,24,-7
164,Filip Král (D),Spokane Chiefs,54,9,26,35,0.65,24,9
165,Cole Reinhardt (LW),Brandon Wheat Kings,68,19,15,34,0.5,40,-1
166,Dawson Holt (RW/C),Vancouver Giants,65,12,22,34,0.52,50,-2
167,Jaeger White (C),Medicine Hat Tigers,68,10,24,34,0.5,28,1
168,Jack Cowell (LW),Kelowna Rockets,71,10,24,34,0.48,24,-19
169,Jonathan Smart (D),totals,69,6,28,34,0.49,63,-20
,,Regina Pats,21,2,10,12,0.57,25,-7
,,Kootenay Ice,48,4,18,22,0.46,38,-13
170,Tyler Preziuso (RW),Medicine Hat Tigers,66,17,16,33,0.5,19,1
,,,,,,,,,
171,Brett Leason (RW),totals,66,16,17,33,0.5,16,-12
,,Tri-City Americans,12,1,0,1,0.08,2,-6
,,Prince Albert Raiders,54,15,17,32,0.59,14,-6
172,Vladislav Mikhalchuk (RW),Prince George Cougars,60,14,19,33,0.55,53,-15
173,Carson Focht (C),totals,69,13,20,33,0.48,38,-12
,,Tri-City Americans,37,6,10,16,0.43,18,-1
,,Calgary Hitmen,32,7,10,17,0.53,20,-11
174,Keoni Texeira (D),Portland Winterhawks,64,9,24,33,0.52,33,4
175,Igor Merezhko (D),Lethbridge Hurricanes,71,5,28,33,0.46,76,13
176,Kaden Elder (RW),Swift Current Broncos,67,18,14,32,0.48,20,-1
177,Beck Malenstyn (LW),totals,42,17,15,32,0.76,28,12
,,Calgary Hitmen,4,0,3,3,0.75,0,2
,,Swift Current Broncos,38,17,12,29,0.76,28,10
178,Bradly Goethals (C),Saskatoon Blades,69,15,17,32,0.46,32,-10
179,Jared Freadrich (D),Victoria Royals,71,12,20,32,0.45,45,-17
180,Milos Roman (C),Vancouver Giants,39,10,22,32,0.82,10,-2
,,,,,,,,,
181,Jadon Joseph (C/RW),Lethbridge Hurricanes,53,9,23,32,0.6,18,-10
182,Max Martin (D),Prince Albert Raiders,72,8,24,32,0.44,34,-2
183,Josh Brook (D),Moose Jaw Warriors,45,3,29,32,0.71,36,48
184,Dawson Barteaux (D),Red Deer Rebels,64,3,29,32,0.5,22,-16
185,Scott Walford (D),Victoria Royals,69,2,30,32,0.46,52,2
186,Conner Chaulk (C),totals,56,16,15,31,0.55,46,5
,,Swift Current Broncos,21,6,5,11,0.52,19,2
,,Calgary Hitmen,35,10,10,20,0.57,27,3
187,Lane Zablocki (RW),totals,65,12,19,31,0.48,105,-17
,,Red Deer Rebels,31,9,10,19,0.61,49,-9
,,Lethbridge Hurricanes,9,2,4,6,0.67,12,0
,,Victoria Royals,25,1,5,6,0.24,44,-8
188,Ilijah Colina (C),totals,66,11,20,31,0.47,10,-19
,,Portland Winterhawks,37,3,12,15,0.41,10,-1
,,Prince George Cougars,29,8,8,16,0.55,0,-18
189,Chaz Reddekopp (D),Victoria Royals,46,7,24,31,0.67,42,2
190,Martin Bodak (D),Kootenay Ice,59,7,24,31,0.53,53,-7
,,,,,,,,,
191,Jake Christiansen (D),Everett Silvertips,72,6,25,31,0.43,20,12
192,Wyatte Wylie (D),Everett Silvertips,72,6,25,31,0.43,29,12
193,Matt Barberis (D),Vancouver Giants,56,3,27,30,0.54,67,-3
194,Robbie Holmes (LW),Regina Pats,68,16,13,29,0.43,63,14
195,Nick Henry (RW),Regina Pats,53,14,15,29,0.55,32,-6
196,Sean Montgomery (C),Prince Albert Raiders,72,12,17,29,0.4,12,3
197,Connor Zary (C),Kamloops Blazers,68,11,18,29,0.43,26,-2
198,Tyson Helgesen (D),Spokane Chiefs,72,6,23,29,0.4,102,19
199,Kobe Mohr (LW),Edmonton Oil Kings,58,11,17,28,0.48,64,-14
200,Ondrej Vala (D),totals,59,7,21,28,0.47,48,17
,,Kamloops Blazers,31,7,13,20,0.65,30,3
,,Everett Silvertips,28,0,8,8,0.29,18,14
201,Dmitri Zaitsev (D),Moose Jaw Warriors,61,6,22,28,0.46,28,40
202,Schael Higson (D),Brandon Wheat Kings,71,5,23,28,0.39,96,11
203,Josh Tarzwell (C),totals,69,10,17,27,0.39,35,-8
,,Lethbridge Hurricanes,28,3,11,14,0.5,17,-3
,,Red Deer Rebels,41,7,6,13,0.32,18,-5
204,Liam Kindree (RW),Kelowna Rockets,50,8,19,27,0.54,24,3
205,Brandon Schuldhaus (D),totals,64,8,19,27,0.42,49,14
,,Red Deer Rebels,37,0,12,12,0.32,29,-6
,,Moose Jaw Warriors,27,8,7,15,0.56,20,20
206,Kristians Rubins (D),Medicine Hat Tigers,60,7,20,27,0.45,36,-4
207,Bowen Byram (D),Vancouver Giants,60,6,21,27,0.45,52,-3
208,Jared Dmytriw (RW),totals,71,15,11,26,0.37,23,-20
,,Red Deer Rebels,26,6,3,9,0.35,10,-6
,,Vancouver Giants,45,9,8,17,0.38,13,-14
209,Bryan Lockner (F/RW),totals,70,14,12,26,0.37,44,8
,,Regina Pats,39,7,5,12,0.31,25,2
,,Medicine Hat Tigers,31,7,7,14,0.45,19,6
210,Baron Thompson (RW),Brandon Wheat Kings,60,13,13,26,0.43,37,-5
,,,,,,,,,
211,Brendan Semchuk (RW),totals,49,12,14,26,0.53,41,-5
,,Vancouver Giants,33,8,11,19,0.58,35,3
,,Edmonton Oil Kings,16,4,3,7,0.44,6,-8
212,Sasha Mutala (RW),Tri-City Americans,68,11,15,26,0.38,28,0
213,Orrin Centazzo (LW),totals,72,11,15,26,0.36,34,-1
,,Everett Silvertips,40,6,5,11,0.28,18,-5
,,Kamloops Blazers,32,5,10,15,0.47,16,4
214,Hayden Ostir (C/RW),totals,41,9,17,26,0.63,8,-16
,,Spokane Chiefs,10,3,3,6,0.6,2,2
,,Medicine Hat Tigers,31,6,14,20,0.65,6,-18
215,Brayden Pachal (D),Prince Albert Raiders,68,7,19,26,0.38,100,-10
216,Oleg Sosunov (D),Moose Jaw Warriors,71,7,19,26,0.37,62,35
217,Sahvan Khaira (D),Swift Current Broncos,65,6,20,26,0.4,111,16
218,Jackson Caller (D),Saskatoon Blades,70,3,23,26,0.37,39,-8
219,Linus Nässén (D),Medicine Hat Tigers,44,1,25,26,0.59,14,-11
220,David Kope (RW),Edmonton Oil Kings,63,14,11,25,0.4,16,-17
,,,,,,,,,
221,Reece Harsch (D),Seattle Thunderbirds,53,10,15,25,0.47,36,-6
222,Jett Woo (D),Moose Jaw Warriors,44,9,16,25,0.57,33,29
223,Kaid Oliver (LW),Victoria Royals,64,6,19,25,0.39,59,-2
224,Brendan De Jong (D),Portland Winterhawks,68,6,19,25,0.37,46,1
225,Ty Prefontaine (D),Lethbridge Hurricanes,71,5,20,25,0.35,52,18
226,Chase Hartje (D),totals,58,3,22,25,0.43,18,10
,,Moose Jaw Warriors,31,0,17,17,0.55,10,7
,,Brandon Wheat Kings,27,3,5,8,0.3,8,3
227,Riley Sawchuk (C),Tri-City Americans,70,15,9,24,0.34,31,-4
228,Jake Gricius (C),Portland Winterhawks,69,13,11,24,0.35,49,-15
229,Blake Bargar (RW),Seattle Thunderbirds,58,11,13,24,0.41,51,-5
230,Max Patterson (RW),Swift Current Broncos,72,9,15,24,0.33,43,-3
,,,,,,,,,
231,Matthew Robertson (D),Edmonton Oil Kings,67,7,17,24,0.36,44,-18
232,James Hilsendager (D),Kelowna Rockets,54,6,18,24,0.44,87,3
233,Tate Olson (D),Lethbridge Hurricanes,54,2,22,24,0.44,63,-12
234,Owen Hardy (C/LW),Vancouver Giants,56,11,12,23,0.41,52,-5
235,Luke Toporowski (LW),Spokane Chiefs,61,10,13,23,0.38,36,5
236,Andrew Fyten (C),totals,69,9,14,23,0.33,77,-2
,,Calgary Hitmen,40,6,10,16,0.4,48,-2
,,Swift Current Broncos,29,3,4,7,0.24,29,0
237,Elijah Brown (C),totals,43,8,15,23,0.53,10,-6
,,Seattle Thunderbirds,13,1,4,5,0.38,2,-2
,,Medicine Hat Tigers,30,7,11,18,0.6,8,-4
238,Ryan Schoettler (D),Prince George Cougars,72,8,15,23,0.32,46,-14
239,Yegor Zudilov (LW),Lethbridge Hurricanes,64,7,16,23,0.36,22,7
240,Mark Rubinchik (D),Saskatoon Blades,67,4,19,23,0.34,77,-13
,,,,,,,,,
241,Zach Wytinck (D),Brandon Wheat Kings,68,4,19,23,0.34,41,-7
242,Michael Farren (C),Saskatoon Blades,62,11,11,22,0.35,40,-21
243,Mason Mannek (C),Portland Winterhawks,58,10,12,22,0.38,35,1
244,Spencer Moe (RW),Prince Albert Raiders,72,9,13,22,0.31,10,-10
245,Jackson Shepard (LW),Kamloops Blazers,72,9,13,22,0.31,39,-6
246,Erik Gardiner (C/LW),Kelowna Rockets,31,7,15,22,0.71,22,-2
247,Tate Popple (C),Moose Jaw Warriors,71,6,16,22,0.31,14,10
248,Dylan MacPherson (D),Medicine Hat Tigers,67,4,18,22,0.33,20,3
249,Matt Quigley (D),Portland Winterhawks,68,2,20,22,0.32,40,10
250,Braden Schneider (D),Brandon Wheat Kings,66,1,21,22,0.33,16,10
,,,,,,,,,
251,Maxwell James (LW),Tri-City Americans,58,7,14,21,0.36,102,-15
252,Keenan Taphorn (RW),Kootenay Ice,61,7,14,21,0.34,12,-9
253,Alex Kannok-Leipert (D),Vancouver Giants,60,5,16,21,0.35,52,-1
254,Barrett Sheen (LW),totals,60,5,16,21,0.35,147,-1
,,Kootenay Ice,18,2,5,7,0.39,51,0
,,Moose Jaw Warriors,42,3,11,14,0.33,96,-1
255,Jeff de Wit (C),totals,43,11,9,20,0.47,14,-5
,,Regina Pats,7,1,1,2,0.29,8,-2
,,Kootenay Ice,15,2,2,4,0.27,2,-6
,,Victoria Royals,21,8,6,14,0.67,4,3
256,Josh Williams (RW),Medicine Hat Tigers,47,11,9,20,0.43,8,-9
257,Justin Nachbaur (LW),Prince Albert Raiders,66,9,11,20,0.3,52,-6
258,Austin Pratt (C/LW),totals,60,7,13,20,0.33,28,-11
,,Red Deer Rebels,39,7,9,16,0.41,15,-10
,,Regina Pats,21,0,4,4,0.19,13,-1
259,Lane Gilliss (LW),Portland Winterhawks,65,7,13,20,0.31,39,-5
260,Logan Barlage (C),totals,71,7,13,20,0.28,25,2
,,Swift Current Broncos,38,1,6,7,0.18,17,-11
,,Lethbridge Hurricanes,33,6,7,13,0.39,8,13
,,,,,,,,,
261,Evan Fiala (D),Saskatoon Blades,71,7,13,20,0.28,151,-2
262,Gage Ramsay (LW/C),Saskatoon Blades,63,6,14,20,0.32,28,-23
263,Jesse Gabrielle (LW/RW),Regina Pats,27,13,6,19,0.7,55,-6
264,Ryan Vandervlis (C),Lethbridge Hurricanes,19,11,8,19,1,4,-2
265,Gunnar Wegleitner (RW),Brandon Wheat Kings,57,10,9,19,0.33,19,9
266,Milos Fafrak (LW),Spokane Chiefs,66,9,10,19,0.29,32,2
267,Gilian Kohler (LW/RW),Kootenay Ice,55,8,11,19,0.35,8,-8
268,Bradley Ginnell (C),totals,61,8,11,19,0.31,41,-10
,,Portland Winterhawks,25,5,6,11,0.44,27,2
,,Kootenay Ice,36,3,5,8,0.22,14,-12
269,Caiden Daley (C),Brandon Wheat Kings,69,7,12,19,0.28,11,7
270,Braydyn Chizen (D),Kelowna Rockets,61,6,13,19,0.31,74,-15
,,,,,,,,,
271,Carson Denomie (RW),Kamloops Blazers,66,6,13,19,0.29,20,-3
272,Sergei Sapego (D),totals,44,4,15,19,0.43,20,4
,,Tri-City Americans,3,0,2,2,0.67,0,-3
,,Prince Albert Raiders,41,4,13,17,0.41,20,7
